term_str,n,gloss
kina'ojwila',1,
kinan,1,
kinanik,1,
kinaq',1,
kinb'anowik,1,
kinb'e,3,
kinecha'jik,1,
kinel,1,
kinik'amo,1,
kinikamisaj,1,
kinipus,1,
kinitzoqopij,1,
kinkiq'aluj,1,
kinok,1,
kinuk',1,
kinwucha'j,1,
kipak'e'ik,1,
kipoq'o',1,
kiril,1,
kiron,1,
kisach,1,
kiselawachin,1,
kisiloj,1,
kismachi',1,
kita,1,
kitelen,1,
kitij,1,
kitija',1,
kitijitob'ej,1,
kitik,1,
kitoq'ob'a',1,
kitz'onoj,1,
kitz'onoxik,1,
kitzalkwat,1,
kitze,64,
kitzelal,1,
kitzij,1,
kiwaj,2,
kiwilo,1,
kixb',1,
kixb'e,3,
kixb'ek,3,
kixb'ixanoq,1,
kixch'aw,1,
kixch'awajetaj,1,
kixch'awoq,2,
kixcha',14,
kixchoko,1,
kixjain,1,
kixjalatajik,1,
kixk'amowan,1,
kixk'iritaj,1,
kixk'otonoq,1,
kixkamik,1,
kixku',1,
kixku'loq,1,
kixloq'ox,1,
kixmuquna',1,
kixmuqunik,1,
kixno'jintaj,1,
kixnutaq,1,
kixochochin,1,
kixojo',1,
kixok,1,
kixopon,1,
kixoponik,3,
kixoponoq,1,
kixoqil,12,
kixoqila,1,
kixpe,4,
kixpetoq,3,
kixpoq',1,
kixpusik,1,
kixpusu',1,
kixq'ijiloxik,1,
kixqachb'ilaj,1,
kixqachojij,1,
kixqajb'oq,1,
kixqakamisaj,2,
kixqasach,1,
kixsik'inoq,1,
kixsik'ix,1,
kixsu'anoq,1,
kixta'on,1,
kixta'onik,1,
kixtike',1,
kixtz'ib'anoq,2,
kixtz'onox,1,
kixuchax,1,
kixuchaxik,2,
kixul,2,
kixwa'ik,1,
kixxajowoq,1,
kiya',3,
kiya'n,1,
kiyojow,1,
ko,3,
ko'k,2,
ko'on,1,
kob'ik,1,
kochib'al,1,
kochoch,18,
koj,12,
kojab'ixik,1,
kojata,1,
kojawila',1,
kojaya',2,
kojb'al,1,
kojb'e,4,
kojb'ek,4,
kojb'isonik,1,
kojb'oqotajik,1,
kojch'akatajik,1,
kojch'awik,2,
kojcha',4,
kojcha'j,3,
kojcha'jik,1,
kojetz'anik,1,
kojik'ato,1,
kojikuxij,1,
kojimich',1,
kojina',1,
kojipusu',2,
kojiq'ijarisaj,1,
kojiq'ijila',1,
kojiralajob'isaj,1,
kojisik'ij,1,
kojiti'o,1,
kojitzaq,1,
kojiwoyob'ej,1,
kojiwucha'j,1,
kojiya',2,
kojk'atoq,1,
kojk'isik,1,
kojk'ix,1,
kojk'ixb'ik,1,
kojk'oje',1,
kojka'y,1,
kojkamik,5,
kojkanab'ixik,1,
kojkaq'anij,1,
kojkich'ako,1,
kojkiq'aluj,1,
kojmich'owik,1,
kojmuqunik,1,
kojna'b'ax,2,
kojno'jinik,1,
kojok,3,
kojom,1,
kojopon,1,
kojoyob'ej,1,
kojsik'ix,1,
kojsik'ixoq,1,
kojsilab'ik,1,
kojta'onik,1,
kojtere,1,
kojtike',1,
kojtz'onoxik,1,
kojtzalij,1,
kojtzijon,1,
kojucha'nik,1,
kojul,1,
kojulik,1,
kojuti'o,1,
kojutzin,1,
kojutzinik,1,
kojxob'ik,1,
kojya'wik,1,
kojyakatajik,1,
kok,6,
kokib'exik,1,
kokil,1,
kolb'al,2,
kolob',1,
kolon,1,
kolotajel,1,
komaj,1,
komajil,2,
konojel,70,
kopkik,1,
kopon,4,
koq,2,
koq',2,
koq'ik,4,
kosom,1,
kot,5,
kotal,1,
kotila',1,
kotz',1,
kotz'i'j,17,
kotz'i'jal,1,
kowil,1,
kox,2,
ku'b'ukuxinaq,1,
ku'b'ul,4,
ku'b'ulel,3,
ku'b'ulik,2,
ku'bi',1,
ku'l,1,
ku'lel,13,
ku'lib'al,1,
ku'ul,1,
kub'alka'tij,1,
kub'an,1,
kub'ano,3,
kub'ij,1,
kuchaj,1,
kuchaxik,1,
kuchb'al,1,
kuchuma,10,
kuk',22,
kuk'a'am,9,
kuk'ak'ab'ej,1,
kuk'ala,1,
kuk'am,2,
kuk'an,1,
kuk'ia,1,
kuk'ia',1,
kuk'ot,1,
kuk'oto,1,
kuk'ux,1,
kukus,1,
kul,2,
kulik,2,
kumal,93,
kumatz,17,
kumatzij,1,
kumatzil,2,
kumuk,2,
kun,1,
kunab'al,1,
kunimarisaj,2,
kuq'ob'isaj,1,
kuraquj,1,
kurayij,3,
kus,9,
kusuy,1,
kuta',1,
kuta'm,1,
kutij,1,
kutzin,3,
kutzinaq,1,
kux,2,
kuxib'ij,1,
kuxik,1,
kuxlab',2,
kuya',1,
kuyoq',1,
la,15,
la',116,
lab'al,24,
lab'e,4,
laju,1,
lajuj,3,
lakan,1,
lal,12,
lamakib',1,
laq,4,
laq'ab'eb'al,1,
laq'ab'ej,1,
laq'ab'ey,2,
laq'el,1,
laq'i,1,
laqab'en,1,
laqel,1,
laqi,1,
latz'ab',1,
le,1,
le',24,
le'a,1,
le'ab'al,1,
le'el,5,
leman,1,
lemo',2,
li'anik,4,
lib'aj,17,
lo,16,
lolmet,5,
loq,4,
loq',4,
loq'b'al,4,
loq'olaj,2,
loquens,1,
lotz,2,
lub'anik,1,
ma,215,
ma'ij,1,
ma'inaq,1,
ma'ixel,1,
ma'ixik,4,
mach'upuwik,1,
maja,85,
maja',4,
maja'oq,1,
maji,1,
majkun,1,
majukutaj,56,
mak,5,
mak'a',2,
mak'ajisaj,1,
mak'ama,1,
makamob',1,
maki,1,
makol,1,
makunik,1,
makutax,1,
malinik,1,
mam,20,
mama',13,
mamaxel,3,
mamom,3,
matzal,1,
matzamoj,1,
matzanel,1,
mawi,194,
mawinaq,1,
may,1,
mayijab'al,2,
mayijaj,1,
mayjanik,1,
me'al,7,
meawan,2,
meb'a,1,
meb'a',7,
mej,1,
mejoxowik,1,
mepajik,1,
meq'atowik,1,
meqajik,1,
mes,5,
meskel,5,
mesokotajik,1,
mewa,1,
mewaij,1,
mewajib'al,2,
mewajik,4,
mexiko,1,
mi,137,
mi'al,13,
miajawaj,1,
mich'b'al,3,
mich'ik,1,
mier,1,
mieroq,1,
mik'ut,1,
miq'ina',2,
mixb'ison,1,
mixb'isonik,6,
mixib'ij,3,
mixk'ina',8,
mixoq'ik,1,
mixsik'inik,1,
mixtam,1,
mixtze'nik,1,
mixxob'ik,1,
mixyonolikinik,1,
miya',2,
mojapisk'alij,1,
mojatzaqo,1,
mojik'ut,1,
mojimes,1,
mojisacho,1,
mok'em,2,
moken,1,
molaj,1,
molajil,1,
molay,1,
molob'a',2,
molowik,1,
motz,1,
mox,1,
moxwachib'al,1,
moxwachinik,1,
moywachib'al,1,
much',14,
much'ij,1,
much'it,2,
muj,1,
mujib'al,1,
mul,13,
munil,1,
muqikil,1,
muqu,2,
muqub'al,3,
muqul,1,
muqulik,1,
muqum,1,
muqumuxinaq,1,
muqutal,1,
muquwach,2,
musmul,1,
mutzuma'q,1,
na,123,
na'b'axik,1,
na'ob'al,1,
na'oj,42,
na'ojij,1,
na'ojinik,1,
na'ojixik,2,
na'ol,2,
na'on,1,
na'onel,1,
na'tab'al,4,
na'tal,2,
na'wik,1,
na'wikil,2,
nab',1,
nab'ab'al,2,
nab'al,2,
nab'e,96,
nab'e'al,1,
nab'e'oq,1,
nab'ek,7,
nache,1,
nache',1,
naj,9,
najt,14,
najtik,2,
nak'al,1,
nakxit,2,
nanawak,2,
naq,1,
naqaj,4,
naqi,87,
natajik,1,
nawal,28,
nawinaq,1,
nay,56,
neb'elik,1,
nijaib',2,
nijaib'ab',14,
nijayib',1,
nik'aj,7,
nik'ajal,5,
nik'aqaj,1,
nik'wachinel,4,
nim,114,
nima,82,
nima'q,21,
nimal,13,
nimanel,1,
nimaqil,2,
nimarik,4,
nimarisab'al,3,
nimarisaj,1,
nimarisay,4,
nimatalik,1,
nimaxik,1,
no'j,2,
no'jixik,1,
noj,1,
nojinaq,2,
nu,42,
nu',1,
nuk'b'al,1,
o,1,
o',14,
obispo,1,
oj,54,
ojer,14,
ojeroq,1,
ojich'aja',1,
ojik'ama',1,
ok,3,
oka,1,
okik,2,
okinaq,2,
okox,1,
oliman,1,
oloman,1,
ominik,1,
on,8,
oq,4,
oq'ej,1,
oq'oq,1,
oq'otal,1,
ox,8,
oxib',23,
oxij,2,
oxlaju,3,
oxlajuj,2,
oyowarik,1,
pa,262,
pach',6,
pachajil,1,
pachal,1,
paj,1,
pak',1,
pak'al,1,
pak'alik,2,
pak'e,1,
pakatajik,1,
pakiwi',1,
palo,13,
pam,27,
pan,5,
paq'ol,2,
paq'ub'al,1,
paqal,1,
paqalik,1,
paqam,3,
pat,5,
patan,23,
paxib'al,1,
paxil,4,
pe,4,
pe'oxik,1,
pedro,1,
pek,3,
pekulya',1,
peq,2,
peta',1,
petatayub',1,
petenaq,3,
petik,4,
petoq,1,
pich,2,
pir,1,
pislik,2,
pisom,5,
pix,2,
pixab',8,
pixab'aj,1,
pixab'ay,2,
pixab'ik,3,
pixk,1,
po,2,
pokob',9,
pokob'axik,1,
pom,9,
pop,42,
popo,1,
popob'al,1,
popol,7,
poq'ol,2,
poy,16,
pu,173,
puch,232,
puj,9,
pujuy,2,
pujuyu,3,
puk'b'al,6,
pulew,3,
pulinaq,1,
pupuje'ik,1,
purpuweq,1,
pus,2,
pusb'al,1,
pusik,1,
pusu,1,
pusu',1,
pusunik,1,
puwaq,18,
puwi',2,
puwi'l,1,
q'a,1,
q'ab',31,
q'ab'arinaq,1,
q'ajowik,1,
q'ala,15,
q'ala'ib'al,1,
q'ala'ixik,1,
q'alab'il,1,
q'alaj,27,
q'alajob'isaxik,1,
q'alal,1,
q'alej,1,
q'alel,24,
q'alem,2,
q'alib'aj,1,
q'alib'al,3,
q'an,3,
q'ana,13,
q'anal,3,
q'apoj,29,
q'apojib',19,
q'aq',43,
q'aq'a,1,
q'aq'al,22,
q'aq'wachinik,1,
q'at,1,
q'atajil,1,
q'atat,3,
q'atem,1,
q'atey,2,
q'atoj,4,
q'atol,2,
q'atowa,2,
q'awekib',1,
q'axiq'aj,1,
q'eb'al,6,
q'eqa,6,
q'eqal,3,
q'equ'm,4,
q'equ'ma,5,
q'equ'mal,8,
q'eyoq,1,
q'i',1,
q'ij,113,
q'ijil,3,
q'ijila',1,
q'ijilab'al,2,
q'ijilo'x,1,
q'ijilo'xik,1,
q'ijilonel,1,
q'ijilonik,1,
q'ijiloxik,2,
q'ijiloy,1,
q'ijixik,1,
q'in,1,
q'inom,2,
q'inomal,2,
q'o'j,1,
q'o'l,9,
q'o'n,2,
q'o'tz,1,
q'ojom,1,
q'ol,5,
q'oq',5,
q'oq'ob',4,
q'oxom,1,
q'u',5,
q'u'l,1,
q'u'n,1,
q'u'xik,1,
q'ukumatz,25,
q'umar,1,
q'umarkaj,2,
q'upuj,2,
q'upun,1,
q'uq',2,
q'us,2,
q'usq'us,1,
q'utum,3,
qa,195,
qab'e,1,
qab'ij,1,
qab'in,1,
qab'ix,2,
qach,1,
qach'opij,1,
qachb'ilan,1,
qachijilal,1,
qaj,2,
qaja,1,
qajaw,65,
qajawab',1,
qajawal,1,
qajawixel,3,
qajik,2,
qajinaq,1,
qajoq,12,
qaka'y,1,
qal,1,
qalaxik,1,
qale'm,1,
qamaq',1,
qan,1,
qasaj,2,
qasisa,1,
qatarij,1,
qati't,22,
qatija',2,
qatz,6,
qatz'onoj,1,
qatzukuj,1,
qawab'a',1,
qawikib',1,
qayojo,1,
qe,13,
qech,6,
qeta'm,2,
qeta'on,1,
qetal,2,
qetz'ab'al,1,
qi,35,
qib',9,
qib'a,1,
qila',1,
qitzij,94,
qixoqil,1,
qochoch,4,
qoyowal,1,
quk',6,
quk'aj,1,
quk'ia',1,
qul,4,
qulel,1,
qumal,1,
qupul,1,
quz,1,
ra',1,
ra'il,6,
rab'inaleb',11,
rach,4,
rachaq,5,
rachijilal,1,
rachoch,1,
raj,11,
rajawal,18,
rajawarem,7,
rajil,6,
rajk'ixb',1,
rajsik,1,
ral,21,
ralal,1,
ralaxik,3,
ramaq',1,
ramaq'elal,1,
raq'ab'al,1,
raqan,20,
rati't,7,
ratinib'al,2,
rawaxik,2,
rax,7,
raxa,18,
raxal,4,
raxon,2,
rayb'al,1,
rayib'al,1,
rayinik,1,
re,30,
re',9,
rech,36,
recha',9,
recha'b'al,1,
recha'xik,2,
rekem,1,
releb'al,26,
releq'axik,1,
relik,6,
remanik,4,
reqalem,1,
reqalixik,1,
reqan,1,
reta'm,1,
retal,36,
retaxik,1,
ri,981,
ri',170,
ri'j,1,
ri'jitaq,1,
rib',37,
rij,10,
rik'il,1,
rikaxik,1,
ril,2,
rila,1,
rilik,1,
riqitajik,1,
rismal,5,
rixk'aq,5,
rixoqil,14,
ro,1,
ro',5,
robles,1,
rochoch,19,
rojas,1,
rokik,2,
ronojel,126,
rope'nal,1,
roponik,2,
roq'ej,3,
roq'ib'al,6,
rox,18,
roxij,1,
roxlajuj,1,
ruchaxik,1,
ruk',93,
ruk'a'am,3,
ruk'aj,1,
rulik,1,
ruma,1,
rumal,208,
rutz,1,
rutzil,1,
rutzinik,1,
ruxlab',3,
sach,1,
sachb'al,1,
sachel,3,
sachib'al,1,
sachik,11,
sachinaq,2,
sajkab',2,
sak,1,
sakil,1,
sakilal,1,
saklatol,1,
samajel,38,
sanayeb',2,
sanik,14,
saq,32,
saq'ul,1,
saqajib',1,
saqarik,1,
saqb'al,1,
saqb'och,4,
saqb'oqom,2,
saqb'uk,1,
saqi,26,
saqik,2,
saqikib',2,
saqil,18,
saqilaj,1,
saqir,1,
saqiram,1,
saqirib'al,2,
saqirib'em,1,
saqirik,24,
saqirisay,1,
saqiro,1,
saqirok,2,
saqiroq,6,
saqkab'a,2,
saqleloj,1,
saqloq'oj,1,
saqtetoj,1,
saqulewab',1,
sel,14,
sib',3,
sib'aq,1,
sib'el,1,
sik',11,
sik'ib'al,2,
sik'ixik,4,
sik'iy,3,
silisib',1,
simaj,2,
simisoj,1,
simsojil,1,
sipakna,32,
sis,7,
sita'l,11,
siwan,31,
siwanub',1,
siya,1,
siyaj,1,
sochoj,4,
sonol,1,
sor,1,
sot,1,
sotz',10,
sotz'i,2,
sotz'il,1,
sotz'ila,1,
sotz'in,1,
sqaqi'n,19,
sqi'n,1,
sta,1,
stzaj,1,
su,27,
su',12,
su'anik,1,
suk',14,
suk'u,1,
suk'ulikil,1,
sutz',2,
suywa,6,
t'an,1,
t'isb'al,1,
t'ot',1,
t'ux,1,
t'uy,2,
ta,922,
ta'ik,1,
ta'o,1,
ta'ol,1,
tab'al,1,
taj,59,
tak,1,
tak'al,4,
tak'aloq,1,
tak'atoj,1,
tamasul,3,
tamub',18,
tan,1,
tap,10,
tapa'l,4,
taq,52,
taq'aj,6,
taq'ajal,3,
taqa,3,
taqa',2,
taqal,10,
taqatoj,3,
taqchi'b'al,1,
taqchi'nel,2,
taqexik,1,
taqik,2,
taqikil,2,
taqol,4,
taqon,1,
taqonel,2,
taqoq,3,
tas,4,
tasel,4,
taseq,1,
tatam,1,
tatil,1,
tatul,2,
te',1,
tekpan,1,
tekum,3,
teleb',1,
teleche',3,
telela'on,1,
tem,9,
temaj,1,
tepepul,6,
tepew,16,
tepewal,5,
tew,14,
tewnik,1,
ti',6,
ti'ik,1,
ti'ob'al,1,
ti'omal,1,
ti'onel,2,
tija',2,
tijob'al,9,
tijoj,1,
tijowik,1,
tijox,1,
tijtob'exik,2,
tik'ab',4,
tik'ela'on,1,
tik'em,1,
tik'il,2,
tik'itoj,1,
tikarib'al,2,
tikarik,5,
tikarinaq,2,
tikerik,1,
tikil,3,
tiko'n,7,
tikpan,1,
tinamit,56,
tio'jil,17,
tiqowal,1,
tixoq,1,
to'q,1,
toj,1,
tojb'al,2,
tojil,84,
tokol,1,
tolob',1,
tolok',5,
toltecat,1,
tonatiu,1,
toq',3,
toq'exik,1,
toq'ob',11,
toq'ob'anik,1,
toq'ol,1,
torob',1,
toxk'om,1,
tu'nik,1,
tu'xik,2,
tub'ul,2,
tuja,14,
tujal,2,
tujala,1,
tukel,22,
tukuliy,1,
tukum,1,
tukur,15,
tulan,19,
tulul,2,
tum,3,
tuwik,1,
tux,5,
tz'alam,6,
tz'alatz',1,
tz'alik,2,
tz'ap,2,
tz'api,1,
tz'apib',1,
tz'apim,1,
tz'apin,1,
tz'aq,39,
tz'aqat,1,
tz'aqik,6,
tz'aqoj,1,
tz'aqol,20,
tz'i',8,
tz'i'a,1,
tz'ib',6,
tz'ib'a,1,
tz'ib'ab',1,
tz'ib'al,5,
tz'ib'am,3,
tz'ib'an,2,
tz'ib'anik,1,
tz'ikin,47,
tz'ikina,8,
tz'ikwil,2,
tz'ite,6,
tz'oloj,1,
tz'onob'al,1,
tz'onob'exoq,1,
tz'onoj,1,
tz'ononik,1,
tz'onoy,1,
tz'uk,3,
tz'ukib'al,1,
tz'ukik,1,
tz'ukuxik,2,
tz'um,5,
tz'umal,1,
tz'ununi,2,
tz'utu,1,
tz'utuju,1,
tza,3,
tza'm,12,
tza'mal,1,
tzalam,1,
tzalanem,1,
tzalatz',1,
tzalatzoxel,1,
tzalijem,1,
tzalijik,1,
tzami'y,1,
tzami'yal,1,
tzaqa,1,
tzaqal,1,
tzaqon,1,
tzarab'om,1,
tzatz,35,
tze',9,
tze'b'al,2,
tzij,61,
tzija,1,
tzijel,9,
tzijol,1,
tzijom,2,
tzijonik,1,
tzijoxik,12,
tzik',12,
tzima,3,
tzimaj,1,
tzixel,1,
tzolkaqb'ej,1,
tzolq'omij,1,
tzotz'i,1,
tzub'ulik,1,
tzuk,1,
tzuku,1,
tzukuj,1,
tzukum,1,
tzukuxik,2,
tzuqub'al,1,
tzuquj,2,
tzuqul,9,
tzuqun,3,
tzutz'il,1,
u,1161,
ub'i,3,
ub'ik,17,
ub'om,1,
ucha'n,3,
uk',11,
uk'a,2,
uk'a'am,1,
uk'aja,2,
ukaj,2,
ul,1,
ula,25,
ulaj,1,
uleuj,1,
ulew,83,
ulewab',1,
uliy,1,
ulo,4,
uloq,110,
uma,1,
umul,8,
us,1,
utiw,8,
utz,115,
utzilaj,10,
utzinik,2,
uwaq,1,
uxik,1,
wa,19,
wa',61,
wa'e,29,
wa'im,2,
wa'l,6,
wab'a',2,
wab'ab'exik,1,
wab'an,4,
wab'anel,1,
wab'ay,1,
wach,188,
wachib'al,12,
wachinel,5,
wachinik,3,
wachlab'eq,1,
waij,3,
wain,1,
wainaq,1,
wajxalajuj,1,
wajxaq,3,
wajxaqi,1,
wak,12,
wakamik,32,
wakawoj,1,
wako,2,
wal,4,
walib',5,
waloq,1,
wapalil,2,
waq,2,
waqaq,1,
waqib',1,
warab'al,3,
waral,30,
waram,5,
waranel,4,
waray,1,
we,51,
we',14,
we'x,1,
web'al,1,
wech,2,
wecha',2,
weta'm,3,
wi,541,
wi',26,
wi'y,6,
wikiq'ab',2,
wila',4,
winaq,156,
winaqil,4,
winaqirem,4,
winaqirib'al,1,
winaqirik,9,
winaqirisay,1,
winaqiroq,1,
wiqa,1,
wiqik,1,
wiqitalik,1,
wochoch,2,
wok,3,
wonon,11,
wonowoj,1,
wub',13,
wub'anik,4,
wub'axik,2,
wuch',5,
wuj,3,
wujil,1,
wuk'a'am,2,
wulanik,1,
wumal,1,
wuq,4,
wuq',6,
wuqlaju,1,
wuqlajuj,2,
wuqub',99,
wuqub'ix,4,
xa,577,
xa'n,6,
xa'on,1,
xaaji,1,
xab'ajir,1,
xab'ajirik,1,
xab'ano,1,
xab'ik,1,
xab'iq',1,
xajab',1,
xajawar,1,
xajawarik,2,
xajawax,3,
xajaxik,1,
xajb'akiej,1,
xajil,1,
xajoj,7,
xajol,3,
xajowik,1,
xalan,1,
xalkat,3,
xaloq',7,
xam,1,
xamb'e,1,
xaq,4,
xaq'anik,1,
xaqi,8,
xaqin,1,
xaqinik,1,
xaraxoj,1,
xaraxoxinaq,1,
xare,6,
xariqo,1,
xatulik,1,
xawax,1,
xawech,1,
xawi,44,
xax,4,
xay,1,
xb'akiyalo,1,
xb'alanke,71,
xb'an,11,
xb'anataj,1,
xb'anatajik,4,
xb'anik,5,
xb'aninaq,1,
xb'anomoq,1,
xb'anowik,1,
xb'antaj,1,
xb'e,43,
xb'e'ije'ik,1,
xb'ek,15,
xb'i'n,1,
xb'i'naj,2,
xb'inije'ik,1,
xb'inik,1,
xb'iq',2,
xb'ix,2,
xb'ochi',1,
xb'utik,1,
xch'ak,1,
xch'akajataj,1,
xch'akataj,5,
xch'akatajik,1,
xch'akatajinaqoq,1,
xch'akow,1,
xch'ataj,1,
xch'aw,11,
xch'awik,10,
xch'eqe',1,
xch'ijitajik,1,
xch'ijtajik,1,
xch'ob'och'ox,1,
xch'olik,1,
xcha,1,
xcha',147,
xcha'taj,2,
xcha'x,1,
xchachap,1,
xchakachob',1,
xchap,3,
xchapataj,1,
xchapik,1,
xchaq'aj,1,
xchaqij,2,
xchaqijik,1,
xchib'e,3,
xchijunamataj,1,
xchikanaj,1,
xchikejb'ej,1,
xchikijunamwachij,1,
xchikilij,1,
xchikitz'aqix,1,
xchikitzololej,1,
xchikucha'j,1,
xchinb'ij,1,
xchinch'up,1,
xchink'am,1,
xchinkanaj,1,
xchintelej,1,
xchinwulij,1,
xchiqab'an,1,
xchiqab'ano,1,
xchiqab'i'j,3,
xchiqab'ij,19,
xchiqacholo,1,
xchiqajok',1,
xchiqak'am,1,
xchiqakanaj,1,
xchiqake'j,1,
xchiqakoj,2,
xchiqatijo,2,
xchiqatik,2,
xchiqatikib'a',2,
xchiqatz'ib'aj,2,
xchiqatzijoj,1,
xchiqawaraj,1,
xchiqaya',1,
xchiqelesaj,1,
xchiqil,1,
xchirayin,1,
xchitij,3,
xchiwachin,2,
xchiwewaj,1,
xchiwil,2,
xchiwuchaj,1,
xchok,3,
xchoy,1,
xchoye',1,
xchtikar,1,
xchunaxik,1,
xchup,1,
xchurayij,1,
xchutzinik,1,
xchuweqa,1,
xchuxik,1,
xe,3,
xe',53,
xe'ajawar,1,
xe'ajawarik,1,
xe'alab'ilaxik,1,
xe'alanik,2,
xe'alaxik,3,
xe'amaq'elab',1,
xe'aq'an,4,
xe'aq'anik,1,
xe'echa',1,
xe'ek'ow,1,
xe'el,6,
xe'elaj,1,
xe'elaq'alab'a',1,
xe'elik,2,
xe'ik'o,3,
xe'ik'ow,17,
xe'ik'owik,5,
xe'il,1,
xe'ilik,1,
xe'nab'al,2,
xe'najik,4,
xe'najinaq,1,
xe'ok,17,
xe'on,1,
xe'opon,28,
xe'oponik,12,
xe'oq'ik,1,
xe'ucha'n,1,
xe'uchax,30,
xe'uchaxik,23,
xe'ul,19,
xe'ulik,8,
xe'utzinik,2,
xe'ux,1,
xe'uxik,13,
xeb'anow,1,
xeb'anowik,2,
xeb'atz'onik,1,
xeb'e,30,
xeb'ek,30,
xeb'eyo'x,1,
xeb'i'naj,2,
xeb'i'najik,1,
xeb'inik,2,
xeb'ison,1,
xeb'isonik,1,
xeb'itik,1,
xeb'ixanik,2,
xeb'oqotaj,1,
xeb'utik,1,
xech'akataj,10,
xech'akatajik,5,
xech'akomajik,1,
xech'akowik,2,
xech'aw,4,
xech'awije'ik,1,
xech'awik,8,
xech'ijik,1,
xech'ijomanik,1,
xech'oko,1,
xecha,1,
xecha',216,
xecha'j,1,
xecha'jik,1,
xecha'x,1,
xechakanik,1,
xechakun,1,
xechap,1,
xechapanik,1,
xechawax,1,
xechikopirik,1,
xechiqe,1,
xechoy,1,
xejachajox,1,
xejitz'axik,1,
xejox,1,
xek'ajb'ik,1,
xek'ajolan,1,
xek'ajolanik,5,
xek'ajolaxik,1,
xek'am,2,
xek'amowan,1,
xek'aqik,1,
xek'astajik,1,
xek'at,2,
xek'atik,2,
xek'aton,2,
xek'axk'ob'isaxik,1,
xek'irik,1,
xek'iritaj,1,
xek'is,4,
xek'iswarik,1,
xek'ixb'ik,1,
xek'iy,1,
xek'iyar,2,
xek'iyarik,1,
xek'oje',13,
xek'oje'ik,3,
xek'otob'ax,1,
xek'ulax,1,
xek'ulaxik,1,
xek'ulun,3,
xek'utun,3,
xekam,11,
xekamik,11,
xekamisax,1,
xekamisaxik,3,
xekanab',1,
xekanab'ix,1,
xekanaj,1,
xekaq',1,
xekawutaj,1,
xekawuxik,2,
xekel,6,
xeki'kot,5,
xeki'kotik,3,
xekob'i'k,2,
xekob'ik,1,
xekoj,1,
xekotkomijik,1,
xekuch,2,
xekuchu,4,
xel,23,
xelaj,1,
xelajik,1,
xelajuj,1,
xelejeb'ex,1,
xeleq'an,1,
xelik,5,
xelotz'ik,1,
xematzeje',1,
xemayijan,1,
xeme'alanik,1,
xemewajik,1,
xemi'alanik,1,
xemiq'ik,2,
xemolomanik,1,
xemolotajik,1,
xemoloxik,1,
xemoywachixik,1,
xemuq,3,
xemuqche'x,1,
xemuqum,1,
xemuqun,1,
xemuqunik,1,
xena'ojin,3,
xena'ojinik,2,
xena'w,1,
xena'wik,1,
xenawinaq,1,
xenik'wachix,1,
xenimaqir,1,
xepaj,1,
xepatanijik,1,
xepe,17,
xepetik,11,
xepichicharik,1,
xepiskalij,1,
xepixab',1,
xepixab'aj,1,
xepixab'an,4,
xepixab'ax,2,
xepixab'axik,3,
xepixab'ik,4,
xeponik,1,
xepoponik,1,
xepoq',1,
xepoq'ik,1,
xepoysaxik,1,
xepulik,1,
xepus,2,
xeq'ab'ar,1,
xeq'ab'arik,1,
xeq'ala'inik,1,
xeq'aq'ar,1,
xeq'aq'arik,2,
xeq'aq'wachin,1,
xeq'ataq'ox,1,
xeq'i'lonik,1,
xeq'ijin,1,
xeq'ojomanik,1,
xeqach'ako,4,
xeqaj,5,
xeqajik,1,
xeqakanaj,2,
xeqan,1,
xeraj,3,
xerajoq,1,
xeralk'u'alaj,1,
xere,65,
xeriqo,1,
xesach,1,
xesachik,3,
xesamajelan,1,
xesaqb'isan,1,
xesaqb'isani,1,
xesaqb'isanik,1,
xesaqir,2,
xesaqkaje',1,
xeselawachin,1,
xesik'in,1,
xesik'inik,1,
xesik'ix,2,
xesilab',1,
xesu'an,2,
xesu'anik,2,
xesu'ax,1,
xeta'on,1,
xetakowik,1,
xetanatob',1,
xetaq,2,
xetaqa',1,
xetaqo,2,
xetaqon,1,
xetaqonik,1,
xeteleche'n,1,
xeteleche'xik,1,
xetepewar,1,
xeti',1,
xeti'ik,2,
xeti'owik,1,
xetik'e,1,
xetike,1,
xetoq'otajik,1,
xetub'ukij,1,
xetz'aqat,1,
xetz'aqik,1,
xetz'ib'anik,1,
xetz'onox,3,
xetza'ixik,1,
xetzalij,1,
xetzalijik,1,
xetzaqow,1,
xetze'n,2,
xetzijon,2,
xetzukux,1,
xewa'ik,1,
xewachinik,1,
xewalejik,1,
xewar,1,
xewaraj,2,
xewaran,1,
xewax,3,
xewinaqir,1,
xewinaqix,1,
xewinaqwachin,1,
xeya',3,
xeya'ik,1,
xeyajik,1,
xeyakamarik,1,
xeyakataj,1,
xeyakatajik,1,
xeyake',1,
xeyake'ik,1,
xeyaluj,3,
xeyopijik,1,
xeyoq'otajik,1,
xib'al,1,
xib'alb'a,103,
xib'an,5,
xib'ano,2,
xib'inik,1,
xib'ix,1,
xichikanajik,1,
xik',15,
xik'am,1,
xik'iri,5,
xik'ow,2,
xikamisaj,1,
xiki'ub'aj,1,
xikin,9,
xikiwub'aj,1,
xil,7,
xiloma,1,
xilowik,1,
xim,3,
xima,1,
xinich'iqib'a',1,
xiniq'alab'a',1,
xinulik,1,
xipetik,2,
xiqan,1,
xit,3,
xiti'owik,12,
xitiowik,1,
xiwech,1,
xiwil,2,
xiwilo,1,
xixb'itik,1,
xixch'awik,1,
