folio,side,para_num,lb_n,found_phrase,matched_form,ana_id,score,line_text
25,2,0,30,puch qaholab,omuch qaholab,MOTZ,88.0,vqhax puch qaholab hunahpu
30,1,0,11,ahauab quehe,ahauab quiche,TINAMIT_K'ICHE',88.0,chique ri ahauab quehe cu ma
39,1,0,30,balam zochoh,balam rochoch,B'ALAM_JA,88.0,puch chi balam zochoh can
40,2,0,28,ta quia vinac,ya qui vinac,YAKI,88.0,ta quia vinac chiqui qoheic
45,2,1,15,conohel aha,conohel ahauab,RAJAWAL_XIB'ALB'A,88.0,behoh quivachibal conohel aha
46,1,0,25,queheri vinac,queche vinac,TINAMIT_K'ICHE',88.0,queheri vinac xuxic cumal ca
51,1,4,38,re chicut ahau,chicut ahau,AWILIX,88.0,a re chicut ahau quiche va
51,1,5,44,ib chinamit,eoxib chinamit,OXIB_RI_NIM_JA,88.0,ca ib chinamit chi na ipuch
51,2,0,28,ralaxic ahauab,alac ahauab,RAJAWAL_XIB'ALB'A,88.0,ralaxic ahauab rumal ral v
52,2,1,35,conohel aha,conohel ahauab,RAJAWAL_XIB'ALB'A,88.0,ta qhux oc xeqha conohel aha
55,1,0,23,conohel aha,conohel ahauab,RAJAWAL_XIB'ALB'A,88.0,ahavab ruq quibi conohel aha
56,1,14,23,chirih ri ahau,chirih ahau,JAQAWITZ,88.0,elenac chirih ri ahau q'alel are
56,1,25,39,ahau qui che,ahauab quiche,TINAMIT_K'ICHE',88.0,a re chicut rech ahau qui che
1,1,1,12,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,pu vuch hun ahpu vtiu za
1,1,1,12,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,pu vuch hun ahpu vtiu za
1,1,1,13,qucumatz,cucumatz,Q'UKUMATZ_KQCINCO,87.5,quinimac tziz tepeu qucumatz
1,1,1,14,vqux cho,vqux cah,UK'U'X_KAJ,87.5,vqux cho vqux palo ah ra
1,2,2,24,gucumatz,cucumatz,Q'UKUMATZ_KQCINCO,87.5,peu gucumatz e alom e qaho
1,2,2,27,gucumatz,cucumatz,Q'UKUMATZ_KQCINCO,87.5,are vbinaam viri gucumatz
1,2,3,34,gucumatz,cucumatz,Q'UKUMATZ_KQCINCO,87.5,cuq ri tepeu gucumatz varal
1,2,3,36,gucumatz,cucumatz,Q'UKUMATZ_KQCINCO,87.5,au ruq ri tepeu gucumatz xe
1,2,3,38,xquicuch,quichuch,IXB'AQIYALO,87.5,bizonic xerico quib xquicuch
1,2,3,38,xquicuch,quichuch,IXKIK',87.5,bizonic xerico quib xquicuch
1,2,3,39,tzih qui,tzi quin,TZ'IKIN,87.5,qui tzih qui naoh ta xcalah
2,1,0,5,gucumatz,cucumatz,Q'UKUMATZ_KQCINCO,87.5,tepeu gucumatz ta xnaohi
2,2,2,45,vquxvle,vqux vleu,UK'U'X_ULEW,87.5,caculha vqux cah vquxvle
3,2,0,3,vi vbanic,vvbanic,WUB,87.5,he cut catiha vi vbanic ah nim
3,2,0,27,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,pu vuch hun ahpu vtiu qui
3,2,0,27,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,pu vuch hun ahpu vtiu qui
3,2,1,38,gucumatz,cucumatz,Q'UKUMATZ_KQCINCO,87.5,peu gucumatz ta xquibih chire
4,1,0,10,chimala,chimalmat,CHIMALMAT,87.5,cabit chimala chi ixim chi tzite
4,1,0,34,gucumatz,cucumatz,Q'UKUMATZ_KQCINCO,87.5,gucumatz xeqha ta xquibih
4,2,1,32,camalotz,camazotz,SOTZ,87.5,vbac qui vach xepe camalotz
6,1,1,16,qaholab,ixqaholab,MOTZ,87.5,ca quix cumal e caib qaholab
6,1,1,17,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,hun ahpu vbi hun xbalan
6,1,1,17,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,hun ahpu vbi hun xbalan
6,1,1,22,qaholab,ixqaholab,MOTZ,87.5,qaholab mavi vtz ta chuxoc
6,1,1,34,qaholab,ixqaholab,MOTZ,87.5,qaholab huhun chi vb qui
6,2,0,16,qaholab,ixqaholab,MOTZ,87.5,cut itzel xquil vi qaholab
6,2,0,20,qaholab,ixqaholab,MOTZ,87.5,zachic cumal qaholab
6,2,1,31,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,cumal ri hun ahpu xbalan
6,2,1,31,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,cumal ri hun ahpu xbalan
7,1,0,5,quicha ca,quichac,KA'IB'_K'AJOLAB',87.5,quibano ma nabe quicha ca
7,1,0,33,qaholab,ixqaholab,MOTZ,87.5,atit xeqha curi qaholab
7,1,0,47,qaholab,ixqaholab,MOTZ,87.5,ib qaholab vtz bala xeqha
7,2,0,5,qaholab,ixqaholab,MOTZ,87.5,ib qaholab chiquih ta xei
8,1,0,14,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,ta xucam cut veab ri hun ahpu
8,1,0,14,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,ta xucam cut veab ri hun ahpu
8,1,0,28,qaholab,ixqaholab,MOTZ,87.5,qaholab xeqha cut que qui
8,1,0,38,qaholab,ixqaholab,MOTZ,87.5,be chic e caib qaholab xa vtzih
8,1,1,45,qaholab e,qaholab,KA'IB'_K'AJOLAB',87.5,icouic omuch qaholab e hurui
8,1,1,46,qui cabal,qui cab,K'IKAB'_KQSIETE,87.5,che racan qui cabal omuch
8,2,0,1,qui cabal,qui cab,K'IKAB'_KQSIETE,87.5,nimache v vapalil qui cabal ca
8,2,0,10,qui cabal,qui cab,K'IKAB'_KQSIETE,87.5,acanoc chuchi qui cabal omuch
8,2,0,11,qaholab,ixqaholab,MOTZ,87.5,qaholab xata vi catqohe cuq
8,2,0,18,qaholab,ixqaholab,MOTZ,87.5,qaholab areri ala hupacha
9,2,0,15,qaholab,ixqaholab,MOTZ,87.5,ch qaholab cate cut xticar q
9,2,0,19,qaholab,ixqaholab,MOTZ,87.5,ch qaholab mahabi caquina
9,2,0,34,qaholab,ixqaholab,MOTZ,87.5,qaholab hun ahpu xbalan
9,2,0,34,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,qaholab hun ahpu xbalan
9,2,0,34,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,qaholab hun ahpu xbalan
9,2,1,38,qaholab,ixqaholab,MOTZ,87.5,cumal ri e caib qaholab hun
9,2,1,41,qaholab,ixqaholab,MOTZ,87.5,ch chi qaholab xecamic ru
10,1,0,3,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,hun ahpu xbalanque are
10,1,0,3,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,hun ahpu xbalanque are
10,1,0,13,qaholab,ixqaholab,MOTZ,87.5,cate cut ta xeperi qaholab
10,1,0,24,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,chiquech hun ahpu xbalan
10,1,0,24,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,chiquech hun ahpu xbalan
10,1,0,31,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,qhari hun ahpu xbalanque
10,1,0,31,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,qhari hun ahpu xbalanque
10,1,0,33,ixqaholab,qaholab,MOTZ,87.5,ta ivaba ixqaholab xqha
10,1,0,40,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,qha hun ahpu xbalanque
10,1,0,40,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,qha hun ahpu xbalanque
10,1,0,42,ixqaholab,qaholab,MOTZ,87.5,ba xuculu ixqaholab quix
10,2,0,35,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,holab hun ahpu xbalanque
10,2,0,35,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,holab hun ahpu xbalanque
10,2,1,46,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,xaui cu xere hun ahpu xbalan
10,2,1,46,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,xaui cu xere hun ahpu xbalan
11,1,0,21,qaholab,ixqaholab,MOTZ,87.5,ta xculutah cumal ri qaholab
11,1,0,43,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,hol xeqha ri hun ahpu xbalan
11,1,0,43,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,hol xeqha ri hun ahpu xbalan
11,2,0,9,quivvba,xquivvbah,WUB,87.5,quicot chiquitihtobela quivvba
11,2,0,14,qaholab,ixqaholab,MOTZ,87.5,ta xqui bac cu qui cac ri qaholab
11,2,0,29,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,xeqha chiquibil quib hun ahpu
11,2,0,29,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,xeqha chiquibil quib hun ahpu
12,1,0,6,qaholab,ixqaholab,MOTZ,87.5,cab xrilih vcab cumal qaholab
12,1,0,11,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,hun ahpu xbalanque maui ahi
12,1,0,11,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,hun ahpu xbalanque maui ahi
12,1,1,20,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,bi qui cahau ri hun ahpu xbalan
12,1,1,20,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,bi qui cahau ri hun ahpu xbalan
12,1,1,23,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,qaholaxic ri hun ahpu xbalanq
12,1,1,23,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,qaholaxic ri hun ahpu xbalanq
12,1,2,31,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,hun ahpu cumal xpiyacoc xmu
12,1,2,31,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,hun ahpu cumal xpiyacoc xmu
12,1,2,40,xa qahol,at qahol,KA'IB'_K'AJOLAB',87.5,quel xapu vcab xa qahol vqo
12,1,2,40,xa qahol,at qahol,SIPAKNA,87.5,quel xapu vcab xa qahol vqo
12,1,2,40,xa qahol,at qahol,KAB'RAQAN,87.5,quel xapu vcab xa qahol vqo
12,2,0,43,qui cha,qui cahau,JUNAJPU,87.5,rahchami xibalba xa bac qui cha
12,2,0,43,qui cha,qui cahau,JUN_JUNAJPU,87.5,rahchami xibalba xa bac qui cha
13,1,0,15,v culel,vvc culel,AJAL_PUJ,87.5,on xa chiquicozih v culel vqux
13,1,0,22,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,hun ahpu are xquiraih xibal
13,1,0,22,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,hun ahpu are xquiraih xibal
13,1,1,36,zamahel,inzamahel,TAMASUL,87.5,c ate cut qui petic zamahel ru
13,1,1,36,zamahel,inzamahel,JUN_WINAQ,87.5,c ate cut qui petic zamahel ru
13,1,1,39,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,hun hunahpu vvcub hun ahpu
13,1,1,39,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,hun hunahpu vvcub hun ahpu
13,1,1,46,chiquicam,chiquic,KIK',87.5,uab chiquicam cu vloc ri qui
13,2,0,3,zamahel,inzamahel,TAMASUL,87.5,oc xevqhaxic ri zamahel are cut
13,2,0,3,zamahel,inzamahel,JUN_WINAQ,87.5,oc xevqhaxic ri zamahel are cut
13,2,0,4,zamahel,inzamahel,TAMASUL,87.5,qui zamahel ri tucur chabi tucur
13,2,0,4,zamahel,inzamahel,JUN_WINAQ,87.5,qui zamahel ri tucur chabi tucur
13,2,0,14,zamahel,inzamahel,TAMASUL,87.5,e cahib ri zamahel rahpop achi
13,2,0,14,zamahel,inzamahel,JUN_WINAQ,87.5,e cahib ri zamahel rahpop achi
13,2,0,18,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,hun hunahpu vvcub hun ahpu
13,2,0,18,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,hun hunahpu vvcub hun ahpu
14,1,0,6,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,nahpu vvcub hun ahpu
14,1,0,6,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,nahpu vvcub hun ahpu
14,1,1,8,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,ahpu vvcub hun ahpu xcamqui
14,1,1,8,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,ahpu vvcub hun ahpu xcamqui
14,1,1,9,zamahel,inzamahel,TAMASUL,87.5,be cumal ri zamahel ta xecah
14,1,1,9,zamahel,inzamahel,JUN_WINAQ,87.5,be cumal ri zamahel ta xecah
14,1,1,44,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,nahpu vvcub hun ahpu xetzeen
14,1,1,44,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,nahpu vvcub hun ahpu xetzeen
14,2,0,23,qui chah,qui chac,KA'IB'_K'AJOLAB',87.5,quib are curi qui chah xacolo
14,2,0,24,quic cha,qui chac,KA'IB'_K'AJOLAB',87.5,quic cha zaquitoc vbi ri chah
14,2,0,41,chiquizic,chiquic,KIK',87.5,chizaquiric maui chiquizic xaui
15,1,0,6,lami ha,balami ha,B'ALAM_JA,87.5,lami ha vbi vtuquel balam qo chu
15,2,1,17,hun ahau,hun ahpu,JUNAJPU,87.5,vmeal hun ahau cuchumaquic
15,2,1,17,hun ahau,hun ahpu,JUN_JUNAJPU,87.5,vmeal hun ahau cuchumaquic
15,2,2,20,hun ahau,hun ahpu,JUNAJPU,87.5,al hun ahau cuchumaquic vbi v
15,2,2,20,hun ahau,hun ahpu,JUN_JUNAJPU,87.5,al hun ahau cuchumaquic vbi v
15,2,2,37,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,xqha ri vholom hun ahpu ta quo modo fiet istud s r luc cap i
15,2,2,37,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,xqha ri vholom hun ahpu ta quo modo fiet istud s r luc cap i
16,1,0,5,nimaha u,nim ahau,NAKXIT,87.5,he vholom ve qui nimaha u xa
16,1,0,28,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,cut quivinaquiric hun ahpu
16,1,0,28,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,cut quivinaquiric hun ahpu
16,1,1,36,xquicuch,quichuch,IXB'AQIYALO,87.5,ta xquicuch cut qui naoh cono
16,2,0,11,zamahel,inzamahel,TAMASUL,87.5,zah ix zamahel rumal maui
16,2,0,11,zamahel,inzamahel,JUN_WINAQ,87.5,zah ix zamahel rumal maui
16,2,0,16,zamahel,inzamahel,TAMASUL,87.5,qui puz ix zamahel xqhari capoh
16,2,0,16,zamahel,inzamahel,JUN_WINAQ,87.5,qui puz ix zamahel xqhari capoh
16,2,0,27,zamahel,inzamahel,TAMASUL,87.5,qha curi zamahel vtz bala ma
16,2,0,27,zamahel,inzamahel,JUN_WINAQ,87.5,qha curi zamahel vtz bala ma
17,1,1,42,xibalba e,xibalba,RAJAWAL_XIB'ALB'A,87.5,pa xecamic chi xibalba e cu caib
17,1,1,42,xibalba e,xibalba,JUN_WINAQ,87.5,pa xecamic chi xibalba e cu caib
18,1,1,10,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,hun ahpu xbalanque
18,1,1,10,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,hun ahpu xbalanque
18,1,2,16,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,hun ahpu xbalanque quibi pa
18,1,2,16,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,hun ahpu xbalanque quibi pa
18,1,2,47,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,ri hun ahpu xbalanque a xacu
18,1,2,47,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,ri hun ahpu xbalanque a xacu
18,2,0,13,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,chal ri hun ahpu xbalanque xa
18,2,0,13,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,chal ri hun ahpu xbalanque xa
18,2,0,16,hun ahau,hun ahpu,JUN_JUNAJPU,87.5,ri hun ahau xbalanque mahabi
19,1,0,10,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,qha curi hun ahpu xbalanque chi
19,1,0,10,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,qha curi hun ahpu xbalanque chi
19,1,0,23,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,cumal hun ahpu xbalanque xa
19,1,0,23,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,cumal hun ahpu xbalanque xa
19,1,0,41,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,quitiquiba zuanic hun ahpu x coy
19,1,0,41,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,quitiquiba zuanic hun ahpu x coy
19,2,0,12,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,china xeqhachic hun ahpu xba
19,2,0,12,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,china xeqhachic hun ahpu xba
19,2,0,26,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,ri hun ahpu xbalanque xezuan
19,2,0,26,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,ri hun ahpu xbalanque xezuan
20,1,0,1,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,quevqhaxic xeqha ri hun ahpu xba
20,1,0,1,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,quevqhaxic xeqha ri hun ahpu xba
20,1,1,21,qui cah,qui cahau,JUNAJPU,87.5,ta xquicam cut qui cah qui mixqui
20,1,1,21,qui cah,qui cahau,JUN_JUNAJPU,87.5,ta xquicam cut qui cah qui mixqui
20,1,1,31,mi xqui,mi xquina,MIXKINA,87.5,vleu macu qui chitahin ri mi xqui
20,1,1,45,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,cut hun ahpu xbalanque xa
20,1,1,45,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,cut hun ahpu xbalanque xa
20,2,0,19,chiquiiuc,chiquic,KIK',87.5,loc chiqui qui quih chiquiiuc puch
21,1,0,2,cu quib,caui quib,KAWEQ,87.5,cuchu cu quib ronohel chicop xa
21,1,0,46,vi icahau,v cahau,KUCHUMA_KIK',87.5,are xcam vi icahau maquitzih
21,2,0,8,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,qhax curicho cumal hun ahpu
21,2,0,8,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,qhax curicho cumal hun ahpu
21,2,0,9,ixqaholab,qaholab,MOTZ,87.5,xbalanque vtzbala ixqaholab
21,2,0,20,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,oh ri hun ahpu xbalanque qui
21,2,0,20,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,oh ri hun ahpu xbalanque qui
22,1,0,2,pachcab q,pachcab,PACHQ'AB',87.5,tum ha ruc bate pachcab q uum x
22,1,1,28,zamahel,inzamahel,TAMASUL,87.5,zamahel quixqha quixoponic que
22,1,1,28,zamahel,inzamahel,JUN_WINAQ,87.5,zamahel quixqha quixoponic que
22,1,1,32,zamahel,inzamahel,TAMASUL,87.5,nic xevqhax cut ri zamahel ta
22,1,1,32,zamahel,inzamahel,JUN_WINAQ,87.5,nic xevqhax cut ri zamahel ta
22,1,1,35,zamahel,inzamahel,TAMASUL,87.5,choch xacuyacal ri zamahel xo
22,1,1,35,zamahel,inzamahel,JUN_WINAQ,87.5,choch xacuyacal ri zamahel xo
22,2,0,1,zamahel,inzamahel,TAMASUL,87.5,xibalba xaquehe rulic zamahel
22,2,0,1,zamahel,inzamahel,JUN_WINAQ,87.5,xibalba xaquehe rulic zamahel
22,2,0,10,zamahel,inzamahel,TAMASUL,87.5,zamahel ruq ivatit caqha catopo
22,2,0,10,zamahel,inzamahel,JUN_WINAQ,87.5,zamahel ruq ivatit caqha catopo
22,2,0,46,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,hun ahpu xbalanque quechaahic
22,2,0,46,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,hun ahpu xbalanque quechaahic
23,1,1,22,qui quil,qui quel,KIK',87.5,pa ata qui quil catzihonoc xu
23,2,0,7,qaholab,ixqaholab,MOTZ,87.5,maquitzih xeqha cut qaholab
24,1,0,43,chic quic,chiquic,KIK',87.5,xqha chic quic ri xcac
24,2,0,3,xquizach,xquizuah,SU',87.5,xucut mahabi hunoc xquizach v
24,2,0,25,xquizach,xquizuah,SU',87.5,hun xquizach vbi are ta xaha
24,2,0,30,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,bah ri tem xe qha hun ahpu xba
24,2,0,30,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,bah ri tem xe qha hun ahpu xba
24,2,0,36,quichaca,quichaah,CHAAJ,87.5,vi que chi cu vticaric quichaca
24,2,0,42,quichahe,quichaah,CHAAJ,87.5,came vae quichahe cacha aha
24,2,0,45,zamahel,inzamahel,TAMASUL,87.5,cacha ahau xqha zamahel ta
24,2,0,45,zamahel,inzamahel,JUN_WINAQ,87.5,cacha ahau xqha zamahel ta
25,1,0,17,qaholab,ixqaholab,MOTZ,87.5,qaholab xevqhaxic ta xetzonox
25,1,0,24,ixqaholab,qaholab,MOTZ,87.5,be caca chaah ixqaholab xe
25,1,0,32,qaholab,ixqaholab,MOTZ,87.5,qaholab hebala xahuchil xe
25,1,0,33,xa holom,qa holom,K'AJOLOM,87.5,qha xibalba mabala xa holom
25,1,0,37,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,vach vbate hun ahpu cate puch
25,1,0,37,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,vach vbate hun ahpu cate puch
25,1,0,42,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,hun ahpu xbalanque xa ca
25,1,0,42,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,hun ahpu xbalanque xa ca
25,1,0,46,qaholab,ixqaholab,MOTZ,87.5,xacohbec xeqha qaholab chi
25,2,0,1,qaholab,ixqaholab,MOTZ,87.5,qaholab huzu ta xcam rihun chi
25,2,0,4,qaholab,ixqaholab,MOTZ,87.5,catah chic cumal qaholab maba
25,2,0,5,ixqaholab,qaholab,MOTZ,87.5,quixbec ixqaholab coh chah na
25,2,0,10,quichacon,quichac,KA'IB'_K'AJOLAB',87.5,choi quichacon naqui pa chica
25,2,0,12,qaholab,ixqaholab,MOTZ,87.5,xa xeqha qaholab xa cacha cacah
25,2,0,20,qui cha,qui cahau,JUNAJPU,87.5,qui cha ah hunam qui chucab tzatz
25,2,0,20,qui cha,qui cahau,JUN_JUNAJPU,87.5,qui cha ah hunam qui chucab tzatz
25,2,0,21,qui cha,qui cahau,JUNAJPU,87.5,pu qui cha ri qaholab xacu qui rutz
25,2,0,21,qui cha,qui cahau,JUN_JUNAJPU,87.5,pu qui cha ri qaholab xacu qui rutz
25,2,0,23,qaholab,ixqaholab,MOTZ,87.5,catahic ri qaholab que quicot
25,2,0,30,qaholab,ixqaholab,MOTZ,87.5,vqhax puch qaholab hunahpu
25,2,0,35,qaholab,ixqaholab,MOTZ,87.5,qaholab pa chaim ha vcabti
26,1,0,5,conohel e,conohel,RAJAWAL_XIB'ALB'A,87.5,zanic conohel e camol cotzih v
26,1,0,10,qaholab,ixqaholab,MOTZ,87.5,ri mi xecachaco ri qaholab a
26,1,0,10,qaholab a,qaholab,MOTZ,87.5,ri mi xecachaco ri qaholab a
26,1,0,35,zamahel,inzamahel,TAMASUL,87.5,ric cate cut ta xul zamahel ta
26,1,0,35,zamahel,inzamahel,JUN_WINAQ,87.5,ric cate cut ta xul zamahel ta
26,1,0,37,chiquicam,chiquic,KIK',87.5,zuc chiquicam vlari cachacon
26,1,0,47,riconohel,conohel,RAJAWAL_XIB'ALB'A,87.5,cut xezac cahe riconohel xi
26,2,1,36,qaholab,ixqaholab,MOTZ,87.5,banoh qaholab huhahpu xba
27,1,2,24,vi quib,cavi quib,KAWEQ,87.5,chiri cut xquiya vi quib hun vi
27,1,2,34,hun tzam,hun tzac,TZ'AQOL,87.5,ri cu chacal viri hun tzam v
27,1,2,43,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,canoc vnimal ri hun ahpu hu
27,1,2,43,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,canoc vnimal ri hun ahpu hu
27,1,2,46,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,zilobic ri hun ahpu hupacha
27,1,2,46,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,zilobic ri hun ahpu hupacha
27,2,0,6,vi vholom,v holom,JUNAJPU,87.5,colana vi vholom chuvi hom
28,1,1,22,chiqui ca,chiquic,KIK',87.5,vqhaxic macu chiqui ca caxou
28,1,1,35,hun ahpu,hun ahau,JUN_KAME'_WUQUB'_KAME,87.5,lom hun ahpu xtiquixtah chic
28,1,1,35,hun ahpu,hun ahau,ISTAYUL_KQCUATRO,87.5,lom hun ahpu xtiquixtah chic
29,1,0,16,xhunahpu,hun ahpu,JUN_JUNAJPU,87.5,qha xhunahpu xbalanque
29,1,0,19,chohibal,chahibal,CHAAJ,87.5,abah queheri chohibal qui xqui
29,1,0,21,zamahel,inzamahel,TAMASUL,87.5,ho cate cut xul zamahel achbi
29,1,0,21,zamahel,inzamahel,JUN_WINAQ,87.5,ho cate cut xul zamahel achbi
29,1,0,24,qaholab,ixqaholab,MOTZ,87.5,ta cuq qaholab chibeta qui
29,1,0,26,ixqaholab,qaholab,MOTZ,87.5,u ixqaholab xevqhaxic vtz
29,1,0,30,qui cah,qui cahau,JUNAJPU,87.5,cachopih vae ri ca qui cah
29,1,0,30,qui cah,qui cahau,JUN_JUNAJPU,87.5,cachopih vae ri ca qui cah
29,1,0,32,ixqaholab,qaholab,MOTZ,87.5,huhunal ixqaholab xeqhax
29,2,2,42,zamahel,inzamahel,TAMASUL,87.5,zamahel tacol chique petoc ch
29,2,2,42,zamahel,inzamahel,JUN_WINAQ,87.5,zamahel tacol chique petoc ch
29,2,2,46,zamahel,inzamahel,TAMASUL,87.5,que xuqhax ri zamahel xeo
29,2,2,46,zamahel,inzamahel,JUN_WINAQ,87.5,que xuqhax ri zamahel xeo
30,1,0,18,zamahel,inzamahel,TAMASUL,87.5,zamahel chiquivach camol que
30,1,0,18,zamahel,inzamahel,JUN_WINAQ,87.5,zamahel chiquivach camol que
30,1,1,22,xqui que,qui quel,KIK',87.5,qui vach xeoponic xqui que
30,1,1,23,chiquiluc,chiquic,KIK',87.5,melah quib chiquiluc quib
30,2,0,8,chiquicot,chiquic,KIK',87.5,chi vvach quitzih cu chiquicot
30,2,0,39,xhun ah,xhun ahpu,JUNAJPU,87.5,quib are cu xpuz ri xhun ah
31,1,1,32,hun ahau,hun ahpu,JUNAJPU,87.5,are curi hun ahau xelahna
31,1,1,32,hun ahau,hun ahpu,JUN_JUNAJPU,87.5,are curi hun ahau xelahna
31,1,1,38,vi quib,cavi quib,KAWEQ,87.5,xquibalih vi quib panima
