gloss_id,term_str,pos,term_def
1001,ch'ajach',n,corn smut; Utsilago zeae
1002,ch'ajbal,n,water for washing; dishwater; bathwater
1003,ch'ajbal atz'iaq,n,ceremonial washing of saint’s clothing
1004,ch'ajbal awas,n,ritual removal ashes from shrine and washing potsherds
1005,ch'ajch'oj,adj,clean; pure; unblemished; sacred; crystalline clear
1006,ch'ajch'ojil,n,virtue; cleanliness; purity
1007,ch'ajch'ojirik,v,to purify; to refine; to cleanse
1008,ch'ajom,adj,washed
1009,ch'ajomaj,v,to wash something
1010,ch'ajomanel,n,washer
1011,ch'ajomanik,v,to launder; to menstruate
1012,ch'ajombal,n,wash basin
1013,ch'ajon,n,laundry; washing; clean laundry still wet; menstruation
1014,ch'äk<o>,tv1,to conquer; to win
1015,ch'akan,n,yellow ant  sompopo
1016,ch'äkanel,n,winner  often by deception
1017,ch'äkanik,v,to win; to conquer; to defeat
1018,ch'akat<aj>,n,pillow
1019,ch'akatij,v,to place something as a pillow
1020,ch'akoj,n,crippled person; handicapped person
1021,ch'äkoj,n,winnings
1022,ch'akuy,n,chinchín  fruto del pino--juniper berry?
1023,ch'alakan,n,caterpillar of moth  wooly bear ; moth
1024,ch'äm,adj,sour; acidic; acrid
1025,ch'äm,n,leaven; yeast
1026,ch'ama',n,bitter water
1027,ch'ämalaj vino,n,vinager
1028,ch'ami'y,n,staff; judicial staff; cane; cudgel
1029,ch'ämirik,v,to ferment
1030,ch'ämirik,v,to spoil  milk
1032,-ch'amiy ajaw,n,laurel tree
1033,ch'an -jolom,adj,bald
1034,ch'anaba',v,to strip something naked
1035,ch'anach'oj,adj,bald
1036,ch'anal,n,beggar; raggedly clothed; nude
1037,ch'analik,adj,nude; uncovered; discovered;; poverty-stricken
1038,ch'anataj,v,to get naked
1039,ch'anax,n,chicken without feathers; deplumed chicken
1040,ch'anch'atik,v,to go about naked
1041,ch'ane'k,v,to undress
1042,ch'ani' kanoq,v,to be abandoned  orphan
1043,ch'ani'k,v,to be naked
1044,ch'anil,n,nakedness
1045,ch'ap<ap>,n,wedge  placed in tool handle to affix metal portion--like hoe
1046,ch'apap,n,wedge
1047,ch'api'k,v,"to be stuck  in the mud, in the throat"
1048,ch'äq,n,gangrene
1049,ch'aqaba',v,to cause to be wet
1050,ch'aqaba',v,to make wet
1051,ch'aqabaj,v,to make wet
1052,ch'aqach'oj,adj,very wet
1053,ch'aqajil,n,piece
1054,ch'aqalik,adj,wet
1055,ch'aqap,adv,other side; across
1056,ch'aqap -chi',adj,chipped on edge  cup or other vessel
1057,ch'aqap q'ij,n,hour
1058,ch'aqap tz'um,n,leather whip
1059,ch'aqap<il>,n,piece; part  bread  [Toto]
1060,ch'aqat,n,leftovers  from meal ; excess
1061,ch'aqataq,adj,retired; hidden
1062,ch'aqataq,n,pieces [Momos]
1063,ch'aqatij,v,to tear to pieces  coyote to lamb
1064,ch'aqch'atik,v,to stutter
1065,ch'aqi' tew,n,malaria
1066,ch'aqi'k,v,to get wet
1067,ch'aqisaj,v,to make wet; to soak something
1068,ch'arch'atik,v,to sound muffled  like tapping on cracked pot
1069,ch'at,n,bed; couch
1070,ch'aw,n,Indian flute  chirimía
1071,ch'aw baq,n,bone flute
1072,ch'aw ch-ij,v,to speak about; to gossip about; to speak on behalf of
1073,ch'awch'atik,v,bark of a puppy
1074,ch'awem,n,conversation
1075,ch'awem r-uk' Dios,n,prayer
1076,ch'awibal,n,language
1077,ch'awik,v,to speak; to talk  casual conversation
1078,ch'awinel,n,talker; title for chuchqajaw  priest-shaman
1079,ch'ay<o>,tv1,to hit something
1080,ch'ayal ch'ich',n,blacksmith
1081,ch'ayal puaq,n,silversmith
1082,ch'ayanel,n,one who hits others; bully
1083,ch'ayibal,n,whip; something to hit with
1084,ch'ayinik,v,to hit
1085,ch'ayom,adj,hit; stricken
1086,ch'ayom puaq,n,carved silver; medallion
1088,ch'e'r,adj,touchy; crybaby
1089,ch'e'r,n,bird that nestles in straw
1090,ch'e'rerik,v,to cluck  hen
1091,ch'ek,n,knee; shin; calf; joint; articulation
1092,ch'ek,v,to earn  wages ; obtain; attain; gain; win; guess
1093,ch'ekanik,v,to kneel
1094,ch'ekbal,n,victory; wages; profit
1095,ch'ekenej,v,to reward; to award
1096,ch'ekenik ch-e,v,to convince
1097,ch'eki'k,v,to gain; to obtain
1098,ch'ekmayik,v,sound of rushing water
1099,ch'ekoj,n,wages; profit
1100,ch'elanik,v,to earn
1101,ch'elech'ik,adj,poorly fitting or put on  clothes
1102,ch'elej,tv2,to lift something heavy
1103,ch'elejik,v,to raise by water
1104,ch'em,n,broken potsherds
1105,ch'em -chi',adj,chipped  vessel
1106,ch'emij,v,break  pot
1107,ch'ench'kil,n,buttocks
1108,ch'eqatixik,v,to remain undone  work for lack of laborers
1109,ch'eqba',v,to leave something undone
1110,ch'eqelik,adj,undone; pending
1111,ch'eqi'k,v,to have indigestion  xch’eqi’ nu wa cho nu pam ; to leave undone
1112,ch'eqowik,v,to complain
1113,ch'ete't,adj,exacting; fussy  about dress
1114,ch'etetej,v,to pour out something
1115,ch'etetik,v,to pour out  grains of corn from canasta ; to drip  water
1116,ch'etowik,v,to drip  water
1117,ch'i'p,n,youngest child; the smallest
1118,ch'i'p kaq'ab,n,little finger
1119,ch'i'p -q'ab,n,pinky; little finger
1120,ch'ich',n,metal; machete; car; bus
1121,ch'ich',n; adj,something that smells like urine or skunk
1122,ch'ich' -aqan,n,chains
1123,ch'ich' pa r-aqan kiej,n,horseshoe
1124,ch'ich' rech par,n,smell of a skunk
1125,ch'ich'obik,v,to smell burned
1126,ch'ij,v,to endure; to withstand difficulty
1127,ch'ij ojob,v,to clear throat
1128,ch'ij p-wi',v,to be obligated  käch’ij pa nu wi’ kinbek
1129,ch'ijtajik,v,to be able to withstand
1130,ch'ijtalik,adj,tolerable
1131,ch'ik -q'ijol,v,to firmly set a day for something
1132,ch'ik<o>,tv1,poke with a needle; to inject; to hammer in  nail
1133,ch'ikimij,v,to push
1134,ch'ikirin,n,buzzing insect from coast  cicada?
1135,ch'ikmij,v,to push someone
1136,ch'il,adj,careful about food; hygienic; finicky
1137,ch'il ek',n,gallina espinuda
1138,ch'ilakan,n,white moth
1139,ch'ilij,v,to skald
1140,ch'ilip,n,flor granate amarillo
1141,ch'iluj,n,body dirt
1142,ch'iluj u-wi -aqan,n,toe jam
1144,ch'iluj -ware,n,plaque
1145,ch'ima,n,güisquil  Sechium edule
1146,ch'imil,n,star  Totonikapán
1147,ch'inch'in,n,timbrel; jingling instrument  sonaja
1148,ch'inlijik,v,sound of metal striking metal  bell ringing
1149,ch'ipäq,n,soap; soap plant
1150,ch'iq,n,sparrow
1151,ch'iq,n,woodcock bird  chorcha
1152,ch'iqik,v,to groan
1153,ch'it<o>,tv1,to injure something again which was previously injured
1154,ch'ititij,v,to fry
1155,ch'iw,n,chick; baby chicken
1156,ch'ixch'ik,adj,unkempt; uncombed
1157,ch'iy,v,to smash
1158,ch'iyut,n,checha tree
1159,ch'loj,n,land prepared with furrows for planting
1160,ch'o,n,biceps
1161,ch'o,n,mouse; rat
1162,-ch'o juyub,n,wild mouse  ratón del monte
1163,-ch'o -q'ab,n,deltoid muscle of arm
1164,ch'o'j,adj,very angry
1165,ch'o'j,n,war; battle; angry dispute
1166,ch'o'jibal,n,dispute; fight
1167,ch'o'jij,v,to fight over something
1168,ch'o'jinel,n,fighter
1169,ch'o'jinik,v,to become angry; to fight
1170,ch'ob,n,group; division
1171,ch'ob,v,to guess; to comprehend; to imagine; solve problem; explain
1172,ch'ob -wäch,v,to recognize; to know someone
1173,ch'obobej,v,to gulp water; to drink fast
1174,ch'obonel,n,oracle; diviner
1175,ch'obonik,v,to divine; to understand; to divine with tz’ite beans
1176,ch'oj<ob>,n,"malva plant  medicinal plant, used in bathwater"
1177,ch'ok,n,grackle; trumpeter bird  zanate; clarinero--like a small crow
1178,ch'ok,n,"hook  to hang clothes, meat ; fish hook"
1179,ch'oka<r>,n,cripple
1180,ch'oknajik,v,to limp
1181,ch'oko',n,cripple
1182,ch'okoch'ik,adj,curved; hook-shaped; arched
1183,ch'okojib,n-plural,cripples
1184,ch'okol,adj,mounted  on horse
1185,ch'okopik,v,to limp
1186,ch'okowik,v,to limp
1187,ch'ol jäl,v,to shuck corn
1188,Ch'ol Q'ij,n,Tzolkin; sacred 260-day calendar
1189,ch'ol ri'j,v,to skin  animal
1190,ch'ol<o>,tv1,"to skin, to peal; to shell; to butcher animal for meat"
1191,ch'oloch'obik,v,to scrape skin
1192,ch'olom,adj,pealed  potatoes; tomatoes ; skinned
1193,ch'olom sikil,n,giblets; sweetmeats
1194,ch'olonel,n,butcher
1195,ch'om,n,crayfish
1196,ch'omaj,v,to think of something
1197,ch'omanic,v,to think
1198,ch'op,n,pineapple
1200,ch'opinik,v,"to bounce; to jump  rabbit, frog"
1201,ch'oqej -aqan,v,to cross legs
1202,ch'ororik,v,to spill out  water from a pila into street
1203,ch'otinik -ware',v,to change dentition  from baby to adult teeth
1204,ch'oxch'ik,n,knot
1205,ch'oy,v,"cut down  tree, corn plant"
1206,ch'oyom,adj,cut down
1207,ch'u',n,minnow; little fish
1208,ch'u'j,adj,"rabid; crazy  person, animal ; mean  dog ; wayward; unmanageable"
1209,ch'u'j,n,frenzy; fury; madness
1210,ch'u'j ikox,n,poisonous mushroom; toadstool
1211,ch'u'j<arik>,n,rabies
1212,ch'u'jarik,v,to go mad  dog
1213,ch'u'jarinaq,adj,crazy; rabid
1214,ch'u'jilal,n,madness
1215,ch'ublinik,v,to be brilliant  shining metal; gold
1216,ch'uch'üj,adj,smooth; soft  blanket
1217,ch'uch'ujirik,v,to soften  leather ; to tenderize  meat
1218,ch'ucubaj,v,to squat; to crouch
1219,ch'ucuch'ik,n,tumor; mass; swelling
1220,ch'ucuch'ik ja,n,tower
1221,ch'ucuch'ik xaq,n,riscos  Momostenango
1222,ch'uculik,adj,squatting
1223,ch'uk,n,elbow
1224,-ch'uk be,n,"bend, curve in the road"
1225,ch'ukaj,n,blow with an elbow; a u-turn to return  plane; bus
1226,ch'uke'k,v,to throw one’s self down
1227,ch'ukik,v,to squat
1228,ch'um q'aq',n,firefly
1229,ch'umil,n,star  Momostenango ; constellation
1230,ch'umil k'o u je',n,comet
1231,ch'umil r-ij,n,spotted egg
1232,ch'umilal,n,fate; destiny
1233,ch'un,adj,tender; soft
1234,ch'up<u>,v,to cut fruit or flowers one by one by hand
1235,ch'upikaq,n,rainbow
1236,ch'upum,n,cutting
1237,ch'uq -ib,v,to cover self  to keep warm
1238,ch'uq<u>,tv1,to cover
1239,ch'uqbal,n,lid; cover; cap; plug
1240,ch'uqbej u-banik ri -chak,v,to hurry at work  to finish early
1241,ch'uqik,v,to cover
1242,ch'uqum,adj,covered; capped
1243,ch'ur,adj,thin  soup; atole
1244,ch'ut,n,canasta with lid for bread
1245,ch'ut,n,chiche  insect ; tick
1246,ch'ut,n,pointed tip; spine  maguey ; rooster spur
1247,ch'utbal,n,prop; wedge  something placed below table leg so doesn’t tilt
1248,ch'utel,n,prop  placed under bed leg to make bed level
1249,ch'utin,adj,small; young
1250,ch'utin al,n,niece or nephew of woman
1251,ch'utin -aqan,adj,short  thing
1252,ch'utin be,n,footpath
1253,ch'utin be ja,n,hallway
1254,ch'utin ik',n,new moon
1256,ch'utin k'ojol,n,nephew of man
1257,ch'utin mial,n,niece of man
1258,ch'utin nan,n,aunt
1259,ch'utin tat,n,uncle
1260,ch'utin -wäch,adj,narrow  Momostenango
1261,ch'utinal,n,childhood
1262,ch'utinik,v,to diminish; belittle; shrink
1263,ch'utinirisaj,v,to reduce; make smaller; to shorten  pants
1264,ch'utiq,adj-plural,small
1265,cha,n,obsidian; piece of broken glass
1266,cha',v,"to choose; to select, to sift; to strain"
1267,cha',v-irregular,to say
1268,cha' -kik'el,v,to speak blood--means of receiving supernatural message
1269,cha'bal,n,"sieve, strainer"
1270,cha'nik,v,to choose
1271,cha'om,adj,chosen; elected; strained  coffee
1272,cha'tal,adj,chosen
1273,cha'yik,v,to be chosen
1274,chachal,n,necklace; ring; colored stone
1275,chachal abaj,n,pearl
1276,-chachal be,n,verbena; white shrub flowers used medicinally
1277,-chachal no's,n,dangling flesh of turkey’s beak
1278,chaj,n,ash
1279,chäj,n,pine; torch-pine wood  ocote ; pitch; light  torch used at night
1280,chaj r-ij,adj,color grey
1281,chajal,n,servant
1282,chajal kotz'i'j,n,gardener
1283,chajal siwan,n,guarda barrancos  bird
1284,chajij,v,to take care of; look after; defend; guard; protect
1285,chajij -ib,v,to look after one’s self; to be careful
1286,chajil ak'al,n,baby-sitter
1287,chajil kotz'i'j,n,gardener
1288,chajil siwan,n,guarda barrancos  bird
1289,chajinel,n,keeper; guardian; sentinel
1290,chajinel siwan,n,guarda barrancos  bird
1291,chajinik,v,to guard; keep watch over
1292,chajirik,v,to burn to the ground to ashes  house; book in fire
1293,chak,n,work
1294,chäk,v,to guess
1295,chak patan,n,"""work service""-- first training of apprentice ajq’ij"
1296,chak patan,n,title for tz’ite beans used in divination
1297,chak'ak'ik,v,to cause pricking sensation  wool; stinging nettle
1298,chak'alik,adj,firmly founded  city amidst mountains
1299,chak'alik,adj,firmly set; stable; not wobbly  table on floor; house
1300,chak'anik,v,to cause pricking sensation  cut hairs in shirt collar
1301,chakäch,n,basket
1302,chakalik,adj,standing on all fours  animal
1303,chakanel,n,phantom which causes illness
1304,chakbal,n,tool
1305,chake't,n-esp,jacket; pillow
1306,chakoj,n,profit
1307,chakubal,n,tools
1308,chakuj,v,to work something
1309,chakunel,n,worker
1310,chakunem,n,work; act of working
1312,chakunik,v,to work
1313,chakuyik,v,support
1314,cham,n,fat
1315,cham u-wi' -q'ab,n,thumb
1316,chamarisaj,v,to fatten
1317,chanachatik,v,to ring sour  bell
1318,chanim,adv,right now; rapidly; hurry; immediately; quickly; early
1319,chänimtal,n,tortulero  one who asks hand of marriage on behalf of boy
1320,chänq'u'tik,v,to slosh  water in a bottle
1321,chap,n,arrow
1322,chap -be,v,to take a road; to follow a certain path
1323,chap boton ch-e,v,to button  shirt
1324,chap chbil -ib ri -q'ab,v,to hold hands
1325,chap kär,v,to fish
1326,chap<o>,tv1,to grasp; to take hold of; to touch; to start; capture
1327,chap<o>,tv1,to take hold of; to grasp; to grab
1328,chapal kär,n,one who fishes; fisherman
1329,chapanik,n,work
1330,chapbal,n,trap
1331,chapbal,n,trap
1332,chapbal kär,n,fishnet; fishing pole
1333,chapik,v,apprehend; hunt
1334,chaplebal,n,beginning
1335,chaplej,tv2,to begin something
1336,chapom,adj,captured; grabbed; apprehended
1337,chapom,n,that which has become
1338,chapom -jolom,adj,worried
1339,chaq' ali,n,younger sister of female
1340,chäq'<aj>,adj,fat; ripe  fruit ; cooked
1341,chaq'<axel>,n,younger brother or sister of same sex
1342,chaq'<o>,tv1,to throw; to touch  food with finger
1343,chaq'äb,adv,at night; in the night
1344,chaq'ab,n,night
1345,chaq'ab chueq,n,tomorrow night
1346,chaq'ab iwir,n,last night
1347,chaq'ab wakamik,n,tonight
1348,cha-q'abaj,n,complaint to Dios Mundo against someone  to cause illness
1349,chäq'ajik,v,to ripen; to fatten; to cook
1350,chäq'ajisaj,v,to cook; to fatten
1351,chaq'ajisaj,v,to season something  soup
1352,chaq'ij,v,to stumble over
1353,chaq'ij -aqan,v,to stumble; to trip
1354,chaq<o>,tv1,first grinding of corn
1355,chaqab,n,clown
1356,chaqäch,n,canasta; basket
1357,chaqalik,adj,stooped over
1358,ch-aqan,prep,at the foot of
1359,chaqänik,v,"to crawl on hands and knees  baby, people"
1360,chaqänik,v,to walk on all fours
1361,chaqi' -ya' -wi',v,to exaggerate
1362,chaqi'j,adj,dry; skinny
1363,chaqi'j -chi',adj,thirsty
1364,chaqi'j -chi',v,to be thirsty
1365,chaqi'j ik,n,dried chile
1366,chaqi'j ojob,n,dry cough; tuberculosis
1368,chaqi'j yabil,n,tuberculosis
1369,chaqi'jarik,v,wither; to dry
1370,chaqi'jarisaj,v,to dry something
1371,chaqi'jik,v,to dry
1372,chaqi'jisaj,v,to dry something
1373,chaqi'k,v,to lean over; to stoop; to duck
1374,chaqo'n,adj,coarsely ground
1375,charan,adj,rough; coarse
1376,charanik,v,to be rough
1377,chararebal,n,track of a snake
1378,chararej,tv2,to drag something; to pull something along
1379,chararej -aqän,v,to drag feet from fatigue
1380,chararej -ib,v,to slither  snake
1381,charchatej ubik,v,to drag away  child who doesn’t want to go
1382,charmiy,n-esp,chirimía
1383,chay,n,pieces of glass; obsidian; flint
1384,chay abaj,n,quartz
1385,chayuj,v,to strain something
1386,chayum,adj,strained
1387,chbe q'ij saq,n,forever; eternity
1388,chbil -ib,adv,by self; among selves
1389,ch-chi',prep,at the edge; to the side of
1390,che',adj,stiff  hair
1391,che',"n, adj","tree, wood, jail; pole"
1392,-che' k'oy,n,palo volador
1393,che'al,n,trunk  tree
1394,che'chetik,v,to become paralyzed
1395,che'erinaq,adj,paralyzed; immobile
1396,che'rik,v,"to stiffen  body, over-ripe herb ; to become paralyzed"
1397,ch-e<ch>,prep,to; for; from
1398,chekubal,n,material  cloth
1399,Cheleja',n,Panajachel
1400,chemelik,adj,watertight; dammed; stanched
1401,chemowik,v,to be full  water in a tub or jug
1402,cheq',n,trip; stumble
1403,cheq'en,n,winged ant
1404,cheq'ij -aqan,v,to trip; to stumble
1405,cherbal,n,trail of a snake
1406,chet<o>,tv1,"to cut with machete  vines, grass"
1407,chetechik,adj,have split ends  hair--chetechik ri u tza’m ri u wi’
1408,chi,conj,and  achijab chi ixoqib--men and women ; that; in
1409,chi chawal,adv,in secret
1410,chi ik',adv,monthly
1411,chi jumul,adv,once again
1412,chi nojimal,adv,slowly; little by little
1413,chi saqil,adv,in the open; openly
1414,-chi' be,n,gateway; arch
1415,-chi' ja,n,door
1416,-chi' ri -atziaq,n,hem
1417,chi'<aj>,n,mouth; lips; opening; edge  table
1418,chi'bal mak,n,temptation
1419,chi'j,v,to offer  money; help; employment ; to promise
1420,chi'nik,n,offering; sacrifice
1421,chi'y,n,fringe  edge of cloth ; ruffles
1422,chi<k>,prep,now; again; other; another
1424,chibal,n,excess; leftovers
1425,chichu',n,woman
1426,chichu' ajawinel,n,queen
1427,chij,n,sheep; wool
1428,chij,n,wool thread
1429,ch-ij,prep,"behind, around, near, on its back; at its back"
1430,ch-ij -onojel,prep,surrounded by
1431,chijchij,n,maracas
1432,chik'ikik,v,to have uncombed hair; unkempt
1433,chikäch,n,canasta; basket
1434,chikaj,adv,above; in the sky; in heaven
1435,chikicha',v,to sprinkle something  water on dirt floor to keep down dust
1436,chikichaj,v,to purify
1437,chiko',n,magpie
1438,chikoj,v,to sprinkle; to splatter  with mud ; to crash  car ; to shatter
1439,chikonik,v,to cook well done; to shatter
1440,chikonisaj,v,to blanch
1441,chikonoy,n,a parasite on pine trees
1442,chikop,n,little animal; insect; phallus; bird
1443,-chikop aq,n,swine mange  sarna de coche
1444,chikop ri cä-ripipik,n,bird
1445,chikop yabil,n,illness from intestinal parasites
1446,-chikopil,n,"insect or worm which pertains to something  grain, etc."
1447,chikopirik,v,to become wormy; to be harmed by insect; to be infested
1448,chila',adv,over there
1449,chila' apan<oq>,adv,way over there
1451,chilab,n,commission; charge; task
1452,chilbej,v,to charge with responsibility for something; to designate to do
1453,chiltep,n-esp,fragrant chile
1454,chim,n,"shoulder bag; morral; scrotum; heap of something  incense, corn"
1455,chim rech awex,n,shoulder bag for carrying seed
1456,chiman,n,shaman
1457,chinamit,n,family
1458,chinchin ec',n,gallina espinuda
1459,chinowisaj,v,to play  a musical instrument
1460,chio chio,n,song of a bird
