entity_id,label,type,lang,form
KAQA_PALO_JA',Kaqa palo ja',persona,eng,RED SEA TURTLE
KAQA_PALO_JA',Kaqa palo ja',persona,spa,CAHA PALUMA
KAQCHIKELEB',Kaqchikeleb',linaje,quc,KAQCHIKELEB'
KAQCHIKELEB',Kaqchikeleb',linaje,eng,CAKCHIQUELS
KAQCHIKELEB',Kaqchikeleb',linaje,spa,ꜪAꜪCHÍQUELES
KAQIX_TUKUR,Kaqix Tukur,deidad,quc,KAQIX TUKUR
KAQIX_TUKUR,Kaqix Tukur,deidad,eng,MACAW OWL
KAQIX_TUKUR,Kaqix Tukur,deidad,spa,GUACAMAYA TECOLOTE
KAQULJA_JUN_RAQAN,Kaqulja Jun Raqan,deidad,quc,KAQULJA JUN RAQAN
KAQULJA_JUN_RAQAN,Kaqulja Jun Raqan,deidad,eng,THUNDERBOLT HURACAN
KAQULJA_JUN_RAQAN,Kaqulja Jun Raqan,deidad,spa,CACULHA HURACAN
KAR,Kar,animal,quc,KAR
KAR,Kar,animal,eng,FISH
KAR,Kar,animal,spa,PEZ
KAWEQ,Kaweq,linaje,quc,KAWEQ
KAWEQ,Kaweq,linaje,eng,CAVECS
KAWEQ,Kaweq,linaje,spa,LOS QUECHEES
KAWINAL,Kawinal,topónimo,quc,KAWINAL
KAWINAL,Kawinal,topónimo,eng,ARMORY
KAWINAL,Kawinal,topónimo,spa,CAUÍNAL
KAWISIMAJ_KQSIETE,Kawisimaj (gen. 7),persona,quc,KAWISIMAJ (GEN. 7)
KAWISIMAJ_KQSIETE,Kawisimaj (gen. 7),persona,quc,KAWISIMAJ KQSIETE
KAWISIMAJ_KQSIETE,Kawisimaj (gen. 7),persona,eng,TWO HEADS
KAWISIMAJ_KQSIETE,Kawisimaj (gen. 7),persona,eng,TIPS SHARP
KAWISIMAJ_KQSIETE,Kawisimaj (gen. 7),persona,spa,CAUÍZÍMAH
KAWISTAN_POM,Kawistan Pom,objeto,quc,KAWISTAN POM
KAWISTAN_POM,Kawistan Pom,objeto,eng,CAVISTAN COPAL INCENSE
KAWISTAN_POM,Kawistan Pom,objeto,spa,CAUÍZ TAN POM
KAWKEB',Kawkeb',linaje,quc,KAWKEB'
KAWKEB',Kawkeb',linaje,eng,CAOCS
KAWKEB',Kawkeb',linaje,spa,CAOQUEB
KAXKON,Kaxkon,objeto,quc,KAXKON
KAXKON,Kaxkon,objeto,eng,FOOD BOWL
KAXKON,Kaxkon,objeto,spa,CAXCOM
KE'EMA_NJDIEZ,Ke'ema (gen. 10),persona,quc,KE'EMA (GEN. 10)
KE'EMA_NJDIEZ,Ke'ema (gen. 10),persona,quc,KE'EMA NJDIEZ
KE'EMA_NJDIEZ,Ke'ema (gen. 10),persona,eng,WEAVING
KE'EMA_NJDIEZ,Ke'ema (gen. 10),persona,spa,QUEMA
KEJ,Kej,animal,quc,KEJ
KEJ,Kej,animal,eng,DEER
KEJ,Kej,animal,spa,EL VENADO
KIK',Kik',objeto,quc,KIK'
KIK',Kik',objeto,eng,RUBBER BALL
KIK',Kik',objeto,spa,"LA PELOTA, VLE"
KIK'_RE,Kik' Re,deidad,quc,KIK' RE
KIK'_RE,Kik' Re,deidad,eng,BLOODY TEETH
KIK'_RE,Kik' Re,deidad,spa,QUÍC XÍC
KIK'_RIXK'AQ,Kik' Rixk'aq,deidad,quc,KIK' RIXK'AQ
KIK'_RIXK'AQ,Kik' Rixk'aq,deidad,eng,BLOODY CLAWS
KIK'_RIXK'AQ,Kik' Rixk'aq,deidad,spa,QUÍC RÍX ꜪAꜪ
KIK'_YA,Kik' Ya',lugar,quc,KIK' YA'
KIK'_YA,Kik' Ya',lugar,quc,KIK' YA
KIK'_YA,Kik' Ya',lugar,eng,BLOOD RIVER
KIK'_YA,Kik' Ya',lugar,spa,OTRO DE SANGRE
KIK'EL,Kik'el,objeto,quc,KIK'EL
KIK'EL,Kik'el,objeto,eng,BLOOD
KIK'EL,Kik'el,objeto,spa,SANGRE
KIKAB'_KQDIEZ,Kikab' (gen. 10),persona,quc,KIKAB' (GEN. 10)
KIKAB'_KQDIEZ,Kikab' (gen. 10),persona,quc,KIKAB' KQDIEZ
KIKAB'_KQDIEZ,Kikab' (gen. 10),persona,eng,MANY HANDS
KIKAB'_KQDIEZ,Kikab' (gen. 10),persona,spa,QUÍCAB
KIKAB'_KQSIETE,Kikab' (gen. 7),persona,quc,KIKAB' (GEN. 7)
KIKAB'_KQSIETE,Kikab' (gen. 7),persona,quc,KIKAB' KQSIETE
KIKAB'_KQSIETE,Kikab' (gen. 7),persona,eng,MANY HANDS
KIKAB'_KQSIETE,Kikab' (gen. 7),persona,spa,QUÍCAB
KINAQ',Kinaq',objeto,quc,KINAQ'
KINAQ',Kinaq',objeto,eng,BEANS
KINAQ',Kinaq',objeto,spa,LOS FRÍXOLES
KOJ,Koj,animal,quc,KOJ
KOJ,Koj,animal,eng,PUMA
KOJ,Koj,animal,spa,"EL TÍGRE, EL LEON"
KOMAJKUN_AKCINCO,Komajkun (gen. 5),persona,quc,KOMAJKUN (GEN. 5)
KOMAJKUN_AKCINCO,Komajkun (gen. 5),persona,quc,KOMAJKUN AKCINCO
KOMAJKUN_AKCINCO,Komajkun (gen. 5),persona,eng,NOT A HEALER
KOMAJKUN_AKCINCO,Komajkun (gen. 5),persona,spa,COMAH CUN
KOTZ'I'J,Kotz'i'j,objeto,quc,KOTZ'I'J
KOTZ'I'J,Kotz'i'j,objeto,eng,FLOWERS
KOTZ'I'J,Kotz'i'j,objeto,spa,"FLORES, MUCHÍH"
KOTZB'ALAM,Kotzb'alam,animal,quc,KOTZB'ALAM
KOTZB'ALAM,Kotzb'alam,animal,eng,CROUCHING JAGUAR
KOTZB'ALAM,Kotzb'alam,animal,spa,COTZBALAM
KUCHUMA_KIK',Kuchuma Kik',deidad,quc,KUCHUMA KIK'
KUCHUMA_KIK',Kuchuma Kik',deidad,eng,GATHERED BLOOD
KUCHUMA_KIK',Kuchuma Kik',deidad,spa,CUCHU MAQUÍC
KUMATZ,Kumatz,animal,quc,KUMATZ
KUMATZ,Kumatz,animal,eng,SERPENT
KUMATZ,Kumatz,animal,spa,CULEBRA
KUMATZ_AMAQ',Kumatz Amaq',linaje,quc,KUMATZ AMAQ'
KUMATZ_AMAQ',Kumatz Amaq',linaje,eng,SNAKE
KUMATZ_AMAQ',Kumatz Amaq',linaje,spa,CUMATZ
KUNAB'AL_TOJIL,Kunab'al Tojil,topónimo,quc,KUNAB'AL TOJIL
KUNAB'AL_TOJIL,Kunab'al Tojil,topónimo,eng,HEALING TOHIL
KUNAB'AL_TOJIL,Kunab'al Tojil,topónimo,spa,GUARDA DE EL TOHIL
KUWATEPECH_KQONCE,Kuwatepech (gen. 11),persona,quc,KUWATEPECH (GEN. 11)
KUWATEPECH_KQONCE,Kuwatepech (gen. 11),persona,quc,KUWATEPECH KQONCE
KUWATEPECH_KQONCE,Kuwatepech (gen. 11),persona,eng,FOUNDER
KUWATEPECH_KQONCE,Kuwatepech (gen. 11),persona,spa,CUUATEPECH
LA_ISLA_ESPANOLA,La isla española,topónimo,quc,LA ISLA ESPAÑOLA
LA_ISLA_ESPANOLA,La isla española,topónimo,quc,LA ISLA ESPANOLA
LA_ISLA_ESPANOLA,La isla española,topónimo,spa,LA ISLA ESPAÑOLA
LAMAKIB',Lamakib',linaje,quc,LAMAKIB'
LAMAKIB',Lamakib',linaje,eng,LAMACS
LAMAKIB',Lamakib',linaje,spa,LAMAQUÍB
LAQ,Laq,objeto,quc,LAQ
LAQ,Laq,objeto,eng,PLATES
LAQ,Laq,objeto,spa,PLATOS
LOLMET_KEJNAY,Lolmet Kejnay,oficio,quc,LOLMET KEJNAY
LOLMET_KEJNAY,Lolmet Kejnay,oficio,eng,EMISSARY OF THE DEER HOUSE
LOLMET_KEJNAY,Lolmet Kejnay,oficio,spa,"CHÍTUY LOLMET QUEH NAYÍ, LOLMET QUEHNAY"
LOTZ_KIK',Lotz kik',objeto,quc,LOTZ KIK'
LOTZ_KIK',Lotz kik',objeto,eng,SLICED RUBBER
LOTZ_KIK',Lotz kik',objeto,spa,LOTZQUÍC
MAJUK'UTAJ,Majuk'utaj,persona,quc,MAJUK'UTAJ
MAJUK'UTAJ,Majuk'utaj,persona,eng,MAHUCUTAH
MAJUK'UTAJ,Majuk'utaj,persona,spa,MAHUCUTAH
MAK_EK',Mak Ek',objeto,quc,MAK EK'
MAK_EK',Mak Ek',objeto,eng,BROMELIA FLOWER
MAK_EK',Mak Ek',objeto,spa,"OJA, EC"
MAKAMOB',Makamob',topónimo,quc,MAKAMOB'
MAKAMOB',Makamob',topónimo,eng,MACAMOB
MAKAMOB',Makamob',topónimo,spa,MACAMOB
MAKUTAX,Makutax,objeto,quc,MAKUTAX
MAKUTAX,Makutax,objeto,eng,ARM BAND
MAKUTAX,Makutax,objeto,spa,MACUTAX
MAQ'A,Maq'a,topónimo,quc,MAQ'A
MAQ'A,Maq'a,topónimo,eng,THEY OF WATER DROPLETS
MAQ'A,Maq'a,topónimo,eng,DAWN
MAQ'A,Maq'a,topónimo,spa,ZACUALPA
MARIA,María,persona,quc,MARÍA
MARIA,María,persona,quc,MARIA
MARIA,María,persona,spa,MA. SSMA.
ME'AWAN,Me'awan,topónimo,quc,ME'AWAN
ME'AWAN,Me'awan,topónimo,eng,MEAUAN
ME'AWAN,Me'awan,topónimo,spa,MEAUAN
MEXICO,México,topónimo,quc,MÉXICO
MEXICO,México,topónimo,quc,MEXICO
MEXICO,México,topónimo,eng,MEXICO
MEXICO,México,topónimo,spa,MEXÍCO
MIXKINA,Mixkina,objeto,quc,MIXKINA
MIXKINA,Mixkina,objeto,eng,HOE
MIXKINA,Mixkina,objeto,spa,AZADON
MIXTAM_POM,Mixtam Pom,objeto,quc,MIXTAM POM
MIXTAM_POM,Mixtam Pom,objeto,eng,MIXTAM COPAL INCENSE
MIXTAM_POM,Mixtam Pom,objeto,spa,MÍXTAM POM
MOLAY,Molay,animal,quc,MOLAY
MOLAY,Molay,animal,eng,FLOCKS
MOLAY,Molay,animal,spa,MOLAY
MOTZ,Motz,topónimo,quc,MOTZ
MOTZ,Motz,topónimo,eng,PLEIADES
MOTZ,Motz,topónimo,spa,"LOS CUATROCÍENTOS MUCHACHOS, MOꜨ"
MU'J,Mu'j,objeto,quc,MU'J
MU'J,Mu'j,objeto,eng,CANOPY
MU'J,Mu'j,objeto,spa,TODO ESTO
NAKXIT,Nakxit,deidad,quc,NAKXIT
NAKXIT,Nakxit,deidad,eng,NACXIT
NAKXIT,Nakxit,deidad,spa,NACXÍT
NEZAHUALCÓYOTL,Nezahualcóyotl,persona,quc,NEZAHUALCÓYOTL
NIJA'IB',Nija'ib',linaje,quc,NIJA'IB'
NIJA'IB',Nija'ib',linaje,eng,NIHAIB
NIJA'IB',Nija'ib',linaje,spa,NÍHAÍBAB
NIK'AJ_B'ICHOQ,Nik'aj B'ichoq,lugar,quc,NIK'AJ B'ICHOQ
NIK'AJ_B'ICHOQ,Nik'aj B'ichoq,lugar,eng,CENTER ANCESTRAL PLOT
NIK'AJ_B'ICHOQ,Nik'aj B'ichoq,lugar,spa,LA MÍTAD DE EL ÇENTRO O REMOLINO
NIK'_AJ_JA,Nik'aj Ja,lugar,quc,NIK'AJ JA
NIK'_AJ_JA,Nik'aj Ja,lugar,quc,NIK' AJ JA
NIK'_AJ_JA,Nik'aj Ja,lugar,eng,CENTER HOUSE
NIK'_AJ_JA,Nik'aj Ja,lugar,spa,LA MÍTAD DE LA CASA
NIK'AQAJ_TAQ'AJ,Nik'aqaj Taq'aj,deidad,quc,NIK'AQAJ TAQ'AJ
NIK'AQAJ_TAQ'AJ,Nik'aqaj Taq'aj,deidad,eng,CENTER
NIK'AQAJ_TAQ'AJ,Nik'aqaj Taq'aj,deidad,eng,MIDDLE PLAIN
NIK'AQAJ_TAQ'AJ,Nik'aqaj Taq'aj,deidad,eng,VALLEY
NIK'AQAJ_TAQ'AJ,Nik'aqaj Taq'aj,deidad,spa,NÍCAHTACAH
NIM_AQ,Nim Aq,deidad,quc,NIM AQ
NIM_AQ,Nim Aq,deidad,eng,GREAT PECCARY
NIM_AQ,Nim Aq,deidad,spa,GRANDE PÍZOTE
NIM_CH'OKOJ,Nim Ch'okoj,oficio,quc,NIM CH'OKOJ
NIM_CH'OKOJ,Nim Ch'okoj,oficio,eng,GREAT STEWARDS
NIM_CH'OKOJ,Nim Ch'okoj,oficio,spa,"GRANDE JUNTA, Y COMBÍTE"
NIM_CH'OKOJ_KAWEQ,Nim Ch'okoj Kaweq,oficio,quc,NIM CH'OKOJ KAWEQ
NIM_CH'OKOJ_KAWEQ,Nim Ch'okoj Kaweq,oficio,eng,GREAT SEATING CAVEC
NIM_CH'OKOJ_KAWEQ,Nim Ch'okoj Kaweq,oficio,spa,NÍM CHOCOH CUEC
NIM_CH'OKOJ_NIJA'IB',Nim Ch'okoj Nija'ib',oficio,quc,NIM CH'OKOJ NIJA'IB'
NIM_CH'OKOJ_NIJA'IB',Nim Ch'okoj Nija'ib',oficio,eng,GREAT STEWARD OF THE NIHAIBS
NIM_CH'OKOJ_NIJA'IB',Nim Ch'okoj Nija'ib',oficio,spa,"NÍM CHOCOH NÍHAÍB, NÍMCHOCOH NÍHAÍB"
NIM_XO'L,Nim Xo'l,topónimo,quc,NIM XO'L
NIM_XO'L,Nim Xo'l,topónimo,eng,HONOR AND RESPECT
NIM_XO'L,Nim Xo'l,topónimo,spa,DE ALLÁ
NIM_XOB'_KARCHAJ,Nim xob' Karchaj,topónimo,quc,NIM XOB' KARCHAJ
NIM_XOB'_KARCHAJ,Nim xob' Karchaj,topónimo,eng,HONOR AND RESPECT AT CARCHAH
NIM_XOB'_KARCHAJ,Nim xob' Karchaj,topónimo,spa,NÍM XOB CARCHAH
NIMA_CH'OKOJ,Nima Ch'okoj,oficio,quc,NIMA CH'OKOJ
NIMA_CH'OKOJ,Nima Ch'okoj,oficio,eng,ELEVEN GREAT STEWARDS
NIMA_CH'OKOJ,Nima Ch'okoj,oficio,spa,ONCE GRANDES COMBÍTES
NIMA_K'AMJA,Nima K'amja,oficio,quc,NIMA K'AMJA
NIMA_K'AMJA,Nima K'amja,oficio,eng,GREAT RECEPTION HOUSE
NIMA_K'AMJA,Nima K'amja,oficio,spa,NÍMA CAMHA
NIMA_LOLMET_YE'OLTUX,Nima Lolmet Ye'oltux,oficio,quc,NIMA LOLMET YE'OLTUX
NIMA_LOLMET_YE'OLTUX,Nima Lolmet Ye'oltux,oficio,eng,GREAT EMISSARY GIVER OF SPROUTS
NIMA_LOLMET_YE'OLTUX,Nima Lolmet Ye'oltux,oficio,spa,NÍMA LOLMET YEOLTUX
NIMA_SIS,Nima Sis,deidad,quc,NIMA SIS
NIMA_SIS,Nima Sis,deidad,eng,GREAT COATI
NIMA_SIS,Nima Sis,deidad,spa,GRANDES
NIMA'Q_TZ'AQ_TOJIL,Nima'a Tz'aq Tojil,topónimo,quc,NIMA'A TZ'AQ TOJIL
NIMA'Q_TZ'AQ_TOJIL,Nima'a Tz'aq Tojil,topónimo,quc,NIMA'Q TZ'AQ TOJIL
NIMA'Q_TZ'AQ_TOJIL,Nima'a Tz'aq Tojil,topónimo,eng,GREAT TEMPLE OF TOHIL
NIMA'Q_TZ'AQ_TOJIL,Nima'a Tz'aq Tojil,topónimo,spa,"LA CASA DE EL ÍDOLO, EL GRANDE EDÍFÍÇÍO DE EL TOHÍL"
NOJ,Noj,objeto,quc,NOJ
NOJ,Noj,objeto,eng,PITCH
NOJ,Noj,objeto,spa,RA CHAC NOH
NU'_SIWAN,Nu' Siwan,topónimo,quc,NU' SIWAN
NU'_SIWAN,Nu' Siwan,topónimo,eng,TREMBLING CANYON
NU'_SIWAN,Nu' Siwan,topónimo,spa,FUERTE VARRANCA
ORDEN_DE_PREDICADORES,Orden de Predicadores,linaje,quc,ORDEN DE PREDICADORES
ORDEN_DE_PREDICADORES,Orden de Predicadores,linaje,eng,ORDER OF PREACHERS
ORDEN_DE_PREDICADORES,Orden de Predicadores,linaje,spa,SAGRADO ORDEN DE PRAEDICADORES
OXIB'_KEJ_KQDOCE,Oxib' Kej (gen. 12),persona,quc,OXIB' KEJ (GEN. 12)
OXIB'_KEJ_KQDOCE,Oxib' Kej (gen. 12),persona,quc,OXIB' KEJ KQDOCE
OXIB'_KEJ_KQDOCE,Oxib' Kej (gen. 12),persona,eng,THREE DEER
OXIB'_KEJ_KQDOCE,Oxib' Kej (gen. 12),persona,spa,OXIBQUEH
OXIB_RI_NIM_JA,Oxib' ri nim ja,linaje,quc,OXIB' RI NIM JA
OXIB_RI_NIM_JA,Oxib' ri nim ja,linaje,quc,OXIB RI NIM JA
OXIB_RI_NIM_JA,Oxib' ri nim ja,linaje,eng,THREE GREAT HOUSES
OXIB_RI_NIM_JA,Oxib' ri nim ja,linaje,spa,TRES CASAS GRANDES
PA_AWILIX,Pa Awilix,topónimo,quc,PA AWILIX
PA_AWILIX,Pa Awilix,topónimo,eng,PLACE OF AWILIX
PA_AWILIX,Pa Awilix,topónimo,spa,EN AUÍLÍS
PA_MAK'A',Pa Mak'a',topónimo,quc,PA MAK'A'
PA_MAK'A',Pa Mak'a',topónimo,eng,PLACE OF WATER DROPLETS
PA_MAK'A',Pa Mak'a',topónimo,spa,ꜨACUALPA
PA_TOJIL,Pa Tojil,topónimo,quc,PA TOJIL
PA_TOJIL,Pa Tojil,topónimo,eng,PLACE OF TOHIL
PA_TOJIL,Pa Tojil,topónimo,spa,PATOHÍL
PACHQ'AB',Pach'q'ab',objeto,quc,PACH'Q'AB'
PACHQ'AB',Pach'q'ab',objeto,quc,PACHQ'AB'
PACHQ'AB',Pach'q'ab',objeto,eng,ARM PROTECTORS
PACHQ'AB',Pach'q'ab',objeto,spa,LA PALA
PAK'AM,Pak'am,deidad,quc,PAK'AM
PAK'AM,Pak'am,deidad,eng,ASCENDED
PAK'AM,Pak'am,deidad,spa,XULUPACAM
PALO,Palo,lugar,quc,PALO
PALO,Palo,lugar,eng,SEA
PALO,Palo,lugar,spa,EL MAR / LA MAR
PAM_KAJ_UPAM_ULEW,"Pam Kaj, Upam Ulew",lugar,quc,"PAM KAJ, UPAM ULEW"
PAM_KAJ_UPAM_ULEW,"Pam Kaj, Upam Ulew",lugar,quc,PAM KAJ UPAM ULEW
PAM_KAJ_UPAM_ULEW,"Pam Kaj, Upam Ulew",lugar,eng,THE FOUR SIDES AND THE FOUR CORNERS
PAM_KAJ_UPAM_ULEW,"Pam Kaj, Upam Ulew",lugar,spa,"VÍENTRE DE EL CIELO, VÍENTRE DE LA TÍERRA, Y QUATRO ESQUÍNAS"
PATAN,Patan,deidad,quc,PATAN
PATAN,Patan,deidad,eng,PACKSTRAP
PATAN,Patan,deidad,spa,PATAN
PAXIL,Paxil,topónimo,quc,PAXIL
PAXIL,Paxil,topónimo,eng,SPLIT MOUNTAIN
PAXIL,Paxil,topónimo,spa,PAXIL
PEDRO_APIANO,Pedro Apiano,persona,quc,PEDRO APIANO
PEDRO_APIANO,Pedro Apiano,persona,spa,DOCTOR PO. APÍANO
PEK_UL_YA',Pek ul ya',topónimo,quc,PEK UL YA'
PEK_UL_YA',Pek ul ya',topónimo,eng,PECULYA
PEK_UL_YA',Pek ul ya',topónimo,spa,PECUL
PEQ,Peq,objeto,quc,PEQ
PEQ,Peq,objeto,eng,PATAXTE
PEQ,Peq,objeto,spa,EL PATASTE
PETATAYUB',Petatayub',topónimo,quc,PETATAYUB'
PETATAYUB',Petatayub',topónimo,eng,PETATAYUB
PETATAYUB',Petatayub',topónimo,spa,PETAYUB
PICH_KEJ,Pich Kej,objeto,quc,PICH KEJ
PICH_KEJ,Pich Kej,objeto,eng,DEER HOOVES
PICH_KEJ,Pich Kej,objeto,spa,PÍCH. QUEH
PISOM_Q'AQ'AL,Pisom Q'aq'al,objeto,quc,PISOM Q'AQ'AL
PISOM_Q'AQ'AL,Pisom Q'aq'al,objeto,eng,BUNDLED GLORY
PISOM_Q'AQ'AL,Pisom Q'aq'al,objeto,spa,"LA MAGESTAD, Y GRANDEZA EMBUELTA"
POM,Pom,objeto,quc,POM
POM,Pom,objeto,eng,COPAL INCENSE
POM,Pom,objeto,spa,"COPAL O ÍNÇÍENSO, POM"
POPOL_WINAQ_CHI_T'UY,Popol Winaq chi T'uy,oficio,quc,POPOL WINAQ CHI T'UY
POPOL_WINAQ_CHI_T'UY,Popol Winaq chi T'uy,oficio,eng,COUNCILOR OF THE STACKS
POPOL_WINAQ_CHI_T'UY,Popol Winaq chi T'uy,oficio,spa,POPOL VÍNAC CHÍTUÍ
POPOL_WINAQ_PA_JOM_TZALATZ',Popol Winaq pa Jom Tzalatz',oficio,quc,POPOL WINAQ PA JOM TZALATZ'
POPOL_WINAQ_PA_JOM_TZALATZ',Popol Winaq pa Jom Tzalatz',oficio,eng,COUNCILOR IN THE BALLCOURT OF PUNISHMENT
POPOL_WINAQ_PA_JOM_TZALATZ',Popol Winaq pa Jom Tzalatz',oficio,spa,POPOL VÍNAC PAHOM TZALATZ
POPOL_WUJ,Popol Wuj,objeto,quc,POPOL WUJ
POPOL_WUJ,Popol Wuj,objeto,eng,POPOL VUH
POPOL_WUJ,Popol Wuj,objeto,eng,ORIGINAL BOOK
POPOL_WUJ,Popol Wuj,objeto,spa,"LÍBRO COMUN, LIBRO DE TODO, LÍBRO DEL COMUN"
PUCH_IYA,Puch iya,objeto,quc,PUCH IYA
PUCH_IYA,Puch iya,objeto,eng,SPANISH PERICÓN
PUCH_IYA,Puch iya,objeto,spa,PERÍCON
PUJ_CHI_JA',Puj chi ja',topónimo,quc,PUJ CHI JA'
PUJ_CHI_JA',Puj chi ja',topónimo,eng,RIVER OF PUS
PUJ_CHI_JA',Puj chi ja',topónimo,spa,--
PUJ_YA',Puj Ya',lugar,quc,PUJ YA'
PUJ_YA',Puj Ya',lugar,eng,PUS RIVER
PUJ_YA',Puj Ya',lugar,spa,RÍO DE MATERIA
PUJUYU',Pujuyu',deidad,quc,PUJUYU'
PUJUYU',Pujuyu',deidad,eng,WHIPPOORWILL
PUJUYU',Pujuyu',deidad,spa,"PUHUYU, LOS DOS GUARDAS DE LA GUERTA"
PUSB'AL_CHAAJ,Pusb'al Chaaj,lugar,quc,PUSB'AL CHAAJ
PUSB'AL_CHAAJ,Pusb'al Chaaj,lugar,eng,CRUSHING BALLCOURT
PUSB'AL_CHAAJ,Pusb'al Chaaj,lugar,spa,"DONDE ECHABAN LA ZENIZA, ZENÍZERO"
Q'ALEL,Q'alel,oficio,quc,Q'ALEL
Q'ALEL,Q'alel,oficio,eng,MAGISTRATE
Q'ALEL,Q'alel,oficio,spa,EALEL
Q'ALEL_ACHIJ,Q'alel Achij,oficio,quc,Q'ALEL ACHIJ
Q'ALEL_ACHIJ,Q'alel Achij,oficio,eng,MILITARY MAGISTRATE
Q'ALEL_ACHIJ,Q'alel Achij,oficio,spa,V ꜪALEL ACHIH
Q'ALEL_AJAW,Q'alel Ajaw,linaje,quc,Q'ALEL AJAW
Q'ALEL_AJAW,Q'alel Ajaw,linaje,eng,LORD MAGISTRATE
Q'ALEL_AJAW,Q'alel Ajaw,linaje,spa,ꜪALEL AHAU
Q'ALEL_K'AMJA,Q'alel K'amja,oficio,quc,Q'ALEL K'AMJA
Q'ALEL_K'AMJA,Q'alel K'amja,oficio,eng,MAGISTRATE RECEPTION HOUSE
Q'ALEL_K'AMJA,Q'alel K'amja,oficio,spa,CALECAMHA
Q'ALEL_SAQIK,Q'alel Saqik,oficio,quc,Q'ALEL SAQIK
Q'ALEL_SAQIK,Q'alel Saqik,oficio,eng,MAGISTRATE OF THE ZAQUICS
Q'ALEL_SAQIK,Q'alel Saqik,oficio,spa,"EALEL ZAQUIC, EALEL ZAQUÍC"
Q'ALIB'AJ,Q'alib'aj,objeto,quc,Q'ALIB'AJ
Q'ALIB'AJ,Q'alib'aj,objeto,eng,THRONE
Q'ALIB'AJ,Q'alib'aj,objeto,spa,EL TRONO
Q'ANA_B'E,Q'ana b'e,topónimo,quc,Q'ANA B'E
Q'ANA_B'E,Q'ana b'e,topónimo,eng,YELLOW ROAD
Q'ANA_B'E,Q'ana b'e,topónimo,spa,AMARILLO
Q'ANAB'AJ,Q'anab'aj,objeto,quc,Q'ANAB'AJ
Q'ANAB'AJ,Q'anab'aj,objeto,eng,YELLOW STONE
Q'ANAB'AJ,Q'anab'aj,objeto,spa,CHALCHÍGUÍTES
Q'ANTE',Q'ante',objeto,quc,Q'ANTE'
Q'ANTE',Q'ante',objeto,eng,YELLOW TREE
Q'ANTE',Q'ante',objeto,spa,CANTE
Q'AQ'_LAQAM_AKTRES,Q'aq' Laqam (gen. 3),persona,quc,Q'AQ' LAQAM (GEN. 3)
Q'AQ'_LAQAM_AKTRES,Q'aq' Laqam (gen. 3),persona,quc,Q'AQ' LAQAM AKTRES
Q'AQ'_LAQAM_AKTRES,Q'aq' Laqam (gen. 3),persona,eng,RED
Q'AQ'_LAQAM_AKTRES,Q'aq' Laqam (gen. 3),persona,eng,FIRE BANNER
Q'AQ'_LAQAM_AKTRES,Q'aq' Laqam (gen. 3),persona,spa,CAELACAN
Q'EB'AL,Q'eb'al,objeto,quc,Q'EB'AL
Q'EB'AL,Q'eb'al,objeto,eng,MAIZE GRINDERS
Q'EB'AL,Q'eb'al,objeto,spa,LAS PIEDRAS DE MOLER
Q'EQA_B'E,Q'eqa b'e,topónimo,quc,Q'EQA B'E
Q'EQA_B'E,Q'eqa b'e,topónimo,eng,BLACK ROAD
Q'EQA_B'E,Q'eqa b'e,topónimo,spa,EL CAMÍNO NEGRO
Q'EQUMA_JA,Q'equma Ja,lugar,quc,Q'EQUMA JA
Q'EQUMA_JA,Q'equma Ja,lugar,eng,DARKNESS HOUSE
Q'EQUMA_JA,Q'equma Ja,lugar,spa,"CASA OBSCURA, CASA DE OBSCURIDAD"
Q'INOM,Q'inom,objeto,quc,Q'INOM
Q'INOM,Q'inom,objeto,eng,JOCOTES
Q'INOM,Q'inom,objeto,spa,JOCOTES
Q'OJOM,Q'ojom,objeto,quc,Q'OJOM
Q'OJOM,Q'ojom,objeto,eng,DRUM
Q'OJOM,Q'ojom,objeto,spa,"ATAMBOR, CHAMCHAM"
Q'OL,Q'ol,objeto,quc,Q'OL
Q'OL,Q'ol,objeto,eng,RESIN
Q'OL,Q'ol,objeto,spa,RESÍNA
Q'OL_CHE',Q'ol Che',objeto,quc,Q'OL CHE'
Q'OL_CHE',Q'ol Che',objeto,eng,PINE TREE RESIN
Q'OL_CHE',Q'ol Che',objeto,spa,COLCHE
Q'oq,Q'oq,objeto,quc,Q'OQ
Q'oq,Q'oq,objeto,eng,CHILACAYOTE SQUASH
Q'oq,Q'oq,objeto,spa,TORTUGA
Q'UKUMATZ,Q'ukumatz,deidad,quc,Q'UKUMATZ
Q'UKUMATZ,Q'ukumatz,deidad,eng,QUETZAL SERPENT
Q'UKUMATZ,Q'ukumatz,deidad,spa,GUCUMATZ
Q'UKUMATZ_KQCINCO,Q'ukumatz (gen. 5),persona,quc,Q'UKUMATZ (GEN. 5)
Q'UKUMATZ_KQCINCO,Q'ukumatz (gen. 5),persona,quc,Q'UKUMATZ KQCINCO
Q'UKUMATZ_KQCINCO,Q'ukumatz (gen. 5),persona,eng,QUETZAL SERPENT
Q'UKUMATZ_KQCINCO,Q'ukumatz (gen. 5),persona,spa,CUCUMAꜨ
Q'UMARKAJ,Q'umarkaj,topónimo,quc,Q'UMARKAJ
Q'UMARKAJ,Q'umarkaj,topónimo,eng,ANCIENT
Q'UMARKAJ,Q'umarkaj,topónimo,eng,ROTTEN CANES
Q'UMARKAJ,Q'umarkaj,topónimo,eng,REEDS
