entity_id,label,type,lang,form
XAJOJ_KUX,Xajoj Kux,danza,quc,XAJOJ KUX
XAJOJ_KUX,Xajoj Kux,danza,eng,DANCE OF THE WEASEL
XAJOJ_KUX,Xajoj Kux,danza,spa,DELA COMADREJA
XAJOJ_PUJUY,Xajoj Pujuy,danza,quc,XAJOJ PUJUY
XAJOJ_PUJUY,Xajoj Pujuy,danza,eng,DANCE OF THE WHIPPOORWILL
XAJOJ_PUJUY,Xajoj Pujuy,danza,spa,EL PAHUY
XAYAB'AJ,Xayab'aj,topónimo,quc,XAYAB'AJ
XAYAB'AJ,Xayab'aj,topónimo,eng,THEY OF COMBED MOUNTAIN
XAYAB'AJ,Xayab'aj,topónimo,spa,XOYABAH
XB'ALAMQ'E,Xb'alamq'e,deidad,quc,XB'ALAMQ'E
XB'ALAMQ'E,Xb'alamq'e,deidad,eng,BABY JAGUAR
XB'ALAMQ'E,Xb'alamq'e,deidad,spa,XBALANQUE
XE'_B'ALAX,Xe' B'alax,topónimo,quc,XE' B'ALAX
XE'_B'ALAX,Xe' B'alax,topónimo,eng,UNDER TWISTED CORD
XE'_B'ALAX,Xe' B'alax,topónimo,spa,XEBALAX
XE'_X'A'MAQ,Xe' K'a'maq,topónimo,quc,XE' K'A'MAQ
XE'_X'A'MAQ,Xe' K'a'maq,topónimo,quc,XE' X'A'MAQ
XE'_X'A'MAQ,Xe' K'a'maq,topónimo,eng,UNDER STRING
XE'_X'A'MAQ,Xe' K'a'maq,topónimo,spa,XECAMAC
XELAJUJ,Xelajuj,topónimo,quc,XELAJUJ
XELAJUJ,Xelajuj,topónimo,eng,BELOW TEN
XELAJUJ,Xelajuj,topónimo,spa,QUEZALTENANGO
XIB'ALB'A,Xib'alb'a,lugar,quc,XIB'ALB'A
XIB'ALB'A,Xib'alb'a,lugar,eng,PLACE OF FEAR
XIB'ALB'A,Xib'alb'a,lugar,spa,EL ÍNFIERNO
XIK,Xik,animal,quc,XIK
XIK,Xik,animal,eng,FALCON
XIK,Xik,animal,spa,EL PAXARO
AJAW_XIK,Xik,deidad,quc,XIK
AJAW_XIK,Xik,deidad,quc,AJAW XIK
AJAW_XIK,Xik,deidad,eng,LORD RING
AJAW_XIK,Xik,deidad,spa,XÍC
XIKIRIPAT,Xikiripat,deidad,quc,XIKIRIPAT
XIKIRIPAT,Xikiripat,deidad,eng,FLYING SCAB
XIKIRIPAT,Xikiripat,deidad,spa,XÍQUÍRIPAT
XMUKUR,Xmukur,animal,quc,XMUKUR
XMUKUR,Xmukur,animal,eng,TURTLE DOVE
XMUKUR,Xmukur,animal,spa,XMUCUR/LA PALOMA
XOCHIQUETZAL,Xōchiquetzal,deidad,quc,XŌCHIQUETZAL
XOCHIQUETZAL,Xōchiquetzal,deidad,quc,XOCHIQUETZAL
XOCHIQUETZAL,Xōchiquetzal,deidad,spa,XUCHÍNQUEꜨALÍ
XOT,Xot,objeto,quc,XOT
XOT,Xot,objeto,eng,GRIDDLES
XOT,Xot,objeto,spa,COMALES
XPIYAKOK,Xpiyakok,deidad,quc,XPIYAKOK
XPIYAKOK,Xpiyakok,deidad,eng,XPIYACOC (PATRIARCH)
XPIYAKOK,Xpiyakok,deidad,spa,XPIYACOC
XPURPUWEQ,Xpurpuweq,deidad,quc,XPURPUWEQ
XPURPUWEQ,Xpurpuweq,deidad,eng,SHPURPUWEK
XPURPUWEQ,Xpurpuweq,deidad,spa,XPARPUEC
XTZUL,Xtzul,danza,quc,XTZUL
XTZUL,Xtzul,danza,eng,CENTIPEDE
XTZUL,Xtzul,danza,spa,DEL XꜨUL
XULU,Xulu,deidad,quc,XULU
XULU,Xulu,deidad,eng,DESCENDED
XULU,Xulu,deidad,spa,XULUPACAM
XUXULIM_JA,Xuxulim Ja,lugar,quc,XUXULIM JA
XUXULIM_JA,Xuxulim Ja,lugar,eng,SHIVERING HOUSE
XUXULIM_JA,Xuxulim Ja,lugar,spa,CASA DONDE ARRODILLABAN
YA'XKANUL,Ya'xkanul,topónimo,quc,YA'XKANUL
YA'XKANUL,Ya'xkanul,topónimo,eng,XCANUL
YA'XKANUL,Ya'xkanul,topónimo,spa,YAXCANUL
YACHWACH,Yachwach,objeto,quc,YACHWACH
YACHWACH,Yachwach,objeto,eng,HEADDRESS
YACHWACH,Yachwach,objeto,spa,"LA ARGOLLA, LA CORONA"
YAK,Yak,animal,quc,YAK
YAK,Yak,animal,eng,FOX
YAK,Yak,animal,spa,EL GATO DE MONTE
YAKI,Yaki,linaje,quc,YAKI
YAKI,Yaki,linaje,eng,YAQUI
YAKI,Yaki,linaje,spa,YAQUÍ
TEPEW_YAKI,Yaki Tepew,linaje,quc,YAKI TEPEW
TEPEW_YAKI,Yaki Tepew,linaje,quc,TEPEW YAKI
TEPEW_YAKI,Yaki Tepew,linaje,eng,TEPEU YAQUI (SOVEREIGN YAQUI
TEPEW_YAKI,Yaki Tepew,linaje,eng,MEXICAN)
TEPEW_YAKI,Yaki Tepew,linaje,spa,TEPEU YAQUÍ
YAKOLATAM,Yakolatam,persona,quc,YAKOLATAM
YAKOLATAM,Yakolatam,persona,eng,CORNER OF THE REED MAT
YAKOLATAM,Yakolatam,persona,spa,YACOLATAM
YAKOLATAM_UTZA'M_POP_SAQLATOL,Yakolatam Utza'm Pop Saqlatol,oficio,quc,YAKOLATAM UTZA'M POP SAQLATOL
YAKOLATAM_UTZA'M_POP_SAQLATOL,Yakolatam Utza'm Pop Saqlatol,oficio,eng,YACOLATAM (CORNER OF THE REED MAT) ZACLATOL
YAKOLATAM_UTZA'M_POP_SAQLATOL,Yakolatam Utza'm Pop Saqlatol,oficio,spa,"YACOLATAM. 8. VꜨAM POP O, ZACLATOL"
YOLKWAT_KITZALKWAT,Yolkwat Kitzalkwat,deidad,quc,YOLKWAT KITZALKWAT
YOLKWAT_KITZALKWAT,Yolkwat Kitzalkwat,deidad,eng,YOLCUAT QUITZALCUAT
YOLKWAT_KITZALKWAT,Yolkwat Kitzalkwat,deidad,spa,YOLCUAT. QUÍꜨALCUAT
ACHAQ'_IB'OY,Achaq' Ib'oy,persona,quc,ACHAQ' IBOY
B'ALAM_AQ'AB',B'alam Aq'ab',persona,quc,BALAM AQ'AB
B'ALAM_KI'TZE',B'alam Ki'tze',persona,quc,BALAM KI'TZE'
B'ALAM_KOLOB',B'alam Kolob',linaje,quc,BALAM KOLOB
B'ELEJEB'_KEJ,B'elejeb' Kej,persona,quc,BELEJEB KEJ
CHI_PIXAB',Chi Pixab',topónimo,quc,CHI PIXAB
ILOKAB',Ilokab',linaje,quc,ILOKAB
JULISNAB',Julisnab',topónimo,quc,JULISNAB
JUN_B'ATZ',Jun B'atz',deidad,quc,JUN BATZ'
JUN_KAME',Jun Kame',deidad,quc,JUN KAME
KAB'AWIL_POM,Kab'awil Pom,objeto,quc,KABAWIL POM
KAB'RAQAN,Kab'raqan,deidad,quc,KABRAQAN
KANCHAJELEB',Kanchajeleb',linaje,quc,KANCHAJELEB
KAQCHIKELEB',Kaqchikeleb',linaje,quc,KAQCHIKELEB
KAWKEB',Kawkeb',linaje,quc,KAWKEB
K'ULB'A,K'ulb'a,topónimo,quc,K'ULBA
LAMAKIB',Lamakib',linaje,quc,LAMAKIB
MAKAMOB',Makamob',topónimo,quc,MAKAMOB
NIJA'IB',Nija'ib',linaje,quc,NIJA'IB
NIM_CH'OKOJ_NIJA'IB',Nim Ch'okoj Nija'ib',oficio,quc,NIM CH'OKOJ NIJA'IB
PA_MAK'A',Pa Mak'a',topónimo,quc,PA MAKA'
PETATAYUB',Petatayub',topónimo,quc,PETATAYUB
RAB'INALEB',Rab'inaleb',linaje,quc,RABINALEB
SAQULEWAB',Saqulewab',topónimo,quc,SAQULEWAB
TAMUB',Tamub',linaje,quc,TAMUB
WILA',Wila',topónimo,quc,WILA
WUQUB'_JUNAJPU,Wuqub' Junajpu,deidad,quc,WUQUB JUNAJPU
WUQUB'_KAME',Wuqub' Kame',deidad,quc,WUQUB KAME
XAJB'AKYEJ,Xajb'akyej,topónimo,quc,XAJBAKYEJ
XA'N,Xa'n,animal,quc,XAN
XAYAB'AJ,Xayab'aj,topónimo,quc,XAYABAJ
XE'_B'ALAX,Xe' B'alax,topónimo,quc,XE' BALAX
XE'_X'A'MAQ,Xe' K'a'maq,topónimo,quc,XE' K'AMAQ'
XIB'ALB'A,Xib'alb'a,lugar,quc,XIBALBA
AB'IX,AB'IX,,quc,A BIX
AB'IX,AB'IX,,quc,ABIX
AB'IX,AB'IX,,quc,ABIXIC
AB'IX,AB'IX,,quc,ABIXOM
AB'IX,AB'IX,,quc,CA BIX
AB'IX,AB'IX,,quc,CABIX
ACHAQ'_IB'OY,Achaq' Ib'oy,persona,quc,ACHAC IBOY
AJ,Aj,objeto,quc,AH
AJ,Aj,objeto,quc,RI AH
AJACHE',Ajache',objeto,quc,AHACHE
AJAL_MES,Ajal Mes,deidad,quc,AHAL MEZ
AJAL_MES,Ajal Mes,deidad,quc,AHALMEZ
AJAL_PUJ,Ajal Puj,deidad,quc,A HAL PUH
AJAL_PUJ,Ajal Puj,deidad,quc,AHAL PUH
AJAL_PUJ,Ajal Puj,deidad,quc,AHALPUH
AJAL_PUJ,Ajal Puj,deidad,quc,VVC CULEL
AJAL_Q'ANA,Ajal Q'ana,deidad,quc,AHAL CANA
AJAL_Q'ANA,Ajal Q'ana,deidad,quc,AHAL EANA
AJAL_Q'ANA,Ajal Q'ana,deidad,quc,AHALCANA
AJAL_Q'ANA,Ajal Q'ana,deidad,quc,VAHXAC CULEL
AJAL_TOQ'OB,Ajal Toq'ob,deidad,quc,AHAL TOCOB
AJAL_TOQ'OB,Ajal Toq'ob,deidad,quc,AHALTOCOB
AJAQ_Q'ALEL_NJDOCE,AJAQ_Q'ALEL_NJDOCE,,quc,AHAU Q'ALEL
AJAQ_Q'ALEL_NJDOCE,AJAQ_Q'ALEL_NJDOCE,,quc,Z D DON PEDRO DE ROBLES
AJAW_AJTZIK_WINAQ,Ajaw Ajtzik Winaq,oficio,quc,A HAU AH TZIC VINAC
AJAW_AJTZIK_WINAQ,Ajaw Ajtzik Winaq,oficio,quc,AHAU AHTZIC VI NAC
AJAW_AWILIX,Ajaw Awilix,oficio,quc,A HAU AUILIX
AJAW_AWILIX,Ajaw Awilix,oficio,quc,AULIX
AJAW_JAQAWITZ,Ajaw Jaqawitz,persona,quc,AHAU HACAVITZ
AJAW_JAQAWITZ,Ajaw Jaqawitz,persona,quc,H ACAVITZ
AJAW_K'ICHE',Ajaw K'iche',linaje,quc,AHAU QUI CHE
AJAW_K'ICHE',Ajaw K'iche',linaje,quc,AHAU QUICHE
AJAW_K'OTUJA_NJONCE,Ajaw K'otuja (gen. 11),persona,quc,A HAU COTUHA
AJAW_KICHE,AJAW_KICHE,,quc,AHAU QUICHE
AJAW_LOLMET,Ajaw Lolmet,persona,quc,AHAU LOLMET
AJAW_LOLMET,Ajaw Lolmet,persona,quc,L OLMET AHAU
AJAW_NIM_CH'OKOJ,Ajaw Nim Ch'okoj,persona,quc,AHAU NIM CHOCOH
AJAW_NIM_CH'OKOJ,Ajaw Nim Ch'okoj,persona,quc,N IM CHOCOH AHAU
AJAW_NIM_CH'OKOJ,Ajaw Nim Ch'okoj,persona,quc,NIMCHOCOH AHAU
AJAW_Q'ALEL,Ajaw Q'alel,oficio,quc,A HAU Q'ALEL
AJAW_Q'ALEL,Ajaw Q'alel,oficio,quc,AHAU EALEL
AJAW_Q'ALEL,Ajaw Q'alel,oficio,quc,AHAU Q'ALEL
AJAW_Q'ALEL,Ajaw Q'alel,oficio,quc,EALELAHAU
AJAW_Q'ALEL_K'AMJA,Ajaw Q'alel K'amja,oficio,quc,A HAU Q'ALEL CAMHA
AJAW_XIK,Xik,deidad,quc,XIC
AJB'IS,Ajb'is,deidad,quc,AH BIZ
AJBA'TENA_JA,AJBA'TENA_JA,,quc,AH BATENABA
AJBATENAJA,AJBATENAJA,,quc,AH BATENA
AJCH'UMILA_JA,Ajch'umila Ja,linaje,quc,AH CHU MILA HA
AJCH'UT,Ajch'ut,deidad,quc,AH CHUT
AJK'UWAL,Ajk'uwal,deidad,quc,AH CUVAL
AJKIB'A_JA,Ajkib'a Ja,linaje,quc,AHQUIBAHA
AJKIB'A_JA,Ajkib'a Ja,linaje,quc,QUIBAHA
AJLAB'AL,Ajlab'al,deidad,quc,AH LABAL
AJLATZAB',Ajlatzab',deidad,quc,AHLATZAB
AJMAK,Ajmak,deidad,quc,AHMAC
AJMOKEN,Ajmoken,deidad,quc,AH MOQUEN
AJMOX_WACH,Ajmox wach,deidad,quc,AH MOXVACH
AJMUQULIK_K'U'X,Ajmuqulik K'u'x,deidad,quc,AH MUCULIC QUX
AJPATAN,Ajpatan,persona,quc,AHPATAN
AJPOP,Ajpop,oficio,quc,AH POP
AJPOP,Ajpop,oficio,quc,AHPOP
AJPOP,Ajpop,oficio,quc,AHPOPOL
AJPOP_K'AMJA,Ajpop K'amja,oficio,quc,AH POP CAMHA
AJPOP_K'AMJA,Ajpop K'amja,oficio,quc,AHPOP CAMBA
AJPOP_K'AMJA,Ajpop K'amja,oficio,quc,AHPOP CAMHA
AJPOP_K'AMJA,Ajpop K'amja,oficio,quc,AHPOP CAMHAIL
AJPOP_K'AMJA,Ajpop K'amja,oficio,quc,AHPOPCAM HA
AJPOP_K'AMJA,Ajpop K'amja,oficio,quc,AHPOPCAMHA
AJPOP_SOTZ'IL,Ajpop Sotz'il,linaje,quc,AH POZOTZIL
AJPOP_XAJIL,Ajpop Xajil,linaje,quc,AH PO XA
AJQ'OL,Ajq'ol,deidad,quc,AH EOL
AJQ'UKUMATZ,Ajq'ukumatz,oficio,quc,AH CUCUMATZ
AJQ'UKUMATZ,Ajq'ukumatz,oficio,quc,AH CUQ'UMATZ
AJRAXA_LAQ,Ajraxa Laq,deidad,quc,AH RA XALAQ'
AJRAXA_LAQ,Ajraxa Laq,deidad,quc,AH RAXALAC
AJRAXA_TZEL,Ajraxa Tzel,deidad,quc,AH RAXATZEL
AJRAXA_TZEL,Ajraxa Tzel,deidad,quc,AH RAXAZEL
AJTOJIL,Ajtojil,oficio,quc,AH TO HIL
AJTOJIL,Ajtojil,oficio,quc,AHTOHIL
AJTOLTEKAT,Ajtoltekat,deidad,quc,AH TOLTECAT
AJTUKUR,Ajtukur,deidad,quc,AHTUCUR
AJTZ'ALAM,Ajtz'alam,deidad,quc,AHTZALAM
AJTZ'IKINA_JA,Ajtz'ikina Ja,linaje,quc,AH Q ' I QUINAHA
AJTZ'IKINA_JA,Ajtz'ikina Ja,linaje,quc,AH Q ' IQUINA HA
AJTZ'IKINA_JA,Ajtz'ikina Ja,linaje,quc,AH Q ' IQUINAHA
AJTZ'IKINA_JA,Ajtz'ikina Ja,linaje,quc,AH Q INQUINA HA
AJTZ'IKINA_JA,Ajtz'ikina Ja,linaje,quc,AHQ ' I QUINAHA
AJTZ'IKINA_JA,Ajtz'ikina Ja,linaje,quc,QUINAHA
AJTZA,Ajtza,deidad,quc,AHTZA
AJTZIK_WINAQ,Ajtzik Winaq,oficio,quc,AH TZIC VINA
AJTZIK_WINAQ,Ajtzik Winaq,oficio,quc,AH TZIC VINAC
AJTZIK_WINAQ,Ajtzik Winaq,oficio,quc,AHTZIC VINAC
AJTZIK_WINAQ,Ajtzik Winaq,oficio,quc,AHTZICVINAC
AJTZIK_WINAQ,Ajtzik Winaq,oficio,quc,AHZIC VINAC
AJTZIK_WINAQ,Ajtzik Winaq,oficio,quc,ATZIH VINAC
AJTZIK_WINAQ,Ajtzik Winaq,oficio,quc,EA LEL AH TZIC VINAC
AJTZIK_WINAQ_AJAW,Ajtzik Winaq Ajaw,persona,quc,A H TZIC VINAC AHAU
AJYAMANIK,Ajyamanik,deidad,quc,AH YAMANIC
AJ_KAB'RAQAN,Aj Kab'raqan,linaje,quc,AH CABRACAN
AKUL_WINAQ,Akul Winaq,linaje,quc,ACUL VINAC
ALOM,Alom,deidad,quc,A LOM
ALOM,Alom,deidad,quc,CHUCH
ALOM,Alom,deidad,quc,ICHUCH
ALOM,Alom,deidad,quc,VCHUCH
AMAQ'_TAM,Amaq' Tam,topónimo,quc,A MACTAN
AMAQ'_TAM,Amaq' Tam,topónimo,quc,AMAC DAN
AMAQ'_UQ'IN_K'AT,Amaq' Uq'in k'at,topónimo,quc,AM AC VQUIN CAT
AQ,Aq,animal,quc,AE
AQ,Aq,animal,quc,AQ'
AQAJ,Aqaj,animal,quc,ACAH
ASTAPULUL,Astapulul,objeto,quc,AZTAPULUL
AWILIX,Awilix,deidad,quc,AHAU
AWILIX,Awilix,deidad,quc,AU LIX
AWILIX,Awilix,deidad,quc,AUILIX
AWILIX,Awilix,deidad,quc,AULIX
AWILIX,Awilix,deidad,quc,AVI LIX
AWILIX,Awilix,deidad,quc,AVILIX
AWILIX,Awilix,deidad,quc,AVLIX
AWILIX,Awilix,deidad,quc,CHICUT AHAU
B'ALAM,B'alam,animal,quc,BA LAM
B'ALAM,B'alam,animal,quc,BA LAMIL
B'ALAM,B'alam,animal,quc,BALAM
B'ALAM_ KOLOB',B'ALAM_ KOLOB',,quc,BALAM COLOB
B'ALAM_AQ'AB',B'alam Aq'ab',persona,quc,ACAB
B'ALAM_AQ'AB',B'alam Aq'ab',persona,quc,B ALAM ACAB
B'ALAM_AQ'AB',B'alam Aq'ab',persona,quc,BA LAM ACAB
B'ALAM_AQ'AB',B'alam Aq'ab',persona,quc,BALAM A CAB
B'ALAM_AQ'AB',B'alam Aq'ab',persona,quc,BALAM ACAAB
B'ALAM_AQ'AB',B'alam Aq'ab',persona,quc,BALAM ACAB
B'ALAM_AQ'AB',B'alam Aq'ab',persona,quc,BALAM AEAB
B'ALAM_AQ'AB',B'alam Aq'ab',persona,quc,BALAMACAB
B'ALAM_JA,B'ALAM_JA,,quc,BA LAMI HA
B'ALAM_JA,B'ALAM_JA,,quc,BALAM ROCHOCH
B'ALAM_JA,B'ALAM_JA,,quc,BALAMI HA
B'ALAM_JA,B'ALAM_JA,,quc,BALAMIHA
B'ALAM_JA,B'ALAM_JA,,quc,PA HA
B'ALAM_JA,B'ALAM_JA,,quc,PABALA MI HA
B'ALAM_K'ONACHE'_KQTRES,B'alam K'onache' (gen. 3),persona,quc,B ALAM CONACHE
B'ALAM_K'ONACHE'_KQTRES,B'alam K'onache' (gen. 3),persona,quc,CONACHE
B'ALAM_KI'TZE',B'alam Ki'tze',persona,quc,B ALAM QUITZE
B'ALAM_KI'TZE',B'alam Ki'tze',persona,quc,BA LAM QUITZE
B'ALAM_KI'TZE',B'alam Ki'tze',persona,quc,BALAM QUI TZE
B'ALAM_KI'TZE',B'alam Ki'tze',persona,quc,BALAM QUITZE
B'ALAM_KI'TZE',B'alam Ki'tze',persona,quc,BALAMQUI TZE
B'ALAM_KI'TZE',B'alam Ki'tze',persona,quc,VMAM
B'ALAM_KI'TZE',B'alam Ki'tze',persona,quc,VQAHAU
B'AQ,B'aq,objeto,quc,BAC
B'AQ,B'aq,objeto,quc,VBAC
B'AQ,B'aq,objeto,quc,XUBAC
B'ATE,B'ate,objeto,quc,BATE
B'ATE,B'ate,objeto,quc,IBATE
B'ATE,B'ate,objeto,quc,VBATE
B'ATZ'A_NJSEIS',B'ATZ'A_NJSEIS',,quc,B ATZA
B'ELEJEB'_KEJ_NJCUATRO,B'elejeb' Kej (gen. 4),persona,quc,B ELEHEB QUIH
B'ELEJEB'_KEJ_NJCUATRO,B'elejeb' Kej (gen. 4),persona,quc,BE HEB TE QUEH
B'ELEJEB'_KEJ_NUEVE,B'ELEJEB'_KEJ_NUEVE,,quc,B ELEHEB QUIH
B'ELEJEB'_T'ZI'_KQDOCE,B'ELEJEB'_T'ZI'_KQDOCE,,quc,BELEHEB TZI
B'ITOL,B'itol,deidad,quc,AH BIT
B'ITOL,B'itol,deidad,quc,AHBIT
B'ITOL,B'itol,deidad,quc,BI TOL
B'ITOL,B'itol,deidad,quc,BIT OL
B'ITOL,B'itol,deidad,quc,BITOL
B'ITOL,B'itol,deidad,quc,HUN BIT
B'OQOTAJINAQ_SANAYEB',B'oqotajinaq Sanayeb',lugar,quc,BOCOTAHINAC ZANAIEB
BALAM_KI'TZE,BALAM_KI'TZE,,quc,BALAM QUITZE
CH'ABI'_TUKUR,CH'ABI'_TUKUR,,quc,CHABI TUCUR
CH'ABI'_TUKUR,CH'ABI'_TUKUR,,quc,QHABI TUCUR
CH'ABI_Q'AQ',Ch'abi Q'aq',linaje,quc,CABI CAC
CH'AMIYA_BAQ,CH'AMIYA_BAQ,,quc,CHA MIA BAC
CH'AMIYA_BAQ,CH'AMIYA_BAQ,,quc,CHAMIA BAC
CH'AMIYA_BAQ,CH'AMIYA_BAQ,,quc,CHAMIA BACA
CH'AMIYA_BAQ,CH'AMIYA_BAQ,,quc,CHAMIABACA
CH'AMIYA_BAQ,CH'AMIYA_BAQ,,quc,VBELEH CULEL
CH'AMIYA_JOLOM,Ch'amiya Jolom,deidad,quc,CHAMIA HOLOM
CH'AMIYA_JOLOM,Ch'amiya Jolom,deidad,quc,CHAMIAHOLOM
CH'AMIYA_JOLOM,Ch'amiya Jolom,deidad,quc,QHA MIA HOLOM
CH'AMIYA_JOLOM,Ch'amiya Jolom,deidad,quc,VLAHUH CUBULEL
CH'IPI_KAQULJA,Ch'ipi Kaqulja,deidad,quc,CHIPA CACULHA
CH'IPI_KAQULJA,Ch'ipi Kaqulja,deidad,quc,CHIPI CACULHA
CH'IPI_KAQULJA,Ch'ipi Kaqulja,deidad,quc,CHIPICA CULHA
CH'IPI_KAQULJA,Ch'ipi Kaqulja,deidad,quc,CHIPICACULHA
CH'IPI_NANAWAK,Ch'ipi Nanawak,deidad,quc,CHIPINA NAVAC
CH'ITIK,Ch'itik,danza,quc,CHITIC
CH'O,Ch'o,animal,quc,CHO
CHAAJ,Chaaj,objeto,quc,CHAA
CHAAJ,Chaaj,objeto,quc,CHAAH
CHAAJ,Chaaj,objeto,quc,CHAAHA
CHAAJ,Chaaj,objeto,quc,CHAAHIC
CHAAJ,Chaaj,objeto,quc,CHAH
CHAAJ,Chaaj,objeto,quc,CHAHIBAL
CHAAJ,Chaaj,objeto,quc,COHCHA AHIC
CHAAJ,Chaaj,objeto,quc,COHCHAAH
CHAAJ,Chaaj,objeto,quc,ECHAA HEL
CHAAJ,Chaaj,objeto,quc,QUECHAAHIC
CHAAJ,Chaaj,objeto,quc,QUECHAHIC
CHAAJ,Chaaj,objeto,quc,QUICHAAH
CHAAJ,Chaaj,objeto,quc,XCAHCHAAH
CHAJAL_ECHA',Chajal echa',grupo de deidades,quc,AT CHAHAL RE QUEQHA
CHAJAL_ECHA',Chajal echa',grupo de deidades,quc,CHAHA L ECHA
CHAMALKAN,Chamalkan,deidad,quc,CHAMALCAN
CHAYIM_JA,Chayim Ja,topónimo,quc,CHAIM HA
CHIMALMAT,Chimalmat,deidad,quc,CHI MALMAT
CHIMALMAT,Chimalmat,deidad,quc,QUI CHUCH
CHIMALMAT,Chimalmat,deidad,quc,RIXOQUIL
CHITEMAJ,Chitemaj,topónimo,quc,CHI TEMAH
CHI_CHAQ',Chi Chaq',topónimo,quc,CHIQ U CHAC
CHI_ISMACHI,CHI_ISMACHI,,quc,CHIIZMACHI
CHI_ISMACHI',Chi Ismachi',topónimo,quc,CHIIZMACHI
CHI_ISMACHI',Chi Ismachi',topónimo,quc,QUITINAMIT
CHI_ISMACHI',Chi Ismachi',topónimo,quc,TINAMIT
CHI_JUNAJPU,Chi Junajpu,topónimo,quc,CHIHUNAHPU
CHI_K'IX,Chi K'ix,topónimo,quc,CHIQUIX
CHI_PIXAB',Chi Pixab',topónimo,quc,CHIPIXAB
CHI_Q'AQ',Chi q'aq',topónimo,quc,CHICAC
CHI_RATINIB'AL_TOJIL,Chi Ratinib'al Tojil,topónimo,quc,CHATIN VI TOHIL
CHI_RATINIB'AL_TOJIL,Chi Ratinib'al Tojil,topónimo,quc,CHI RATINIBAL TOHIL
CHI_RATINIB'AL_TOJIL,Chi Ratinib'al Tojil,topónimo,quc,CHUCHI YA
CHOLOCHIK_AB'AJ,Cholochik Ab'aj,lugar,quc,CHOLOCHIC ABAH
CHOMI_JA',Chomi Ja',persona,quc,CHOMIHA
CHULIMAL,Chulimal,topónimo,quc,AH CHULIMAL
CHUQ'ANAL,Chuq'anal,evento,quc,CHUEANEL
CHUWA_TZ'AQ,Chuwa Tz'aq,topónimo,quc,CHUVA TZAC
CHUWI'_MEQ'ENA',Chuwi' Meq'ena',topónimo,quc,AHMIQUINA
CHUWI_MEQ'ENA',CHUWI_MEQ'ENA',,quc,CHUVI MIQUINA
DON_CRISTÓBAL_NJONCE,DON_CRISTÓBAL_NJONCE,,quc,D ON CHRISTOUAL CHUCHAXIC
DON_JUAN_CORTES_KQCATORCE,Don Juan Cortes (gen. 14),persona,quc,DON JU O CORTES
DON_JUAN_DE_ROJAS_KQCATORCE,Don Juan de Rojas (gen. 14),persona,quc,D ON JU O JUAN DE ROJAS
EWAB'AL_SIWAN,Ewab'al Siwan,topónimo,quc,EVABAL ZIVAN
IB'OY,Ib'oy,danza,quc,XAYBOY
IB'OY,Ib'oy,danza,quc,XQUIXAH YBOY
IK,Ik,objeto,quc,IC
IK'OQ'IJ,Ik'oq'ij,topónimo,quc,ICOQUIH
IK'OQ'IJ,Ik'oq'ij,topónimo,quc,IQOQUIH
IKAJ,IKAJ,,quc,CAH
IKAJ,IKAJ,,quc,ICAH
ILOKAB',Ilokab',linaje,quc,I LOCAB
ILOKAB',Ilokab',linaje,quc,ILO CAB
ILOKAB',Ilokab',linaje,quc,ILOCAB
IQ'I_B'ALAM,Iq'i B'alam,persona,quc,I QUI BALAM
IQ'I_B'ALAM,Iq'i B'alam,persona,quc,IQUI BA LAM
IQ'I_B'ALAM,Iq'i B'alam,persona,quc,IQUI BALAM
IQ'I_B'ALAM,Iq'i B'alam,persona,quc,IQUIBA LAM
IQ'I_B'ALAM,Iq'i B'alam,persona,quc,IQUIBALAM
ISTAYUL_KQCUATRO,Istayul (gen. 4),persona,quc,A HAU ZTAYUL
ISTAYUL_KQCUATRO,Istayul (gen. 4),persona,quc,AHA ZTA YUL
ISTAYUL_KQCUATRO,Istayul (gen. 4),persona,quc,HUN AHAU
ISTAYUL_KQCUATRO,Istayul (gen. 4),persona,quc,IZTAYUL
ISTAYUL_KQCUATRO,Istayul (gen. 4),persona,quc,ZTAYUB
ISTAYUL_KQOCHO,Istayul (gen. 8),persona,quc,XTAYUB
ISTAYUL_KQSEIS,Istayul (gen. 6),persona,quc,ZTAYUL
ISTAYUL_NJSIETE,Istayul (gen. 7),persona,quc,Z TAYUL
IXB'ALAMQ'E,IXB'ALAMQ'E,,quc,XBALAN QUE
IXB'ALAMQ'E,IXB'ALAMQ'E,,quc,XBALANQUE
IXB'AQIYALO,Ixb'aqiyalo,deidad,quc,IX PU CACHUCH
IXB'AQIYALO,Ixb'aqiyalo,deidad,quc,QUI CHUCH
IXB'AQIYALO,Ixb'aqiyalo,deidad,quc,QUICHUCH
IXB'AQIYALO,Ixb'aqiyalo,deidad,quc,RIXOQUIL
IXB'AQIYALO,Ixb'aqiyalo,deidad,quc,XBAQUI YALO
IXIM,Ixim,objeto,quc,I XIM
IXIM,Ixim,objeto,quc,ZAQUI IXIM
IXKAKAW,Ixkakaw,deidad,quc,XCACAU
IXKIK',Ixkik',deidad,quc,AT TA VALIB
IXKIK',Ixkik',deidad,quc,AT VALIB
IXKIK',Ixkik',deidad,quc,CA CHUCH
IXKIK',Ixkik',deidad,quc,CA POH
IXKIK',Ixkik',deidad,quc,CAPOH
IXKIK',Ixkik',deidad,quc,CHUCH
IXKIK',Ixkik',deidad,quc,HOXOL
