line_num,spa_str,quc_str,line_marker
3737,All were completed being shown their faces.,Ronojel xk'isk'ut u wach.,
3738,"They named their names all of them,","Xkib'i'j u b'i' ronojel,",
3739,There is not one they missed his name.,Maja b'i jun xkisach u b'i'.,
3740,"When then it was demanded of them,","Are ta xajawax chikech,",3740
3741,Not then was left out his name by them.,Ma ta xkanaj u b'i' kumal.,
3742,"“Sit down here,”","“Kixku' uloq,”",
3743,They were told therefore.,Xe'uchax k'ut.,
3744,They wanted them on its top bench.,Xerajoq chuwi' tem.,
3745,Not therefore they wanted it:,Ma k'u xkaj:,
3746,"“Not this our bench this,","“Mawi are' qa tem ri',",
3747,"Merely heated stone the bench,”","Xa chojim ab'aj ri tem,”",
3748,"They said Hunahpu,",Xecha' Junajpu,
3749,Xbalanque.,Xb'alanke.,
3750,Not were they defeated.,Mawi xech'akatajik.,3750
3751,"“Good then that, merely then go in house,” they were told. “Utz b'a la', xa b'a jix pa ja,” xe'uchaxik.",,
3752,Then therefore they entered in Darkness House.,K'ate k'ut ta xe'ok pa Q'equ'ma Ja.,
3753,Not were they defeated there,Mawi xech'akatajik chiri',
3754,When first its trial Xibalba that they entered.,Are nab'e u tijob'al Xib'alb'a ri xe'ok wi.,
3755,"They ordered therefore its beginning their defeat then now, Kechi' k'u u tikarik ki ch'akatajik ta chik,",,
3756,In their hearts Xibalbans.,Chi ki k'u'x Xib'alb'a.,
3757,"First they entered into Darkness House,","Nab'e xe'ok pa Q'equ'ma Ja,",
3758,Then therefore [someone] went to give their torch.,K'ate k'ut ta xb'e ya'oq ki chaj.,
3759,"It was burning when it arrived,","Katilowik ta xoponik,",
3760,With each their cigars by his messenger One Death.,Ruk' jujun ki sik' rumal u samajel Jun Kame.,
3761,"“‘This their torch,’ says lord.","“‘Wa'e ki chaje,’ kacha' ajaw.",
3762,‘They must come to give them again,‘Chul ki ya' chik,
3763,"The torch at dawn,","Ri chaj saqarik,",
3764,With the cigars.,Ruk' ri sik'.,
3765,"Let them come and gather them,’ says lord,”","Chul ki molob'a',’ kacha' ajaw,”",
3766,Said messenger when he arrived.,Xcha' samajel ta xoponik.,
3767,"“Good then that,” they said therefore.","“Utz b'a la',” xecha' k'ut,",
3768,Not therefore they lit the torch.,Ma k'u xkitzij ri chaj.,
3769,Merely flame its substitute entered.,Xa kaqaj u k'exwach xokik.,
3770,"This its tail feather macaw,",Are' u je' kaqix.,3770
3771,Like torch they saw it night watchmen.,Keje' ri' chaj xkilo waranel.,
3772,"These next therefore the cigars,","Are' chi k'u ri sik',",
3773,Merely fireflies they put on their tips cigars.,Xa q'aq'a chikop xkikojo chuwi' sik'.,
3774,One night they would glow brilliantly because of them.,Jun aq'ab' chiyok'owik kumal.,
3775,"“We defeated them,” said the night watchmen.","“Mi xeqach'ako,” xecha' waranel.",
3776,"It was not therefore finished the torch,","Ma k'u ja b'i xk'is ri chaj,",
3777,Merely only its appearance.,Xa wi xere u wach.,
3778,"These therefore the cigars,","Are' k'u ri sik',",
3779,There is not anything they lit on them.,Maja b'i naqi la' xkitzij chire.,
3780,"Merely only its appearance,","Xa wi xere u wach,",3780
3781,They went to give to them lords.,Xb'e ya'oq kuk' ajawab'.,
3782,“What are they become?,“Naqi pa ke'uxik?,
3783,Where did they come from?,Apa xepe wi?,
3784,Who begat them?,Achinaq xek'ajolanik?,
3785,Gave them birth?,Xe'alanik?,
3786,"Truly troubled our hearts,","Qitzij kaq'atat qa k'u'x,",
3787,Because not good they do to us.,Rumal ma utz kakib'ano chiqe.,
3788,"Distinctive their appearance,","Jalan ki wach,",
3789,"Distinctive as well their essence,”","Jalan nay pu ki k'oje'ik,”",
3790,They said to each other.,Xecha' chikib'il kib'.,3790
3791,Then they summoned therefore all lords.,Ta xetaqon k'ut konojel ajawab'.,
3792,"“Let us play ball, you boys,” they were told.","“Oj o cha'joq, ix k'ajolab',” xe'uchaxik.",
3793,Then they were asked therefore,Ta xetz'onox k'ut,
3794,"By One Death,",Rumal Jun Kame,
3795,Seven Death:,Wuqub' Kame:,
3796,“Where truly did you come from?,“Apa qi xixpe wi?,
3797,"May you tell it you boys,” said therefore Xibalbans to them.Chib'ij taj ix k'ajolab',” xcha' k'ut Xib'alb'a chike.",,
3798,"“Somewhere then we have come from perhaps,","“Ala' b'a xojpe wi lo,",
3799,"Not we know,”","Mawi qeta'm,”",
3800,"Merely they said,","Xa xecha',",3800
3801,Nothing they told.,Mawi xkib'ij.,
3802,"“Good then that,","“Utz b'a la',",
3803,"Merely we go to play ball,","Xa qab'e kaqacha'j,",
3804,"You boys,” they said Xibalbans to them.","Ix k'ajolab',” xecha' Xib'alb'a chike.",
3805,"“Good,” they said.","“Utz,” xecha'.",
3806,"“This then we will use this our rubber ball,” they said Xibalbans.","“Are' b'a chiqakoj ri wa' qa kik',” xecha' Xib'alb'a.",
3807,"“No, this then we will use this ours,” they said boys.","“Ma taj, are' ta chikoj wa' qe,” xecha' k'ajolab'.",
3808,"“There is not, this we will use this ours,” they said again Xibalbans.","“Maja b'i, are' chiqakoj wa' qe,” xecha' chik Xib'alb'a.",
3809,"“Good then that,” they said boys.","“Utz b'a la',” xecha' k'ajolab'.",
3810,"“Like then it merely drawn upon,” they said Xibalbans.","“Je b'a la' xa juch'il,” xecha' Xib'alb'a.",3810
3811,"“Not then it, merely skull we say again,” they said boys.","“Ma b'a la', xa jolom kojcha' chik,” xecha' k'ajolab'.",
3812,"“It is not,” they said Xibalbans.","“Maja b'i,” xecha' Xib'alb'a.",
3813,"“Good then that,” said Hunahpu.","“Utz b'a la',” xcha' Junajpu.",
3814,Then it was thrown down therefore hither by Xibalbans,Ta xtzaq k'u uloq rumal Xib'alb'a,
3815,Rubber ball directed before his yoke Hunahpu,Kik' u taqal chuwach u b'ate Junajpu.,
3816,"Then also when they saw it Xibalbans,","K'ate puch ta xkil Xib'alb'a,",
3817,The White Dagger then came out inside the rubber ball.,Ri Saqi Toq' ta xel chupan ri kik'.,
3818,It clashed about.,Chitzininik.,
3819,It went threatening in front of entire ground the ballcourt.,Xb'e je' chuwa taq ulew ri cha'.,
3820,"“What is that?” said the Hunahpu,","“Naqi pa la'?” xcha' ri Junajpu,",3820
3821,Xbalanque.,Xb'alanke.,
3822,“Merely death,“Xa kamik,
3823,You want for us.,Kiwaj chiqech.,
3824,Not then we went to your summons?,Ma ta xojb'e i taqa'?,
3825,Not then also went your messengers?,Ma ta pu xb'e i samajel?,
3826,Truly pity our faces!,Qitzij toq'ob' qa wach!,
3827,"Merely we go,”","Xa kojb'ek,”",
3828,They said boys to them.,Xecha' k'ajolab' chike.,
3829,"This then therefore was desired to them boys,","Are' ta k'u xajawax chike k'ajolab',",
3830,"Straightaway then died these there,","Ju su ta xkam ri' chiri',",3830
3831,By blade they were to be defeated.,Chi cha xech'akataj taj.,
3832,Not thus.,Mawi keje'.,
3833,Merely Xibalbans were defeated now by boys.,Xa Xib'alb'a xech'akataj chik kumal k'ajolab'.,
3834,"“Not then you go,","“Ma b'a kixb'ek,",
3835,You boys.,Ix k'ajolab'.,
3836,"We play ball surely,","Kojcha'j na,",
3837,"Merely this we use the yours,”","Xa are' kaqakojo ri iwech,”",
3838,Were told therefore boys.,Xuchax k'ut k'ajolab'.,
3839,"“Good then that,” they said therefore.","“Utz b'a la',” xecha' k'ut.",
3840,This therefore entered the their rubber ball.,Are' k'u xok ri ki kik'.,3840
3841,Then was dropped therefore ball.,Ta xqaj k'u cha'j.,
3842,Then therefore they chose their prize.,K'ate k'ut ta xkicho'y ki ch'ako'n.,
3843,“What will we win?” they said Xibalbans.,“Naqi pa chiqach'ako?” xecha' Xib'alb'a.,
3844,"“As surely you indicate it,” merely they said boys.","“Je na kik'ut,” xa xecha' k'ajolab'.",
3845,"“Merely our prize four each bowls flowers,” they said Xibalbans.","“Xa qa ch'aka kajkaj sel kotz'i'j,” xecha' Xib'alb'a.",
3846,"“Good then that,","“Utz b'a la',",
3847,What kinds flowers?” they said boys to Xibalbans.,Naqi pa chi kotz'i'jal?” xecha' k'ajolab' chike Xib'alb'a.,
3848,"“One bowlful red petals,","“Ju tik'ab' kaqa much'ij,",
3849,"One bowlful white petals,","Ju tik'ab' saqi much'it,",
3850,"One bowlful of yellow petals,","Ju tik'ab' q'ana much'it,",3850
3851,"One bowlful therefore the great ones,”","Ju tik'ab' k'u ri nima'q,”",
3852,They said Xibalbans.,Xecha' Xib'alb'a.,
3853,"“Good then that,” said therefore boys.","“Utz b'a la',” xecha' k'ut k'ajolab'.",
3854,"Then was dropped therefore their ball,","Ta xqaj k'ut ki cha',",
3855,Equal their strength.,Junam ki chuq'ab'.,
3856,"Numerous also their ball plays the boys,","Tzatz pu ki cha' ri k'ajolab',",
3857,Merely therefore much its goodnesses their hearts.,Xa k'u k'i rutz ki k'u'x.,
3858,Then they gave themselves to be defeated the boys.,Ta xkiya' kib' chich'akatajik ri k'ajolab'.,
3859,They rejoice therefore,Keki'kot k'ut,
3860,"The Xibalbans,","Ri Xib'alb'a,",3860
3861,When they were defeated.,Ta xech'akatajik.,
3862,“Good we did.,“Utz mi xqab'ano.,
3863,"First we defeated them,” they said Xibalbans.","Nab'e mi xeqach'ako,” xecha' Xib'alb'a.",
3864,“Where shall they go,“Apa xchib'e,
3865,To get the flowers?”,Ki k'ama' wi ri kotz'i'j?”,
3866,They said in their hearts.,Xecha' chi ki k'u'x.,
3867,“Truly when early morning,“Qitzij ta aq'ab',
3868,"You shall give the our flowers,","Chiya' ri qa kotz'i'j,",
3869,"Our prize as well,”","Qa chakom puch,”",
3870,"They were told also boys,","Xe'uchax puch k'ajolab',",3870
3871,"Hunahpu,","Junajpu,",
3872,"Xbalanque,","Xb'alanke,",
3873,By Xibalbans.,Rumal Xib'alb'a.,
3874,"“Good then that,","“Utz b'a la',",
3875,"Early morning again therefore we play ball,”","Aq'ab'a' chi k'ut kojcha'jik,”",
3876,They said therefore when they took counsel together.,Xecha' k'ut ta xepixab'an kib'.,
3877,"Then again therefore they entered boys in Blade House,","K'ate chi k'ut ta xe'ok chi k'ajolab' pa Chaim Ja,",
3878,Second trial Xibalba.,U kab' tijob'al Xib'alb'a.,
3879,"This then therefore was desired now,","Are' ta k'ut xajawax chik,",
3880,They were to be sliced apart by blades.,Xeq'ataq'ox taj rumal cha.,3880
3881,"Rapid it was to be in their hearts,","Chanim taj chi ki k'u'x,",
3882,"They were to die in their hearts,","Xekam taj chi ki k'u'x,",
3883,Not therefore they died.,Ma k'u xekamik.,
3884,"Then they said to blades,","Ta xecha' chire cha,",
3885,Then they instructed them:,Ta xkipixab'aj:,
3886,"“This yours,","“Are' iwe,",
3887,"The all its flesh animals,” they said to blades.","Ri ronojel u tio'jil chikop,” xecha' chire cha.",
3888,"Not therefore they moved again,","Ma k'u xesilab' chik,",
3889,Merely one lowered again point blades all of them.,Xa jun qaj chi wi' cha ronojel.,
3890,"These therefore they were then,","Are' k'ut e k'o chi,",3890
3891,There in Blade House at night.,Chiri' pa Chaim Ja chaq'ab'.,
3892,Then they called all ants:,Ta xkisik'ij ronojel sanik:,
3893,"“Cutting ants,","“Chay sanik,",
3894,"Conquering ants,","Ch'eken sanik,",
3895,Come! Go all of you to get,Kixpetoq! Kixojo' iwonojel ojik'ama',
3896,"All its blossoms flowers,","Ronojel u wach kotz'i'j,",
3897,Their prizes lords.”,Ki ch'ako'n ajawab'.”,
3898,"“Good then that,”","“Utz b'a la',”",
3899,They said therefore.,Xecha' k'ut.,
3900,"Then they went therefore the ants,","Ta xeb'e k'u ri sanik,",3900
3901,All obtainers flowers their garden,Konojel e k'amol kotz'i'j u tiko'n,
3902,"One Death,","Jun Kame,",
3903,Seven Death.,Wuqub' Kame.,
3904,Earlier therefore they instructed,Mieroq k'ut chikipixab'aj,
3905,Guardians their flowers the Xibalbans:,Chajal ki kotz'i'j ri Xib'alb'a:,
3906,"“Vigilantly look after our flowers,","“Laq'i chiwila' qa kotz'i'j,",
3907,Do not allow that they be stolen.,Miya' chi eleq'axik.,
3908,By this we defeated the boys.,Rumal ri' mi xeqach'ako ri k'ajolab'.,
3909,What if came these perhaps our prize by them?,Ana wi xpe wi ri' lo qa ch'ako'n kumal?,
3910,There is not you will sleep one night.”,Maja b'i chiwaraj jun aq'ab'.”,3910
3911,"“Good then that,” they said therefore.","“Utz b'a la',” xecha' k'ut.",
3912,Not therefore they sensed the guardians garden.,Ma k'u xkina' ri chajal tiko'n.,
3913,Without purpose they would break open their mouths,Xaloq' chikiraquj ki chi',
3914,"In its branches trees,","Chuq'ab' taq che',",
3915,Garden as well.,Tiko'n puch.,
3916,"They go toddling along there,","Keb'e chakala chiri',",
3917,Merely only they would repeat the their song:,Xa wi xere chikich'ab'ej ri ki b'ix:,
3918,"“Shpurpuwek,","“Xpurpuweq,",
3919,"Shpurpuwek,”","Xpurpuweq,”",
3920,Says the one,Cha' ri jun,3920
3921,When he calls.,Ta choq'ik.,
3922,"“Puhuyu,","“Pujuyu,",
3923,"Puhuyu,”","Pujuyu,”",
3924,"Says other,",Cha' chik,
3925,"When he calls,","Ta choq'ik,",
3926,"The whippoorwill,","Ri pujuyu,",
3927,His name.,U b'i'.,
3928,They two then,E kaib' chi,
3929,"Guardians garden,","Chajal tiko'n,",
3930,"Their garden One Death,","U tiko'n Jun Kame,",3930
3931,Seven Death.,Wuqub' Kame.,
3932,Not therefore they sensed,Ma k'u kakina',
3933,The ants stealers of what they had guarded.,Ri sanik eleq'ay ki chajem.,
3934,"They swarm,","Kab'olowik,",
3935,"They throng,","Katukuwik,",
3936,"Carriers away flowers,","Eray kotz'i'j,",
3937,"That go to cut them hither,","Ri kab'e q'atowa uloq,",
3938,Flowers,Kotz'i'j,
3939,In its tops trees theirs,Chuwi' che' re,
3940,Gathered with those below trees,Kasik'ow kuk' chuxe' che',3940
3941,The flowers.,Ri kotz'i'j.,
3942,Merely thus they would break open their mouths the guardians.,Xa keje' chikiraquj ki chi' ri chajalib'.,
3943,Not surely theirs they sensed,Ma na re kakina'o,
3944,"They gnawed their tails,","Kak'ux ki je',",
3945,They gnawed their wings.,Kak'ux ki xik'.,
3946,"These are loosened flowers,","Are' kakirixik kotz'i'j,",
3947,Until they fall hither,K'a kaqaj uloq,
3948,"Theirs they gather,","Re kasik'owik,",
3949,Theirs they go to cut hither.,Re kab'e q'atowa uloq.,
3950,"Immediately then therefore were filled four bowls flowers, Lib'aj chi k'ut xnoj kajib' sel kotz'i'j,",,
3951,Accumulated now therefore when it dawned.,Tik'itoj chi k'ut ta xsaqirik.,
3952,"Then therefore arrived messengers,","K'ate k'ut ta xul samajel,",
3953,"Summoners,","Taqonel,",
3954,"“‘Come!’ says lord,","“‘Kepetoq!’ kacha' ajaw,",
3955,"‘Straightaway may they bring hither the our prize,’”","‘Ju suk' chikik'am ula ri qa ch'ako'n,’”",
3956,They were told therefore boys.,Xe'uchax k'ut k'ajolab'.,
3957,"“Good then that,” they said therefore.","“Utz b'a la',” xecha' k'ut.",
3958,They had accumulated therefore,Ki tik'ela'on k'u,
3959,The flowers four bowls.,Ri kotz'i'j kajib' sel.,
3960,"Then they went,","Ta xeb'ek,",3960
3961,Then they arrived therefore,Ta xe'opon k'u,
3962,Before their faces lords.,Chikiwach ajaw.,
3963,Lords having received flowers woeful their faces.,Ajawab' kuk'am kotz'i'j q'us u wach.,
3964,Thus they were defeated Xibalbans.,Keje' k'ut xech'akataj wi Xib'alb'a.,
3965,Merely ants they sent the boys.,Xa sanik xkitaq ri k'ajolab'.,
3966,"Merely all night they took them ants,","Xa jun aq'ab'il xkichap sanik,",
3967,Then they put them in bowls.,Ta kiya' pa sel.,
3968,"Thus they turned pale the all Xibalbans,","Keje' k'ut xesaqkaje' ri konojel Xib'alb'a,",
3969,Pallid their faces because of the flowers.,Saqb'uk ki wach rumal ri kotz'i'j.,
3970,Then therefore they summoned the guardians flowers:,K'ate k'ut xkitaq ri chajal kotz'i'j:,3970
3971,“What its reason you gave our flowers to be stolen?,“Naqi pa rumal mi xiya' qa kotz'i'j chi eleq'axik?,
3972,"These our flowers these you see,”","Are' qa kotz'i'j wa'e kawilo,”",
3973,They were told guardians.,Xe'uchax chajal.,
3974,"“Not then we sensed it you lords,","“Ma b'a xqana'o at ajaw,",
3975,"But surely theirs they suffered our tails,”","Mi na re xkuyu qa je',”",
3976,They said therefore.,Xecha' k'ut.,
3977,"Then also were split open their mouths,","K'ate puch xjix ki chi',",
3978,Their punishment,Ki tojb'al,
3979,They guarded now was stolen.,Ki chajin chi eleq'axik.,
3980,"Thus their defeat One Death,","Keje' k'ut ki ch'akatajik Jun Kame,",3980
3981,"Seven Death,","Wuqub' Kame,",
3982,"By Hunahpu,","Kumal Junajpu,",
3983,Xbalanque.,Xb'alanke.,
3984,"Its root the deed this,","U xe' ri b'anoj ri',",
3985,Then they received the their mouths gaping.,Ta xkik'am ri ki chi' jereb'aq.,
3986,Their mouths whippoorwills,Ki chi' purpuweq,
3987,Gaping to this day.,Jereb'aq wakamik.,
3988,"Then again therefore was dropped ball,","K'ate chi k'ut ta xqaj cha'j,",
3989,Merely only equal they played ball.,Xa wi xere junam kecha'jik.,
3990,"They finished again therefore playing ball,","Xkelej chi k'u cha'j,",3990
3991,Then they took counsel again therefore together.,Ta xepixab'an chi k'u kib'.,
3992,"“Dawn again,” they said Xibalbans.","“Saqirik chik,” xecha' Xib'alb'a.",
3993,"“Good then that,” said boys when they finished.","“Utz b'a la',” xecha' k'ajolab' ta xkelej.",
3994,THEY entered now therefore in Cold House,XE'OK chi k'ut pa Tew Ja.,
3995,Not measured cold.,Mawi ajilan tew.,
3996,"Thick with hail within house,","Tzatz chi saqb'oqom chupan ja,",
3997,Its home cold.,Rochoch tew.,
3998,Straightaway therefore was dissipated cold.,Ju su k'u stzaj tew.,
3999,"By them it was finished,","Rumal kutzina[q],",
4000,"Ruined,","Ma'ina[q],",4000
4001,Destroyed the cold by boys.,Xsach ri tew kumal k'ajolab'.,
4002,"Not they died,","Mawi xekamik,",
4003,Instead they are alive,Xa wi e k'aslik,
4004,When it dawned.,Ta xsaqirik.,
4005,"This then therefore wanted Xibalbans,","Are' ta k'u xkaj Xib'alb'a,",
4006,There then they died.,Chiri' ta xekam wi.,
4007,Not like that.,Mawi keje'.,
4008,Instead therefore good their faces,Xa wi k'u utz ki wach,
4009,When it dawned.,Ta xsaqirik.,
4010,"They left again hither summoners theirs,","Xekel chi ula taqol ke,",4010
4011,They went again guardians.,Xeb'e chik e chajal.,
4012,"“What is it,","“Naqi pa la',",
4013,Not they died?” said now its lords Xibalba.,Mawi mi xekamik?” xcha' chi rajawal Xib'alb'a.,
4014,They marveled at again,Xkimayijaj chik,
4015,"Their deeds boys,","Ki b'anoj k'ajolab',",
4016,"Hunahpu,","Junajpu,",
4017,Xbalanque.,Xb'alanke.,
4018,THEN they entered again therefore in Jaguar House.,K'ATE xe'ok chi k'ut pa B'alami Ja.,
4019,Crowded with jaguars Jaguar’s Home.,Tzatz chi b'alam B'alam Rochoch.,
4020,“Not you eat us.,“Mawi kojiti'o.,4020
4021,"There is yours will become,” they were told jaguars.","K'o iwech chuxik,” xe'uchaxik b'alam.",
4022,"Then therefore they scattered bones before beasts,","K'ate k'ut xkipuk'ij b'aq chikiwach chikop,",
4023,Then therefore they crunch there over bones.,K'ate k'ut kepaq'aq'ik chiri' chuwi' b'aq.,
4024,"“They were therefore finished,","“Mi k'u xe'utzinik,",
4025,They ate their hearts.,Mi xutij ki k'u'x.,
4026,Then they gave themselves.,K'ate wi ri mi xkiya' kib'.,
4027,"These their skeletons that are being gnawed on,”","Are' ki b'aqil ri kak'uxixik,”",
4028,Said the night watchmen.,Xecha' ri waranel.,
4029,All of them sweet their hearts to it.,Konojel ki' ki k'u'x chire.,
4030,"Not therefore they died,","Ma k'u xekamik,",4030
4031,Merely only good their faces.,Xa wi xere utz ki wach.,
4032,They came out hither,Xe'el uloq,
4033,From Jaguar House.,Pa B'alami Ja.,
4034,“What therefore now kind of people?,“Naqi pa k'u chi e winaqil?,
4035,Where therefore did they come from?”,Apa k'u xepe wi?”,
4036,"They said the Xibalbans,","Xecha' ri Xib'alb'a,",
4037,All of them.,Konojel.,
4038,"THEN again they entered into fire,","K'ATE chik xe'ok chupam q'aq',",
4039,Another house of fire.,Jun ja chi q'aq'.,
4040,"Merely alone fire its interior,","Xa u tukel q'aq' u pam,",4040
4041,Not they were burned by it.,Mawi xek'atik rumal.,
4042,"Merely they were to be roasted,","Xa b'olol,",
4043,Merely they were to be set on fire.,Xa tzimaj wi.,
4044,Instead only good now,Xa wi xere utz chi,
4045,Their faces,Ki wach,
4046,When it dawned.,Ta xsaqirik.,
4047,This then are desired,Are' ta kajawaxik,
4048,Straightaway then they die inside,Ju suk' ta kekamik chupan,
4049,This they pass through.,Ri' ke'ik'ow wi.,
4050,Not so.,Mawi keje'.,4050
4051,Merely lost their hearts Xibalbans because of it.,Xa wi kasach ki k'u'x Xib'alb'a rumal.,
4052,"THEY were put again inside Bat House,","XEKOJ chik chupan Sotz'in Ja,",
4053,Alone bats inside next house.,U tukel sotz' chupam chi ja.,
4054,"One house of death bats,","Jun ja chi kama sotz',",
4055,Great animals.,Nima'q chikop.,
4056,"Like the blades their snouts,","Keje' ri cha ki tza'm,",
4057,Their means of murder.,Ki kamisab'al.,
4058,Straightaway they were to be finished,Ju su chutzinik,
4059,They were to arrive before their faces.,Chopon chikiwach.,
4060,They were therefore there inside,Xek'oje' k'u chiri' chupan,4060
4061,Merely in blowguns they slept.,Xa pa wub' xewar wi.,
4062,Not were they eaten,Mawi xeti'ik,
4063,By these that are in house.,Rumal ri' e k'o pa ja.,
4064,There therefore they gave themselves one,Chiri' k'ut xkiya' wi kib' jun wi,
4065,Because of one death bat.,Rumal jun chi kama sotz'.,
4066,"It would descend,","Chiqaj,",
4067,It came.,Xpe wi.,
4068,Merely their self-manifestation,Xa wi u k'utb'al rib',
4069,When they did it.,Ta xkib'ano.,
4070,Because hard they asked for,Rumal ko kakitz'onoj wi,4070
4071,Their wisdom.,Ki na'oj.,
4072,One night therefore,Jun aq'ab' k'u,
4073,The bats make flapping sounds with their wings:,Ri sotz' keb'ujujik:,
4074,“Keeleetz!,“Kilitz!,
4075,Keeleetz!”,Kilitz !”,
4076,"They say,","Kecha',",
4077,They say all night.,Kecha' jun aq'ab'.,
4078,Ceased therefore these a little.,Xtane' k'u ri' sqaqi'n.,
4079,There is not now they move the bats.,Maja b'i chik kesilob'ik ri sotz'.,
4080,There therefore crawling the one,Chiri' k'u chakal wi ri jun,4080
4081,End blowgun.,Tza'm wub'.,
4082,Said therefore the Xbalanque:,Xcha' k'u ri Xb'alanke:,
4083,"“Hunahpu,","“Junajpu,",
4084,Yet when its dawn you see?”,K'a janik' pa u saqirik kawilo?”,
4085,"“Yet when it then perhaps I shall see it surely,” he said therefore.","“K'a janik'an la' b'a lo wila' na,” xcha' k'ut.",
4086,"Truly therefore he wanted to look hither from its mouth blowgun,","Qi k'u are' karaj muqum uloq chuchi' wub',",
4087,He wanted to see sees hither its dawn.,Karaj ril uloq u saqirik.,
4088,"Then also was cut off his head by death bat,","K'ate puch ta xqupix u jolom rumal kama sotz',",
4089,Cut off now behind the greater part the Hunahpu.,Qupul chi kanoq u nimal ri Junajpu.,
4090,"“How is it, not it dawned?” said the Xbalanque.","“Jucha'lik, ma mi xsaqirik?” xcha' ri Xb'alanke.",
4091,There is not now he would move the Hunahpu.,Maja b'i chik chisilob'ik ri Junajpu.,
4092,"“What then, not perhaps went Hunahpu?","“Jupacha', ma xa on mi xb'ek Junajpu?",
4093,What then you did?”,Jupacha' mi xab'ano?”,
4094,"There was not he would move,","Maja b'i chisilab'ik,",
4095,Merely would rustle wings now.,Xaqi chiqosos chik.,
4096,Then therefore was ashamed Xbalanque.,K'ate k'ut xuk'ixb'ij Xb'alanke.,
4097,"“Alas, we gave in already,” he said therefore.","“Akarok, mi xqaya' yan,” xcha' k'ut.",
4098,"There therefore went to place first his head,","Chila' k'ut xb'e k'ola na wi u jolom,",
4099,On its top ballcourt.,Chuwi' jom.,
4100,"Merely their word One Death,","Xa wi u tzij Jun Kame,",4100
4101,Seven Death.,Wuqub' Kame.,
4102,They rejoice therefore the Xibalbans all of them,Keki'kot k'u ri Xib'alb'a konojel,
4103,Because of his head Hunahpu.,Rumal u jolom Junajpu.,
4104,"Then therefore he summoned animals,","K'ate k'ut ta xutaq chikop,",
4105,All of them:,Ronojel:,
4106,"Coati,","Sis,",
4107,"Peccary,","Aq,",
4108,"All small animals,","Ronojel ch'uti chikop,",
4109,"Great animals,","Nima chikop,",
4110,"At night,","Chaq'ab',",4110
4111,Merely instead its early morning.,Xa wi xare raq'ab'al.,
4112,Then he asked for therefore,Ta xutz'onoj k'ut,
4113,Their food.,Kecha'.,
4114,“Whatsoever your food each of you,“Naqi taq pa iwecha' chi jujunal,
4115,"This I summon you to bring hither the your food,”","Are' kixnutaq wi chik'am uloq ri iwecha',”",
4116,He said therefore Xbalanque to them.,Xcha' k'ut Xb'alanke chike.,
4117,"“Good then that,” they said therefore.","“Utz b'a la',” xecha' k'ut.",
4118,"Then they went obtainers theirs,","Ta xeb'ek e k'amol rech,",
4119,Then they arrived many therefore all of them.,Ta xe'ul je k'ut konojel.,
4120,"There were mere rotten things they went to get,","K'o xa q'umar rech xb'e u k'ama',",4120
4121,"There were mere leaves they went to get,","K'o xa tz'alik xb'e u k'ama',",
4122,"There were mere stones they went to get,","K'o xa ab'aj xb'e u k'ama',",
4123,There was mere dirt they went to get.,K'o xa ulew xb'e u k'ama'.,
4124,"Various their foods the [small] animals,","Jalajoj kecha' ri [ch'uti] chikop,",
4125,Great animals.,Nima chikop.,
4126,"Many as well until last remaining the coati,","K'i pu k'a u xamb'e kanajoq ri sis,",
4127,Chilacayote squash she went to get.,Q'oq' xb'e u k'ama'.,
4128,She rolls it with her nose as she comes.,Kub'alka'tij chutza'm kapetik.,
4129,This therefore entered transformation his head Hunahpu.,Are' k'ut xok jalwachib'al u jolom Junajpu.,
4130,Immediately now were carved its seeds its face.,Lib'aj chi xk'otox u b'aq' u wach.,4130
4131,Crowded with sages from sky came.,Tzatz chi aj na'oj chi kaj xpe wi.,
4132,"This its Heart Sky,","Are' u K'u'x Kaj,",
4133,Huracan.,Juraqan.,
4134,"He appeared hither,","Xulk'o loq,",
4135,He arrived therefore hither,Xulu k'u loq,
4136,There,Chiri',
4137,In Bat House.,Pa Sotz'i Ja.,
4138,"Not therefore soon it was successfully completed his face, Ma k'u ata'n xutzinik u wach,",,
4139,Good now it became.,Utz chik xuxik.,
4140,"Merely only its covering beautiful it appeared,","Xa wi xare u ch'uq jeb'el xwachinik,",4140
4141,Merely only it spoke.,Xa wi xare xch'awik.,
4142,"While therefore then it would want to dawn,","Are k'ut ta chiraj saqirik,",
4143,It would redden its root sky.,Chikaqtarin u xe' kaj.,
4144,"“Blacken it with soot surely again,","“Kaxaqi' na chik,",
4145,"Old man,” was told the possum.","Ama',” xuchax ri wuch'.",
4146,"“Fine,” said the grandfather.","“We',” xcha' ri mama'.",
4147,Then again he blackened it with soot.,Ta chi xaqinik.,
4148,Then it was darkened again.,K'ate ta chiq'equ'mar chik.,
4149,Four times he blackened it with soot the grandfather.,Kaj mul xaqin ri mama'.,
4150,"“He blackens it with soot possum,”","“Kaxaqin wuch',”",4150
4151,Say people today.,Kacha' winaq wakamik.,
4152,Merely therefore red blue it succeeded,Xa k'u kaq rax utzinik,
4153,When it began its existence.,Ta xutikib'a' u k'ojik.,
4154,“Not good?” he was told therefore Hunahpu.,“Ma utz?” chuchax k'ut Junajpu.,
4155,"“Yes good,” he said therefore.","“Je' utz,” xcha' k'ut.",
4156,"Merely only would be supported his head,","Xa wi xare chub'aqitila' u jolom,",
