line_num,spa_str,quc_str,line_marker
1448,"Not way of getting lost,","Ma sachib'al taj,",
1449,"Merely its leg river you go,","Xa raqan ja' katb'ek,",
1450,"You therefore standing out there below great mountain,","At k'u tak'al aponoq xe' nima juyub',",1450
1451,Placed hither below canyon.,Jowol ula chuxe' siwan.,
1452,"Merely you go out there,”","Xa katel apanoq,”",
1453,"They said Hunahpu,","Xecha' Junajpu,",
1454,Xbalanque.,Xb'alanke.,
1455,"“Please,","“La qi b'a,",
1456,Pity my face.,Toq'ob' nu wach.,
1457,Not then it was found you boys.,Ma b'a xuk'ulu ix k'ajolab'.,
1458,You go first therefore to guide me.,Kixb'e na k'u nu wab'a'.,
1459,There are many surely the birds.,K'o k'i xo wi ri tz'ikin.,
1460,You could go to blowgun shoot them.,Chib'e taj iwub'aj.,1460
1461,"I know where they are,”","Weta'm k'o wi,”",
1462,Said then therefore Zipacna.,Xcha' chi k'ut Sipakna.,
1463,"He humbled himself with promise of reward,","Xelajik,",
1464,He wept surely before their faces boys.,Xoq' na chikiwach k'ajolab'.,
1465,"“Alas not truly therefore you shall grab perhaps,","“La ma qi k'u xchachap lo,",
1466,Then merely like we shall return by you.,Ta xa keje' xkojtzalij awumal.,
1467,"Not only not we ate it,","Ma xa mawi xqatijo,",
1468,Merely straighataway would bite this.,Xa ju suk' chiti'onik ri'.,
1469,We on stomachs,Oj jupulik,
1470,We enter thither.,Kojok ub'ik.,1470
1471,Then therefore frightened this.,K'ate k'ut kuxib'ij rib' ri',
1472,We on backs,Oj pak'alik,
1473,We enter thither.,Kojok ub'ik.,
1474,"Merely therefore a little later,","Xa k'u sqaqi'n chik,",
1475,Not would we find it.,Mawi chiqariqo.,
1476,Then therefore good you on back,K'ate k'u utz at pak'alik,
1477,"You enter thither,”","Katok ub'ik,”",
1478,He was told therefore.,Xuchax k'ut.,
1479,"“Good then that,” said therefore the Zipacna.","“Utz b'a la',” xcha' k'u ri Sipakna.",
1480,"Then they went therefore,","Ta xb'e k'ut,",1480
1481,Accompanied by now therefore the Zipacna.,Achb'ilan chi k'ut ri Sipakna.,
1482,"They went,","Xb'ek,",
1483,They arrived at its bottom canyon.,Xe'opon chuxe' siwan.,
1484,Placed therefore it the crab.,Tzalam k'u la' ri tap.,
1485,Red bright there its back below canyon.,Kaq wakawoj ula rij xe' siwan.,
1486,This therefore their deception.,Ri' k'ute ki kumatzij.,
1487,"“Good then that,” he would rejoice therefore the Zipacna. “Utz b'a la',” chiki'kot k'u ri Sipakna.",,
1488,"He wants greatly,","Karaj taj,",
1489,"It shall enter then in his mouth,","Xkok ta pu chi',",
1490,Because truly finished with hunger.,Rumal qitzij kutzin chi waij.,1490
1491,He wanted to eat this.,Xraj kutij ri'.,
1492,Merely he wanted on stomach,Xa xraj jupunik,
1493,He wanted to enter.,Xraj okik.,
1494,High therefore the crab climbed up.,Paqal k'u ri tap xaq'anik.,
1495,Then therefore he went out from there.,K'ate k'ut xel chu uloq.,
1496,“Not you found it?” he was told therefore.,“Mawi xariqo?” xuchax k'ut.,
1497,“There is not.,“Maja b'i.,
1498,Merely high,Xa paqalik,
1499,It climbed up.,Kaq'anik.,
1500,Merely first a little more,Xa nab'e sqaqi'n chik,1500
1501,Not I found it.,Mawi mi xnuriqo.,
1502,Then good perhaps I on my back,K'ate utz lo kipak'e'ik,
1503,"I enter thither,” he said now therefore.","Kinok ub'ik,” xcha chi k'ut.",
1504,Then therefore on his back now,K'ate k'ut pak'al chik,
1505,When he entered thither.,Ta xok ub'ik.,
1506,Completed therefore entrance thither.,Xk'is k'u ok ub'ik.,
1507,Merely its head his knee now was showing hither.,Xa u wi' u ch'ek chik xk'utun uloq.,
1508,Completed being swallowed up.,Xk'is b'iq'itajik.,
1509,Settled therefore down great mountain upon his chest.,Xlilob' k'u qajoq nima juyub' chi u k'u'x.,
1510,Not he turned over again.,Mawi xsolkopij chik.,1510
1511,Stone therefore came to be the Zipacna.,Ab'aj k'ut xuxik ri Sipakna.,
1512,Thus his defeat now Zipacna,Keje' u ch'akatajik chik Sipakna,
1513,"By boys Hunahpu,","Kumal k'ajolab' Junajpu,",
1514,"Xbalanque,","Xb'alanke,",
1515,"“The Maker Mountains,” was called.","“Ri B'anol Juyub',” xcha'.",
1516,Its account ancient his first son Seven Macaw.,U tzijoxik ojer u nab'e k'ajol Wuqub' Kaqix.,
1517,"Below mountain,","Chuxe' juyub',",
1518,"Meauan its name,","Meawan u b'i',",
1519,He was defeated.,Xch'akataj wi.,
1520,Merely enchantment was he defeated,Xa nawal xch'akataj wi,1520
1521,Second self-aggrandiser.,U kab' nimarisay rib'.,
1522,One other therefore,Jun chi k'ut,
1523,We shall tell,Xchiqab'ij,
1524,His tale.,U b'ixik.,
1525,"THIRD therefore self-aggrandiser,","ROX chi k'ut nimarisay rib',",
1526,"Second his son Seven Macaw,","U kab' u k'ajol Wuqub' Kaqix,",
1527,Cabracan his name.,Kab'raqan u b'i'.,
1528,"“I wrecker mountains,” he said.","“In yojol juyub',” xcha'.",
1529,"Merely therefore only Hunahpu,","Xa wi k'u xere Junajpu,",
1530,"Xbalanque,","Xb'alanke,",1530
1531,Was his being defeated Cabracan.,Xch'akow re Kab'raqan.,
1532,"Said the Huracan,","Xcha' ri Juraqan,",
1533,"Youngest Thunderbolt,","Ch'i'pi Kaqulja,",
1534,Sudden Thunderbolt when they spoke,Raxa Kaqulja ta xch'awik,
1535,"To then the Hunahpu,","Chikech ri Junajpu,",
1536,Xbalanque:,Xb'alanke:,
1537,"“Second his son Seven Macaw one other,","“U kab' u k'ajol Wuqub' Kaqix jun chik,",
1538,One other will be defeated.,Jun chik chich'akatajik.,
1539,"Merely my word,","Xa wi nu tzij,",
1540,Because not good,Rumal mawi utz,1540
1541,Their deeds on its face earth.,Ki b'anoj chuwach ulew.,
1542,They surpass sun,Kakik'owisaj q'ij,
1543,"In greatness,","Chi nimal,",
1544,In weightiness.,Chi alal.,
1545,Not therefore as it should be.,Ma k'u keje' chuxik.,
1546,Lure him therefore away,Chib'ochi'j k'u ub'ik,
1547,There,Chila',
1548,"Its coming out sun,”","Releb'al q'ij,”",
1549,Said therefore the Huracan,Xcha' k'ut ri Juraqan,
1550,To the two boys.,Chike ri e kaib' k'ajolab'.,1550
1551,"“Good then that,","“Utz b'a la',",
1552,Thou lord.,Lal ajaw.,
1553,"We have always been thus,","Qe wi na k'ut,",
1554,Not good we see him.,Mawi utz wi kaqilo.,
1555,"Not where thou art,","Ma pa lal k'olik,",
1556,"Thou also lifted up,","Lal pu yakalik,",
1557,"Thou its Heart Sky,”","Lal u K'u'x Kaj,”",
1558,"They said therefore the boys,","Xecha' k'ut ri k'ajolab',",
1559,When they responded to,Ta xkik'ulub'a',
1560,His word Huracan.,U tzij Juraqan.,1560
1561,"He also is occupied the Cabracan,","Are' puch katajin ri Kab'raqan,",
1562,Wrecker mountains.,Yojol juyub'.,
1563,"Merely a little he would tap his foot on its face earth,","Xa sqaqi'n chutinij raqan chuwach ulew,",
1564,Straightaway would tumble down,Ju su chiwulij,
1565,"Great mountains,","Nima juyub',",
1566,Small mountains by him.,Ch'uti juyub' rumal.,
1567,Then he was met,Ta xk'ulutaj,
1568,By the boys.,Kumal ri k'ajolab'.,
1569,“Where you go you boy?”,“Apa katb'e wi at k'ajol?”,
1570,"They said to him,","Xecha' chirech,",1570
1571,The Cabracan.,Ri Kab'raqan.,
1572,“There is not I go.,“Maja b'i kinb'e wi.,
1573,"Merely I feller mountain,","Xa in uliy juyub',",
1574,"I also wrecker of it,","In puch yojol rech,",
1575,"As long as goes sun,","Chi b'e q'ij,",
1576,"As long as goes light,”","Chi b'e saq,”",
1577,He said therefore,Xcha' k'ut,
1578,When he spoke.,Ta xch'awik.,
1579,He said again therefore,Xcha' chi k'ut,
1580,The Cabracan,Ri Kab'raqan,1580
1581,"To them the Hunahpu,","Chike ri Junajpu,",
1582,Xbalanque.,Xb'alanke.,
1583,“Where did you come from?,“Jupacha xpetik?,
1584,Not I know your faces.,Mawi weta'm i wach.,
1585,What are your names?” said Cabracan.,Naqi pa i b'i'?” xcha' Kab'raqan.,
1586,“There are not our names.,“Maja b'i qa b'i'.,
1587,"Merely we have blowgun hunted,","Xa oj ub'om,",
1588,Merely also we have trapped in mountains.,Xa pu oj tzarab'om pa taq juyub'.,
1589,Merely we poor orphans.,Xa oj meb'a'.,
1590,There is not what is ours you boy.,Maja b'i naqi la' qech at k'ajol.,1590
1591,"Merely small mountains,","Xa ch'uti juyub',",
1592,Merely great mountains we go you boy.,Xa nima juyub' kojb'ek at k'ajol.,
1593,This therefore the one great mountain we saw.,Are' k'u ri jun nima juyub' xqilo.,
1594,Merely incessantly,Xa kokil,
1595,"It grows,","Kak'iyik,",
1596,Truly far it rises up.,Qitzij najt kaq'anik.,
1597,"Merely it increases in size,","Xa kaq'upupik,",
1598,It surpasses to its top mountains all.,Kik'owik chuwi' juyub' ronojel.,
1599,"There is not therefore one,","Ma k'u ja b'i jun,",
1600,Two birds,Kaib' tz'ikin,1600
1601,We caught before its face you boy.,Mi xqak'am chuwach at k'ajol.,
1602,Is it therefore true you fell all mountains you boy?”,We k'ut qitzij kawulij ronojel juyub' at k'ajol?”,
1603,"They asked the Hunahpu,","Xecha' ri Junajpu,",
1604,Xbalanque to Cabracan.,Xb'alanke chire Kab'raqan.,
1605,“Not true you saw it,“Ma qitzij xiwilo,
1606,The mountain you say?,Ri juyub' kib'ij?,
1607,Where is it?,Apa k'o wi?,
1608,"You shall see it surely,","Xchiwil na,",
1609,I shall fell it down.,Xchinwulij qajoq.,
1610,Where did you see it?”,Apa xiwil wi?”,1610
1611,“There then it is,“Chila' b'a k'o wi,
1612,"At its coming out sun,”","Chi releb'al q'ij,”",
1613,"They said therefore Hunahpu,","Xecha' k'ut Junajpu,",
1614,Xbalanque.,Xb'alanke.,
1615,“Good.,“Utz.,
1616,"Take our road,”","Chik'ama' qa b'e,”",
1617,"They were told therefore,","Xe'uchax k'u,",
1618,The two boys.,Ri e kaib' chi k'ajolab'.,
1619,"“There is not, merely you take middle","“Maja b'i, xa kachape nik'aj",
1620,"Between us you are,","Chiqaxo'l katk'oje' wi,",1620
1621,"One to your left,","Jun chamox,",
1622,One to your right hand of us.,Jun chawikiq'ab' chiqe.,
1623,"Because there are our blowguns,","Rumal k'o qa wub',",
1624,"If there are birds we will shoot them,”","We k'o tz'ikin chiqawub'aj,”",
1625,They said therefore.,Xecha' k'ut.,
1626,They rejoice,Keki'kot,
1627,That they will practice,Chikitijtob'ela',
1628,Their blowgun shooting.,Ki wub'anik.,
1629,"This therefore when they shoot blowguns,","Are' k'u ri ta kewub'anik,",
1630,Not surely clay its pellet their blowguns.,Ma na ulew taj u b'aq' ki wub'.,1630
1631,Merely they would blow at the birds when they would shoot blowguns.,Xa chikuxlab'ij ri tz'ikin ta chikiwub'aj.,
1632,He would be amazed therefore the Cabracan.,Chumayijaj k'u ri Kab'raqan.,
1633,Then they twist-drilled therefore,Ta xkib'aq k'u,
1634,Their fire the boys.,Ki q'aq' ri k'ajolab'.,
1635,They roasted therefore their birds on its face fire.,Xkib'ol k'ut ki tz'ikin chuwach q'aq'.,
1636,One therefore bird they coated quicklime,Jun k'ut tz'ikin xkik'u'l sajkab',
1637,On its skin.,Chirij.,
1638,White earth they put on it.,Saqi ulew xkikojo.,
1639,“This therefore we will give to him,“Are' k'ut chiqaya' chire,
1640,"When become ravenous with hunger,","Ta jiq'onoq,",1640
1641,When he savors also its aroma our birds.,Ta chutziqa' puch ruxlab' qa tz'ikin.,
1642,Then he is defeated.,Ta ch'akajoq.,
1643,This therefore the earth shall enter,Are' k'u ri ulew xchok,
1644,On its skin,Chirij,
1645,Bird by us in earth,Tz'ikin qumal pulew,
1646,We will cook it.,Chiqatzak wi.,
1647,Thus in earth,Keje' k'ut pulew,
1648,He will be buried.,Chimuq wi.,
1649,"If great,","We nima,",
1650,"Sage,","Eta'manel,",1650
1651,"One framing,","Jun tz'aq,",
1652,"One shaping,","Jun b'it,",
1653,"Then may it be sown,","Ta chawaxoq,",
1654,"Then may it dawn,” they said the boys.","Ta saqiroq,” xecha' ri k'ajolab'.",
1655,“Because merely he shall desire,“Rumal xa xchirayin wi,
1656,His wanting with all his heart,U k'u'xlal,
1657,"This which he will eat,","Ri' chiti'k,",
1658,"Which will be cooked,","Chichaq'uxik,",
1659,Thus shall desire,Keje' xchurayij,
1660,"His heart the Cabracan,”","U k'u'x ri Kab'raqan,”",1660
1661,"They said to each other Hunahpu,","Xecha' chi kib'il kib' Junajpu,",
1662,Xbalanque.,Xb'alanke.,
1663,"Then they roasted the birds,","Ta xkib'ol ri tz'ikin,",
1664,It was cooked therefore golden-brown its roasting.,Xchaq'aj k'ut q'an u b'olik.,
1665,"It would drip now grease its skin the birds,","Chiyipowik chi kab'chiyanik kij ri tz'ikin,",
1666,It would smell fragrant its aroma.,Chik'owinik simisoj ruxlab'.,
1667,He therefore the Cabracan,Are' k'u ri Kab'raqan,
1668,Desires then to be fed.,Kurayij chik recha'xik.,
1669,Merely it overflows,Xa kawajin,
1670,Its secretions in his mouth.,U wa'l pu chi'.,1670
1671,"Merely he gulps,","Xa kab'iq'ilajik,",
1672,He drools also,Kaqurulaj puch,
1673,"His saliva,","U chub',",
1674,"His spittle,","U k'axaj,",
1675,Because of their fragrance birds.,Rumal u simsojil tz'ikin.,
1676,Then he begged therefore:,Ta xutz'onoj k'ut:,
1677,“What the your food?,“Naqi pa ri iwecha'?,
1678,Truly delicious its aroma I smell.,Qitzij kus ruxlab' kanuna'o.,
1679,"Give then a little to me,” he said therefore.","Chiya' ta sqaqi'n wech,” xcha' k'ut.",
1680,Then they gave therefore a bird to him Cabracan.,Ta xya' k'ut jun tz'ikin chire Kab'raqan.,1680
1681,His defeat therefore this.,U ch'akatajik k'u ri'.,
1682,Then therefore he finished the bird.,K'ate k'ut xuk'is ri tz'ikin.,
1683,"Then they went again therefore,","Ta xb'e chi k'ut,",
1684,They arrived therefore,Xe'opon k'u,
1685,"There its coming out sun,","Chila' releb'al q'ij,",
1686,Where is the great mountain.,K'o wi ri nima juyub'.,
1687,"He therefore,","Are' k'u,",
1688,"The Cabracan,","Ri Kab'raqan,",
1689,"Merely weakened now his legs,","Xa tub'ul chik raqan,",
1690,His arms.,U q'ab'.,1690
1691,Not he will be strong again,Ma b'i chikowin chik,
1692,Because of the earth coated,Rumal ri ulew xk'u'l,
1693,On its skin bird,Chirij tz'ikin,
1694,He ate.,Xuti'o.,
1695,Not therefore is there now,Ma k'u ja b'i' chik,
1696,What he did again to mountains.,Naqi la' xub'an chik chire juyub'.,
1697,Not was it successful,Mawi xutzinik,
1698,Their causing to be fallen apart.,Xwulijtaj.,
1699,Then he was tied up therefore by boys.,Ta xim k'ut kumal k'ajolab'.,
1700,Behind him tied up his hands.,Chirij xim wi u q'ab'.,1700
1701,Care was taken of his hands by boys.,Xrilij u q'ab' kumal k'ajolab'.,
1702,Tied up therefore its neck his legs its two together.,Xim k'ut u qul raqan u kab' ichal.,
1703,"Then therefore they hurled him down into earth,","K'ate k'ut xkitarij qajoq pulew,",
1704,They buried him.,Xkimuqu.,
1705,"Thus his being defeated Cabracan,","Keje' k'ut u ch'akatajik Kab'raqan,",
1706,These merely only,Ri' xa wi xere,
1707,"Hunahpu,","Junajpu,",
1708,Xbalanque.,Xb'alanke.,
1709,Not counted their deeds,Mawi ajilan ki b'anoj,
1710,Here on its face earth.,Waral chuwach ulew.,1710
1711,This then therefore we shall tell now,Are' chi k'ut xchiqab'ij chik,
1712,Their birth,Kalaxik,
1713,"Hunahpu,","Junajpu,",
1714,Xbalanque.,Xb'alanke.,
1715,This first we told,Are' nab'e mi xqab'ij,
1716,"The their being defeated Seven Macaw,","Ri ki ch'akatajik Wuqub' Kaqix,",
1717,"With Zipacna,","Ruk' Sipakna,",
1718,"With Cabracan,","Ruk' Kab'raqan,",
1719,Here,Waral,
1720,On its face earth.,Chuwach ulew.,1720
1721,THIS then therefore we shall name now,ARE' chi k'ut xchiqab'i'j chik,
1722,His name their father,U b'i' ki qajaw,
1723,"The Hunahpu,","Ri Junajpu,",
1724,Xbalanque.,Xb'alanke.,
1725,We shall retell to its head.,Xqakamuluj chuwi'.,
1726,Merely also we shall retell,Xa pu xqakamuluj,
1727,"Its telling,","U b'ixik,",
1728,"Its account also,","U tzijoxik puch,",
1729,"Their being begotten the Hunahpu,","Ki k'ajolaxik ri Junajpu,",
1730,Xbalanque.,Xb'alanke.,1730
1731,"Merely half we shall tell,","Xa nik'aj xchiqab'ij,",
1732,Merely little part its telling their father.,Xa ch'aqa'p u b'ixik ki qajaw.,
1733,THIS therefore its account,WA'E k'ute u tzijoxik,
1734,"These their names the One Hunahpu, they are called.","Are' ki b'i' ri Jun Junajpu, ke'uchaxik.",
1735,"These therefore their parents, the Xpiyacoc,","Are' k'ut ki qajaw, ri Xpiyakok,",
1736,Xmucane.,Xmuqane.,
1737,"In darkness,","Chi q'equ'mal,",
1738,"In night,","Chi aq'ab'al,",
1739,"They were born the One Hunahpu,","Xe'alaxik ri Jun Junajpu,",
1740,"Seven Hunahpu,","Wuqub' Junajpu,",1740
1741,"By Xpiyacoc,","Kumal Xpiyakok,",
1742,Xmucane.,Xmuqane.,
1743,"This therefore the One Hunahpu two he had children,","Are' k'u ri Jun Junajpu e kaib' xeralk'u'alaj,",
1744,They also two his sons.,E pu kaib' u k'ajol.,
1745,"One Batz his name first child,","Jun B'atz' u b'i' nab'e al,",
1746,One Chouen again therefore his name his second child.,Jun Chowen chi k'ut u b'i' u kab' al.,
1747,This therefore her name their mother this:,Are' k'ut u b'i' ki chuch wa':,
1748,"Xbaquiyalo she is called,","Xb'akiyalo chuchaxik,",
1749,His wife,Rixoqil,
1750,One Hunahpu.,Jun Junajpu.,1750
1751,This therefore the Seven Hunahpu,Are' k'u ri Wuqub' Junajpu,
1752,There is not his wife.,Maja b'i rixoqil.,
1753,"Merely his companion,","Xa u laq'el,",
1754,"Merely also second,","Xa pu u kab',",
1755,Merely servant his nature.,Xa k'ajol u k'oje'ik.,
1756,"Great knowers,","E nima'q aj na'oj,",
1757,Great also their knowledge.,Nim puch keta'mab'al.,
1758,Seers,E nik'wachinel,
1759,Here on its face earth.,Waral chuwach ulew.,
1760,"Merely good their nature,","Xa utz ki k'oje'ik,",1760
1761,Their arising also.,Ki yake'ik puch.,
1762,They revealed talents,Xkik'utu na'wikil,
1763,Before their faces,Chikiwach,
1764,"The One Batz,","Ri Jun B'atz',",
1765,"One Chouen,","Jun Chowen,",
1766,His sons,U k'ajol,
1767,One Hunahpu.,Jun Junajpu.,
1768,"Flautists,","E aj su',",
1769,"Singers,","E aj b'ix,",
1770,"Their occupations also writers,","E aj pu aj tz'ib',",1770
1771,"Also carvers,","E nay pu aj k'ot,",
1772,"Jade workers,","E aj xit,",
1773,"Precious metalsmiths,","E aj puwaq,",
1774,"They became the One Batz,","Xe'uxik ri Jun B'atz',",
1775,One Chouen.,Jun Chowen.,
1776,"This therefore the One Hunahpu,","Are' k'u ri Jun Junajpu,",
1777,"Seven Hunahpu,","Wuqub' Junajpu,",
1778,"Merely dice,","Xa sak,",
1779,"Merely ball,","Xa cha'j,",
1780,They would play,Chikib'ano,1780
1781,Every day.,Ju ta q'ij.,
1782,"Merely paired they would oppose each other,","Xa e kakab' chikik'ulelaj kib',",
1783,"Four all of them,","E kajib' chi konojel,",
1784,When they gather together,Ta kekuchmayijik,
1785,In ballcourt.,Pa jom.,
1786,"Would arrive therefore the Falcon,","Chul k'u ri Wok,",
1787,"Watcher of them,","Ilol ke,",
1788,His messenger,U samajel,
1789,"Huracan then,","Juraqan chi,",
1790,"Youngest Thunderbolt,","Ch'i'pi Kaqulja,",1790
1791,Sudden Thunderbolt.,Raxa Kaqulja.,
1792,"This therefore the Falcon,","Are' k'u ri Wok,",
1793,"Not far here on its face earth,","Mawi naj waral chuwach ulew,",
1794,Not far to Xibalba for him.,Mawi naj chi Xib'alb'a chire.,
1795,Suddenly then he would arrive again,Lib'aj chi chopon chik,
1796,In sky with Huracan.,Chi kaj ruk' Juraqan.,
1797,They tarried here,Xeyaluj waral,
1798,On its face earth.,Chuwach ulew.,
1799,She had died,Xkaminaq,
1800,By then therefore their mother,K'a k'ut ki chuch,1800
